word,phonetic,pos,meaning,example,example_trans,image_url
architect,ˈɑːkɪtekt,n.,n. 建筑师；设计师；缔造者；创造者；v. 设计；策划；精心制订,,,
architecture,ˈɑːkɪtektʃə,n.,n. 建筑学；建筑风格；建筑设计；结构；体系结构,,,
archive,ˈɑːkaɪv,n.,n. 档案，档案室；存档文件，归档资料；v. 把...存档，把...归档,,,
area,ˈeəriə,n.,n. 区域，地区；面积；范围，领域；区，界,,,
arena,əˈriːnə,n.,n. 竞技场，体育场；活动场所，领域,,,
argue,ˈɑːɡjuː,v.,v. 争论，争辩；论证，提出理由,,,
argument,ˈɑːɡjumənt,n.,n. 争论，争吵；理由，论据；论点，论证；争论的主题，争论的对象,,,
arise,əˈraɪz,vi.,vi. 出现，产生；起身，起立；起源，由…引起,,,
arouse,əˈraʊz,v.,v. 唤醒，叫醒；引起，激起（感情、兴趣等）；激起（反应），引发（好奇心等）；唤起（回忆等）,,,
array,əˈreɪ,n.,n. 排列，阵列；大量，大群；数组（计算机科学）；v. 排列，布置,,,
visible,ˈvɪzəbl,adj.,adj. 可见的，肉眼可见的；明显的，显而易见的；引人注目的,,,
vision,ˈvɪʒn,n.,n. 视力，视觉；想象力，幻想；远见，眼光；愿景，展望,,,
visual,ˈvɪʒuəl,adj.,adj. 视觉的，视力的；可见的，看得见的；n. 视觉资料，视觉效果,,,
vital,ˈvaɪtl,adj.,adj. 至关重要的，必不可少的；充满活力的，有生气的；维持生命所必需的,,,
vivid,ˈvɪvɪd,adj.,adj. 生动的，逼真的；鲜明的，清晰的；强烈的，深刻的；充满活力的，活泼的,,,
void,vɔɪd,adj.,adj. 空的，无效的；无用的，缺乏的；n. 空虚，空白；空间，真空；v. 使无效，取消,,,
volume,ˈvɒljuːm,n.,n. 音量，响度；体积，容积；卷，册；大量，数量；音量；交易量,,,
consequence,ˈkɒnsɪkwəns,n.,n. 结果，后果；重要性，重大；推论，结论,,,
consequently,ˈkɒnsɪkwəntli,adv.,adv. 因此，所以，因而,,,
conservation,ˌkɒnsəˈveɪʃn,n.,n. 保护，保存；节约，节省,,,
conservative,kənˈsɜːvətɪv,adj.,adj. 保守的，守旧的；谨慎的，保守估计的；保守派的，保守主义的；n. 保守派人士，保守主义者,,,
consider,kənˈsɪdə(r),v.,v. 考虑，思考；认为，视为；考虑到，把...考虑进去；审议，细想,,,
considerable,kənˈsɪd(ə)rəb(ə)l,adj.,adj. 相当大的，可观的；值得考虑的，重要的,,,
considerate,kənˈsɪdərət,adj.,adj. 体贴的，考虑周到的；体谅的，替人着想的；深思熟虑的，慎重的,,,
consume,kənˈsjuːm,v.,v. 消耗，消费；吃光，喝光；毁灭，烧毁；使全神贯注，占据（时间）,,,
consumption,kənˈsʌmpʃən,n.,n. 消费，消耗；(旧)肺结核,,,
dispute,dɪˈspjuːt,n.,n. 争论，争端；争议，纠纷；v. 争论，争辩；质疑，否认,,,
dissolve,dɪˈzɒlv,v.,v. 使溶解，使融化；解散，终止；消失，消散,,,
exchange,ɪksˈtʃeɪndʒ,n.,n. 交换，交流；交易所；兑换；(意见、信息等的)交换，交流；v. 交换，交流；兑换(钱币)；互换，交换(意见、信息等),,,
exclude,ɪkˈskluːd,v.,v. 排除，不包括；拒绝接纳，把...排斥在外,,,
exclusive,ɪkˈskluːsɪv,adj.,adj. 独家的，专有的；排外的，专用的；高档的，豪华的；独家的，排他的；不包括的，不计入的；n. 独家新闻，独家报道,,,
confine,kənˈfaɪn,v.,v. 限制，局限；监禁，禁闭,,,
confirm,kənˈfɜːm,v.,v. 证实，确认；批准，确认；使巩固，使确立,,,
conflict,ˈkɒnflɪkt,n.,n. 冲突，争执；战争，战斗；矛盾，不一致；v. 冲突，抵触；不一致，相矛盾,,,
confidence,ˈkɒnfɪdəns,n.,n. 信心，自信；信任，信赖；秘密，机密,,,
confident,ˈkɒnfɪdənt,adj.,adj. 自信的，有信心的；确信的，肯定的,,,
confidential,ˌkɒnfɪˈdenʃl,adj.,adj. 保密的，机密的；隐私的，秘密的,,,
configuration,kənˌfɪɡəˈreɪʃn,n.,n. 配置，构造；布局，排列；外形，轮廓,,,
trail,treɪl,n.,n. 小径，踪迹；一系列，一连串；v. 跟踪，追踪；拖，拖曳；落后，输,,,
train,treɪn,n.,n. 火车；列车；一系列；队伍；拖裾；系列；连续；v. 训练；培训；锻炼；瞄准,,,
training,ˈtreɪnɪŋ,n.,n. 训练，培训；锻炼，体能训练；教育，培养,,,
trait,treɪt,n.,n. 特征，特点，特质,,,
view,vjuː,n.,n. 景色，风景；看法，观点；视野；视线；态度；v. 看，观看；考虑，看待,,,
viewpoint,ˈvjuːpɔɪnt,n.,n. 观点，看法；角度，立场,,,
violence,ˈvaɪələns,n.,n. 暴力，暴力行为；激烈，猛烈,,,
violent,ˈvaɪələnt,adj.,adj. 暴力的，凶暴的；猛烈的，强烈的；激烈的，剧烈的；色彩强烈的,,,
virtual,ˈvɜːtʃuəl,adj.,adj. 几乎...的，实质上的；虚拟的，模拟的,,,
virtue,ˈvɜːtʃuː,n.,n. 美德，德行；优点，长处；贞操，贞德,,,
apparent,əˈpærənt,adj.,adj. 明显的，显而易见的；表面上的，貌似的,,,
appeal,əˈpiːl,n.,n. 吸引力，魅力；呼吁，请求；上诉，申诉；v. 吸引，有吸引力；呼吁，恳求；上诉，申诉,,,
appear,əˈpɪə(r),v.,v. 出现，显现；看起来，似乎；出庭，出场,,,
appearance,əˈpɪərəns,n.,n. 外表，外貌；出现，到来；外观，样子；出庭，露面,,,
appliance,əˈplaɪəns,n.,n. 家用电器，家用器具；器械，装置，用具,,,
applicable,əˈplɪkəbl,adj.,adj. 可适用的，相关的；可应用的，可实施的,,,
application,ˌæplɪˈkeɪʃn,n.,n. 申请；申请书；应用；使用；应用程序；应用软件；应用；运用；实施,,,
appoint,əˈpɔɪnt,v.,v. 任命，委任；指定，约定（时间、地点）,,,
appointment,əˈpɔɪntmənt,n.,n. 约会，预约；任命，任职；约定，约会（时间）；职位，职务,,,
apply,əˈplaɪ,v.,v. 申请；应用；使用；涂，敷；适用于；专心致力；努力；运用（规则、理论等）,,,
appreciate,əˈpriːʃieɪt,v.,v. 感谢，欣赏；理解，明白；增值，升值,,,
discriminate,dɪˈskrɪmɪneɪt,v.,v. 区别，辨别；歧视，区别对待,,,
discuss,dɪˈskʌs,v.,v. 讨论，商讨；详细描述，论述,,,
disease,dɪˈziːz,n.,n. 疾病，病,,,
escape,ɪˈskeɪp,v.,v. 逃跑，逃脱；避开，躲避；泄露，逸出；n. 逃跑，逃脱；逃避现实的方式,,,
especially,ɪˈspeʃəli,adv.,adv. 特别地，尤其；尤其是，特别是,,,
essay,ˈeseɪ,n.,n. 短文，散文；论说文，小品文；v. 尝试，企图,,,
essence,ˈesns,n.,n. 本质，要素；精华，精髓；香精，精油,,,
essential,ɪˈsenʃl,adj.,adj. 必要的，必不可少的；本质的，根本的；n. 要素，必需品,,,
establish,ɪˈstæblɪʃ,v.,v. 建立，创立；设立，开办；确立，制定；证实，证明；使定居，使安置；使人相信，使接受,,,
estimate,ˈestɪmət,v.,v. 估计，估算；评估，判断；n. 估计，估算；评估，估价,,,
ethic,ˈeθɪk,n.,n. 道德规范，伦理；道德观念，伦理观,,,
ethnic,ˈeθnɪk,adj.,adj. 种族的，民族的；具有民族特色的,,,
evaluate,ɪˈvæljueɪt,v.,v. 评估，评价；评估，评价；估计，估算,,,
industrial,ɪnˈdʌstriəl,adj.,adj. 工业的，产业的；大规模生产的，工业化的；工业用的,,,
industrialize,ɪnˈdʌstriəlaɪz,v.,v. 使工业化，使工业现代化,,,
industrialise,ɪnˈdʌstriəlaɪz,v.,v. 使工业化，使产业化,,,
industry,ˈɪndəstri,n.,n. 工业，产业；行业，产业界；勤奋，勤劳,,,
inevitable,ɪnˈevɪtəbl,adj.,adj. 不可避免的，必然发生的,,,
miserable,ˈmɪzrəbl,adj.,adj. 极其痛苦的，悲惨的；令人难受的，使人不愉快的；可怜的，糟糕的,,,
misery,ˈmɪzəri,n.,n. 痛苦，苦难；悲惨的处境，极度不幸,,,
mislead,ˌmɪsˈliːd,v.,v. 误导，引入歧途；误导，使产生错误印象,,,
mix,mɪks,v.,v. 混合，搅拌；混杂，掺杂；交往，交际；配制，调制；n. 混合物，混合式,,,
mixture,ˈmɪkstʃə(r),n.,n. 混合物；混合；混杂；混合体,,,
necessary,ˈnesəsəri,adj.,adj. 必要的，必需的；必然的，无法避免的；n. 必需品,,,
necessitate,nəˈsesɪteɪt,v.,v. 使成为必需，需要,,,
necessity,nəˈsesəti,n.,n. 必需品，必需物；必要性，必需；必然性；迫切需要,,,
negative,ˈneɡətɪv,adj.,adj. 否定的，消极的；负面的，不好的；否定的，拒绝的；阴性的，阴电的；n. 负数，负值；底片，负片；否定词，否定语,,,
negotiate,nɪˈɡəʊʃieɪt,v.,v. 谈判，协商；通过，越过；议价；转让，转移（票据等）,,,
outer,ˈaʊtə(r),adj.,adj. 外面的，外部的；外层的，外围的,,,
outlet,ˈaʊtlet,n.,n. 出口，出路；发泄方式，宣泄渠道；经销店，专卖店；插座，电源插座,,,
outline,ˈaʊtlaɪn,n.,n. 轮廓，外形；大纲，梗概；概要，提纲；轮廓线；v. 概述，简述；勾勒，描绘...的轮廓,,,
outlook,ˈaʊtlʊk,n.,n. 观点，看法；前景，展望；世界观，人生观；景色，景观,,,
output,ˈaʊtpʊt,n.,n. 产量，输出量；输出，产出；v. 输出，产生,,,
poverty,ˈpɒvəti,n.,n. 贫穷，贫困；匮乏，缺乏,,,
power,ˈpaʊə(r),n.,n. 力量，能力；权力，权势；电力，能源；国家，强国；势力，影响力；幂，乘方；v. 为...提供动力，驱动；adj. 电力的，发电的,,,
practical,ˈpræktɪkl,adj.,adj. 实际的，实用的；实践的，实际操作的；切实可行的，明智的,,,
practice,ˈpræktɪs,n.,n. 练习，实践；习惯，惯例；（医生、律师等的）业务，执业；v. 练习，实践；从事（职业），执业,,,
practise,ˈpræktɪs,v.,v. 练习，实践；从事（职业）；经常做，习惯性做,,,
practitioner,præk'tɪʃənə(r),n.,n. 从业者，实践者；（尤指医生、律师等）执业者,,,
preach,priːtʃ,v.,v. 讲道，布道；宣讲，宣传；说教，唠叨；鼓吹，倡导,,,
precede,prɪˈsiːd,v.,v. 先于...发生，在...之前；走在...前面，领先于,,,
precaution,prɪˈkɔːʃn,n.,n. 预防措施；防范；预先警惕,,,
precedent,ˈpresɪdənt,n.,n. 先例，前例；惯例，常规；adj. 先前的，在前的,,,
preceding,prɪˈsiːdɪŋ,adj.,adj. 在前的，在先的；前面的，上述的,,,
precious,ˈpreʃəs,adj.,adj. 珍贵的，宝贵的；珍爱的，心爱的；矫揉造作的，过分讲究的,,,
precise,prɪˈsaɪs,adj.,adj. 精确的，准确的；明确的，清楚的；严谨的，一丝不苟的,,,
precision,prɪˈsɪʒ(ə)n,n.,n. 精确度，准确性；精密，精确,,,
stress,stres,n.,n. 压力，紧张；重音，重读；强调，重视；v. 强调，着重；使紧张，使焦虑,,,
stretch,stretʃ,v.,v. 伸展，延伸；使延长，使伸展；延续，持续；使足够用；n. 一段时间，一段距离；伸展，延伸；adj. 可伸缩的，有弹性的,,,
pose,pəʊz,v.,v. 摆姿势；造成，引起；提出（问题等）；假装，冒充；n. 姿势，姿态,,,
position,pəˈzɪʃn,n.,n. 位置，地点；职位，工作；立场，观点；状况，处境；姿势，体位；v. 安置，放置,,,
positive,ˈpɒzətɪv,adj.,adj. 积极的，乐观的；肯定的，确定的；实际的，真实的；正面的，正数的；【商业】盈利的；n. 正面，优点；【语法】肯定式，【数学】正数，【摄影】正片,,,
possess,pəˈzes,v.,v. 拥有，具有；控制，支配；占有，占据,,,
possession,pəˈzeʃn,n.,n. 拥有，占有；所有物，财产；控制，掌握；着魔，中邪,,,
dilute,daɪˈluːt,v.,v. 稀释，冲淡；削弱，降低；adj. 稀释的，冲淡的,,,
dim,dɪm,adj.,adj. 昏暗的，暗淡的；模糊的，不清楚的；愚笨的，迟钝的；v. 使变暗，变昏暗；使变模糊；(使)变得暗淡，(使)变得模糊,,,
diminish,dɪˈmɪnɪʃ,v.,v. 减少，减小；降低（价值、重要性等）；贬低，轻视,,,
amateur,ˈæmətə(r),n.,n. 业余爱好者，非职业选手；adj. 业余的，非职业的,,,
amaze,əˈmeɪz,v.,v. 使惊奇，使吃惊,,,
ambiguous,æmˈbɪɡjuəs,adj.,adj. 模棱两可的，不明确的；含糊不清的，意义不明确的；可作多种解释的,,,
ambition,æmˈbɪʃn,n.,n. 野心，雄心；抱负，志向；渴望得到的东西,,,
ambitious,æmˈbɪʃəs,adj.,adj. 有抱负的，野心勃勃的；雄心勃勃的，有野心的；规模宏大的，目标远大的,,,
bubble,ˈbʌbl,n.,n. 气泡，泡沫；泡沫经济；脱离现实的幻想世界；v. 冒泡，起泡；沸腾，汹涌澎湃,,,
budget,ˈbʌdʒɪt,n.,n. 预算，财政预算；(个人或家庭的)收支预算；adj. 廉价的，经济的；v. 做预算，安排预算,,,
build,bɪld,v.,v. 建造，建筑；创建，建立；增强，加强；逐步增加；n. 体型，体格,,,
business,ˈbɪznəs,n.,n. 商业，生意；工作，职业；事务，事情；公司，企业；商界；责任，职责；权利，权力,,,
compress,kəmˈpres,v.,v. 压缩，压紧；压缩（信息、文件等）；浓缩，简化,,,
comprise,kəmˈpraɪz,v.,v. 包括，由...组成；构成，组成；包含，包括；构成，组成,,,
compromise,ˈkɒmprəmaɪz,n.,n. 妥协，和解；折中方案，中间立场；v. 妥协，让步；损害，危及,,,
conceive,kənˈsiːv,v.,v. 构想，设想；怀孕；理解，领会；想象，设想,,,
concentrate,ˈkɒnsəntreɪt,v.,v. 集中注意力；专心；聚集；集中；浓缩；使浓缩；n. 浓缩物；浓缩液,,,
concept,ˈkɒnsept,n.,n. 概念，观念；构想，设想；概念，观念,,,
conception,kənˈsepʃn,n.,n. 概念，观念；构思，设想；受孕，怀孕,,,
concern,kənˈsɜːn,n.,n. 担心，忧虑；关心，关注；事关重要的事，要紧事；公司，企业；关系，关联；v. 使担心，使烦恼；涉及，影响；关心，关注；与...有关,,,
concise,kənˈsaɪs,adj.,adj. 简明的，简洁的，简练的,,,
concrete,ˈkɒŋkriːt,n.,n. 混凝土；adj. 具体的，实在的；有形的，实物的；v. 使凝固，使实在化,,,
conclude,kənˈkluːd,v.,v. 结束，终止；推断出，断定；达成，缔结（协议等）,,,
conclusion,kənˈkluːʒən,n.,n. 结论，结果；结束，终结；推论，推定,,,
concurrent,kənˈkʌrənt,adj.,adj. 同时发生的，并发的；同时存在的，并存的；n. 同时发生的事物,,,
confer,kənˈfɜː(r),v.,v. 授予，赋予；商讨，协商；给予（尤指荣誉、学位等）,,,
conference,ˈkɒnfərəns,n.,n. 会议，讨论会；协商，商谈；联盟，协会,,,
confess,kənˈfes,v.,v. 承认（错误、罪行等）；坦白，供认；承认（信仰、感受等）；告解（宗教）,,,
epic,ˈepɪk,adj.,adj. 宏大的，史诗般的；英雄的，英勇的；n. 史诗，叙事诗；壮举，伟业,,,
epidemic,ˌepɪˈdemɪk,n.,n. 流行病，传染病；adj. 流行性的，传染性的,,,
episode,ˈepɪsəʊd,n.,n. （电视连续剧或广播剧的）一集，一期；（一连串事件中的）一个事件，插曲；（疾病的）发作，发病期,,,
epoch,ˈiːpɒk,n.,n. 时代，纪元；划时代的事件，重要时期；（地质学）世，纪,,,
indifferent,ɪnˈdɪf.ər.ənt,adj.,adj. 不感兴趣的，漠不关心的；中等的，一般的，平庸的；无关紧要的，不重要的,,,
indignant,ɪnˈdɪɡnənt,adj.,adj. 愤怒的，义愤的，感到被冒犯的,,,
indignation,ˌɪndɪɡˈneɪʃn,n.,n. 愤怒，愤慨,,,
indispensable,ˌɪndɪˈspensəbl,adj.,adj. 不可或缺的，必不可少的；绝对必要的,,,
individual,ˌɪndɪˈvɪdʒuəl,adj.,adj. 单独的，个别的；个人的，独特的；n. 个人，个体；与众不同的人，特殊人物,,,
mess,mes,n.,n. 混乱，杂乱；脏乱；困境，麻烦；（军队、学校等的）食堂，餐厅；v. 弄乱，弄脏；搞糟,,,
message,ˈmesɪdʒ,n.,n. 信息，消息；要传达的信息，寓意；启示，教训；v. 发短信，传递信息,,,
messenger,ˈmesɪndʒə(r),n.,n. 信使，送信人；使者，传令官；信息传递者,,,
method,ˈmeθəd,n.,n. 方法，办法；方式，程序；系统，条理；教学法,,,
militant,ˈmɪlɪtənt,adj.,adj. 好战的，好斗的；激进的，强硬的；n. 激进分子，好战分子,,,
military,ˈmɪlɪtəri,adj.,adj. 军事的，军用的；军人的，军队的；n. 军队，武装力量,,,
mind,maɪnd,n.,n. 头脑，智力；想法，意见；记忆力；思想，思维方式；注意力，关注；v. 介意，在意；注意，当心；照看，照料；留心，记住；服从，听从,,,
redeem,rɪˈdiːm,v.,v. 赎回，兑换（票券等）；履行（诺言等）；实现，达成；挽回，弥补；拯救，救赎,,,
reduce,rɪˈdjuːs,v.,v. 减少，缩减；降低，使下降；简化，使简单；归纳，还原；使变为，使成为（某种状态）,,,
reduction,rɪˈdʌkʃn,n.,n. 减少，缩减；降低，下降；折扣；简化，浓缩；还原（化学）,,,
refer,rɪˈfɜː(r),v.,v. 提到，谈及；指的是，涉及；参考，查阅；把...提交（某人）处理；称呼，把...称作；归因于,,,
reference,ˈref.ər.əns,n.,n. 参考，参考资料；提及，涉及；推荐信；参考人；引用；参照；v. 参考，查阅；提到，谈及,,,
subject,ˈsʌbdʒɪkt,n.,n. 主题，话题；科目，学科；主语；臣民，国民；adj. 受...支配的，服从于...的；v. 使臣服，使遭受,,,
subjective,səbˈdʒektɪv,adj.,adj. 主观的，个人的；主观的，个人的；主观存在的，内在的,,,
spoil,spɔɪl,v.,v. 损坏，破坏；宠坏，溺爱；变质，腐烂；破坏（计划、机会等）；毁掉（乐趣、愉快等）；n. 战利品，掠夺物,,,
sponsor,ˈspɒnsə(r),n.,n. 赞助者，赞助商；发起人，主办者；v. 赞助，资助；发起，主办,,,
spread,spred,v.,v. 展开；伸展；铺开；传播；散布；蔓延；涂抹；敷；涂；n. 传播；蔓延；扩散；范围；幅度；涨跌幅度；宴席；盛宴；大餐,,,
spur,spɜː(r),n.,n. 马刺；刺激物，激励；支脉，分支；突然的冲动；v. 刺激，激励，鼓励,,,
spy,spaɪ,n.,n. 间谍，密探；v. 侦察，刺探；发现，看见,,,
stability,stəˈbɪləti,n.,n. 稳定性，稳固；稳定状态，平衡；坚固性，牢固性；（政治、经济等的）稳定，安定,,,
stable,ˈsteɪbl,adj.,adj. 稳定的，稳固的；坚定的，持久的；稳定的，不变的（指价格、状态等）；n. 马厩，牛棚；（同一老板或组织管理的）一群赛马；v. 把（马等）安置在马厩里,,,
staff,stɑːf,n.,n. 全体职员，全体工作人员；长杆，棍子；五线谱；v. 配备员工,,,
stage,steɪdʒ,n.,n. 舞台；阶段；时期；步骤；程度；时期；v. 上演；举行；策划,,,
console,kənˈsəʊl,v.,v. 安慰，抚慰；n. 操控台，控制台；落地台，壁橱,,,
consist,kənˈsɪst,vi.,vi. 由...组成，包含；在于，存在于,,,
consistent,kənˈsɪstənt,adj.,adj. 始终如一的，一贯的；前后一致的，连贯的；符合的，一致的,,,
constant,ˈkɒnstənt,adj.,adj. 持续的，不断的；始终如一的，不变的；坚定的，忠实的；n. 常数，恒量,,,
constituent,kənˈstɪtjuənt,n.,n. 选民；成分，构成要素；adj. 构成的，组成的；有选举权的,,,
constitute,ˈkɒnstɪtjuːt,v.,v. 构成，组成；设立，任命；被视为，被认为是,,,
constitution,ˌkɒnstɪˈtjuːʃn,n.,n. 宪法，章程；体质，体格；构成，组成；制定，设立,,,
constrain,kənˈstreɪn,v.,v. 限制，约束；强迫，强制,,,
construct,kənˈstrʌkt,v.,v. 建造，构筑；构建（理论、论点等）；n. 构想，概念,,,
distinct,dɪˈstɪŋkt,adj.,adj. 明显的，清晰的；不同的，有区别的；独特的，与众不同的,,,
distinction,dɪˈstɪŋkʃn,n.,n. 区别，差别；优秀，杰出；荣誉，殊荣；特征，特点,,,
distinguish,dɪˈstɪŋɡwɪʃ,v.,v. 区分，辨别；使有区别；使杰出，使显著；看清，认出,,,
fruitful,ˈfruːtfʊl,adj.,adj. 富有成效的，卓有成效的；富有成果的，多产的，丰富的,,,
frustrate,frʌˈstreɪt,v.,v. 使沮丧，使灰心；阻挠，挫败；使无效，使不能实现；使受挫,,,
fulfil,fʊlˈfɪl,v.,v. 实现，履行，完成；满足，符合；使满意，使满足,,,
fulfill,fʊlˈfɪl,v.,v. 实现，履行（承诺、义务等）；满足（要求、需要等）；使完整，使圆满,,,
function,ˈfʌŋkʃn,n.,n. 功能，作用；职责，职能；函数；社交活动，宴会；v. 运转，起作用,,,
fund,fʌnd,n.,n. 资金，基金；储备，存款；v. 为...提供资金，资助,,,
fundamental,ˌfʌndəˈmentl,adj.,adj. 基本的，基础的，最重要的；根本的，关键的；不可或缺的；n. 基本原理，基础；基音,,,
evidence,ˈevɪdəns,n.,n. 证据，证明；迹象，表现；证词,,,
evident,ˈevɪdənt,adj.,adj. 明显的，清楚的，显而易见的；明显的，显而易见的；显然的，明白的,,,
evil,ˈiːvl,adj.,adj. 邪恶的，坏的；有害的，有危害的；n. 邪恶，罪恶,,,
environment,ɪnˈvaɪrənmənt,n.,n. 环境，周围环境；自然环境，生态环境；工作或生活环境；计算机操作环境,,,
enterprise,ˈentəpraɪz,n.,n. 企业，公司；事业，事业心；进取心，创业精神；项目，计划,,,
entertain,ˌentəˈteɪn,v.,v. 招待，款待；使快乐，使娱乐；考虑，思考；容纳，容忍,,,
entertainment,ˌentəˈteɪnmənt,n.,n. 娱乐，消遣；娱乐活动，表演；款待，招待,,,
monopoly,məˈnɒpəli,n.,n. 垄断；专卖权；独占；专利权；垄断企业；专利商品；独占优势；大富翁（一种棋盘游戏）,,,
monotonous,məˈnɒtənəs,adj.,adj. 单调的，无变化的；枯燥乏味的，无聊的,,,
mood,muːd,n.,n. 心情，情绪；氛围，气氛；语气（语法术语）,,,
transmission,trænzˈmɪʃn,n.,n. 传播，传送；传染；传动装置，变速器；传输，发送；广播，电视节目,,,
transmit,trænzˈmɪt,v.,v. 传送，传输；传播，传递；传播（疾病、思想等）；遗传,,,
transplant,trænsˈplɑːnt,n.,n. 移植；移植的器官；v. 移植（器官、植物等）；迁移，移居,,,
transport,trænˈspɔːt,n.,n. 运输，运送；运输工具；运输系统；运输业；v. 运输，运送；使狂喜；使激动；流放；放逐,,,
stock,stɒk,n.,n. 存货，库存；原料，汤料；股票，公司资本；家畜，牲畜；种族，血统；adj. 常备的，常用的；v. 储备，储存,,,
store,stɔː(r),n.,n. 商店，店铺；储存，贮藏；储备，储存量；仓库；v. 储存，贮藏；存储（信息）,,,
storage,ˈstɔːrɪdʒ,n.,n. 存储，贮藏；存储设备，存储空间,,,
stride,straɪd,n.,n. 步幅，步伐；进展，进步；v. 大步走，阔步行走；跨越，跨过,,,
strike,straɪk,v.,v. 打击，撞击；罢工；突然想到，使感到；打动，使有某种印象；n. 罢工；打击，袭击,,,
striking,ˈstraɪkɪŋ,adj.,adj. 引人注目的，显著的；惊人的，令人吃惊的；醒目的，明显的；v. 打击，撞击（strike的现在分词）,,,
string,strɪŋ,n.,n. 细绳，线；一串，一列；弦，琴弦；字符串；v. 悬挂，系；串起,,,
structure,ˈstrʌktʃə(r),n.,n. 结构，构造；建筑物；体系，结构；组织方式；v. 构造，组织,,,
stun,stʌn,v.,v. 使震惊，使目瞪口呆；使昏迷，使失去知觉；使打击，使震撼,,,
primary,ˈpraɪməri,adj.,adj. 主要的，首要的；基本的，初级的；原始的，初级的；最初的，最早的；n. 要素；主要者；首要地位,,,
prime,praɪm,adj.,adj. 主要的，首要的；最好的，最重要的；全盛的，盛年的；n. 鼎盛时期，全盛时期；素数，质数；v. 使准备就绪，使作好准备,,,
primitive,ˈprɪmətɪv,adj.,adj. 原始的，远古的；简单的，粗糙的；原始的，基本的；原生的，不是派生的；n. 原始人，未开化的人；原型，基本要素,,,
principal,ˈprɪnsəpl,adj.,adj. 主要的，首要的；n. 校长，学院院长；本金，资本,,,
principle,ˈprɪnsəpl,n.,n. 原则，原理；道德准则，行为规范；基本法则，基本信念；本质，根本,,,
psychiatry,saɪˈkaɪətri,n.,n. 精神病学；精神医学,,,
psychology,saɪˈkɒlədʒi,n.,n. 心理学；心理状态，心理特征,,,
liability,ˌlaɪəˈbɪləti,n.,n. 负债，债务；责任，义务；累赘，负担；法律责任,,,
liable,ˈlaɪəbl,adj.,adj. 可能的，很有可能的；有法律责任的，应负责任的；易于...的，有...倾向的,,,
liberal,ˈlɪbərəl,adj.,adj. 慷慨的，大方的；思想开明的，宽容的；自由主义的；丰富的，充足的；n. 自由主义者；开明人士,,,
liberate,ˈlɪbəreɪt,v.,v. 解放，使自由；使摆脱束缚，使不受约束；释放（化学物质等）,,,
license,ˈlaɪsns,n.,n. 许可证，执照；特许，准许；特许权，专营权；v. 许可，批准；发许可证，特许,,,
licence,ˈlaɪsns,n.,n. 许可证，执照；特许权，批准；v. 颁发许可证，特许,,,
innocent,ˈɪnəsnt,adj.,adj. 无辜的，清白的；天真的，单纯的；无害的，无恶意的；不谙世事的，幼稚的；n. 无辜的人，天真的人,,,
innovation,ˌɪnəˈveɪʃn,n.,n. 创新，革新；新事物，新发明,,,
anguish,ˈæŋɡwɪʃ,n.,n. 极度的痛苦，苦恼；v. 使极度痛苦，使苦恼,,,
annoy,əˈnɔɪ,v.,v. 使恼怒，使生气；打扰，骚扰,,,
annual,ˈænjuəl,adj.,adj. 每年的，年度的；一年生的（指植物）；n. 年刊，年鉴；一年生植物,,,
anchor,ˈæŋkə(r),n.,n. 锚；（电视新闻等的）主持人；（精神上的）支柱，靠山；v. 抛锚，停泊；固定，使固定,,,
stand,stænd,v.,v. 站立，起立；位于，坐落；忍受，经受；保持（特定状态或位置）；代表，象征；主张，坚持；n. 立场，态度；摊位，售货台,,,
standard,ˈstændəd,n.,n. 标准，规格；水平，水准；旗帜，军旗；adj. 标准的，正常的；普通的，一般的,,,
standpoint,ˈstændpɔɪnt,n.,n. 观点，立场,,,
stance,stɑːns,n.,n. 立场，态度；姿势，站姿,,,
start,stɑːt,v.,v. 开始，启动；出发；创立，创办；n. 开始，开端；起点；突然的移动,,,
startle,ˈstɑːtl,v.,v. 使吃惊，使惊吓,,,
starve,stɑːv,v.,v. 挨饿，饿死；使缺乏，使匮乏,,,
state,steɪt,n.,n. 状态，情况；州，邦；国家，政府；adj. 国家的，政府的；v. 陈述，说明,,,
statement,ˈsteɪtmənt,n.,n. 陈述，声明；报表，清单；表态，立场,,,
statesman,ˈsteɪtsmən,n.,n. 政治家，国务活动家,,,
statistics,stəˈtɪstɪks,n.,n. 统计学；统计数据；统计资料,,,
statue,ˈstætʃuː,n.,n. 雕像，塑像,,,
status,ˈsteɪtəs,n.,n. 地位，身份；情况，状态；法律地位，法律上的身份,,,
statute,ˈstætʃuːt,n.,n. 法令，法规；成文法,,,
stay,steɪ,v.,v. 停留，逗留；保持（某种状态）；继续存在；保持不变；暂缓，推迟；n. 逗留，停留,,,
steady,ˈstedi,adj.,adj. 稳定的，稳固的；持续的，恒定的；镇定的，沉着的；可靠的，稳重的；v. 使稳定，使平稳；adv. 稳定地，持续地,,,
steer,stɪə(r),v.,v. 驾驶，操纵（车辆、船只等）；引导，指引；控制，掌控；n. 公牛，阉牛,,,
stem,stem,n.,n. 茎，干；词干；船首，船头；主干部分；起源，根源；v. 阻止，遏制；起源于，源于,,,
step,step,n.,n. 脚步；台阶；步骤；措施；行动；进展；v. 走；踏；迈步,,,
stern,stɜːn,adj.,adj. 严厉的，严格的；坚定的，坚决的；n. 船尾，船stern,,,
