word,kana,pos,meaning,example,example_trans,image_url
天然,てんねん,,自然性，自发性,,,
暗記,あんき,,背诵，背诵,,,
数,かず,,数字，数字,,,
思想,しそう,,思想，想法,,,
回す,まわす,,转，转,,,
雇う,やとう,,雇用，雇用,,,
去る,さる,,离开，离开,,,
幾ら,いくら,,多少？，多少？,,,
トランプ,トランプ,,扑克牌（点亮：特朗普）,,,
経験,けいけん,,经验,,,
時,とき,,（1）时间，小时，（2）场合，时刻,,,
ドライブ,ドライブ,,驾车，自驾旅行，驾车,,,
知識,ちしき,,知识，信息,,,
器用,きよう,,娴熟，得心应手,,,
贅沢,ぜいたく,,奢华，奢侈,,,
整理,せいり,,分拣、排列、调整、调节,,,
向かい,むかい,,面向，对面，对面，对面，另一边,,,
契約,けいやく,,合同，契约，协议,,,
輸入,ゆにゅう,,进口，进口，介绍,,,
当たる,あたる,,被击中，成功，等同于,,,
入院,にゅういん,,住院,,,
いつも,いつも,,always，usually，every time，never （带否定动词）,,,
唯一,ゆいいつ,,唯一，唯一，唯一,,,
犯罪,はんざい,,犯罪,,,
睡眠,すいみん,,睡,,,
生まれ,うまれ,,出生地，出生地,,,
旗,はた,,旗,,,
輪,わ,,环，箍，圆圈,,,
やはり,やはり,,另外，正如我所想的，尽管如此，绝对，当然,,,
企業,きぎょう,,企业，承办,,,
円,えん,,圈子，钱,,,
何で,なんで,,为什么？，做什么的？,,,
勘,かん,,知觉，直觉，第六感,,,
黙る,だまる,,保持沉默,,,
軍,ぐん,,军队，部队，部队,,,
要するに,ようするに,,一句话，毕竟重点在于..，简而言之..,,,
いい,いい,,好,,,
メンバー,メンバー,,成员,,,
制度,せいど,,系统，机构，组织,,,
提出,ていしゅつ,,提交、提交、归档,,,
心配,しんぱい,,担心，关心，焦虑，关心,,,
余分,よぶん,,额外、超额、盈余,,,
末,すえ,,结束，粉末,,,
相談,そうだん,,咨询，讨论,,,
ウイスキー,ウイスキー,,威士忌酒,,,
実験,じっけん,,实验,,,
金銭,きんせん,,钱，现金,,,
競技,きょうぎ,,游戏，比赛，竞赛,,,
組む,くむ,,放在一起,,,
予防,よぼう,,预防，预防，预防,,,
務め,つとめ,,（1）服务，职责，（2）佛教宗教服务,,,
穀物,こくもつ,,谷物，谷物，玉米,,,
偶々,たまたま,,偶然的，出乎意料的，偶然的，偶然的,,,
連続,れんぞく,,串行，连续，连续性，继续,,,
弁当,べんとう,,盒饭,,,
たとえ,たとえ,,明喻，隐喻，寓言,,,
描く,えがく,,画，画，素描，描绘，描述,,,
付ける,つける,,附加，加入，添加，附加,,,
損,そん,,损失，劣势,,,
誰か,だれか,,某人，某人,,,
批判,ひはん,,批评，判断，评论,,,
では,では,,走出去的机会，成功的机会，离开的时刻，工作的开始,,,
欠陥,けっかん,,缺陷，故障，缺陷,,,
グラス,グラス,,（1）玻璃，（2）草,,,
その,その,,的，那,,,
カー,カー,,汽车,,,
集団,しゅうだん,,群，质量,,,
姉妹,しまい,,姐妹,,,
パーセント,パーセント,,百分之,,,
ジェット機,ジェットき,,喷气式飞机,,,
濠,ほり,,护城河,,,
酔う,よう,,喝醉了，陶醉了,,,
皆,みな,,所有人，所有人，所有人,,,
輸出,ゆしゅつ,,出口,,,
計,けい,,计划,,,
及ぼす,およぼす,,发挥，引起，锻炼,,,
手間,てま,,时间，人工,,,
支度,したく,,制备,,,
国語,こくご,,国语,,,
大臣,だいじん,,阁僚,,,
籠,かご,,篮筐，笼子,,,
いらっしゃい,いらっしゃい,,欢迎,,,
注,ちゅう,,注释，解释性说明,,,
アルバム,アルバム,,影集,,,
書斎,しょさい,,研究,,,
浴びる,あびる,,沐浴，晒太阳，淋浴,,,
祝う,いわう,,祝贺，庆祝,,,
需要,じゅよう,,需求，请求,,,
泳ぎ,およぎ,,游泳,,,
勢い,いきおい,,力量，活力，能量，精神,,,
近頃,ちかごろ,,最近，最近，现在,,,
助ける,たすける,,去帮助，去拯救，去拯救,,,
生じる,しょうじる,,产生，产生，结果，产生，生成,,,
値,ね,,价值、价格、成本,,,
候補,こうほ,,候选人,,,
ゲーム,ゲーム,,游戏,,,
地球,ちきゅう,,地球,,,
内容,ないよう,,subject，contents，matter，substance，detail，進口,,,
覚める,さめる,,唤醒，唤醒,,,
相当,そうとう,,合适，公平，可容忍，适当,,,
断る,ことわる,,拒绝，拒绝，解雇,,,
又,また,,再次，和,,,
ボール,ボール,,球，碗,,,
溺れる,おぼれる,,被淹死，沉溺其中,,,
切れ,きれ,,布，片，切，印,,,
十,じゅう,,10，十,,,
頂上,ちょうじょう,,顶部，顶峰，顶峰,,,
正式,せいしき,,应有的形式，官方，形式,,,
機械,きかい,,机器，机构,,,
衣服,いふく,,衣服,,,
物語,ものがたり,,故事，故事，传说,,,
抱える,かかえる,,握住或携带在手臂下或手臂内,,,
生命,せいめい,,生命，存在,,,
合計,ごうけい,,总和，总金额,,,
体育,たいいく,,体育，体操，田径,,,
年月,としつき,,月和年,,,
外出,がいしゅつ,,外出，外出,,,
気の毒,きのどく,,可怜，可惜,,,
鋭い,するどい,,尖锐，锋利,,,
笑顔,えがお,,笑脸,,,
詰める,つめる,,包装，缩短，锻炼（详细信息）,,,
好む,このむ,,喜欢，喜欢,,,
取り上げる,とりあげる,,拿起，捡起，取消资格，没收，剥夺,,,
ハンサム,ハンサム,,英俊,,,
以来,いらい,,从此以后,,,
生産,せいさん,,生产、制造,,,
進学,しんがく,,升读大学,,,
人物,じんぶつ,,性格，个性，人，人，人，人，人才,,,
抜く,ぬく,,提取，省略，超越，抽出，拔掉,,,
勝ち,かち,,胜利，胜利,,,
章,あきら,,（1）章，节，（2）奖章,,,
ジュース,ジュース,,果汁，软饮料，平分,,,
ちょうだい,ちょうだい,,（1）请为我做（前面有-te），（2）接待，被给予，得到,,,
党,とう,,政党（政治）,,,
何でも,なにでも,,无论如何，一切,,,
適度,てきど,,温和,,,
応じる,おうじる,,回应，满足，接受，遵守，申请,,,
首都,しゅと,,京,,,
後,のち,,之后，从那时起，在未来,,,
警告,けいこく,,警告，建议,,,
部分,ぶぶん,,部分，部分，部分,,,
友情,ゆうじょう,,友谊，团契,,,
説,せつ,,理论,,,
別れ,わかれ,,离别、分离、告别,,,
方向,ほうこう,,方向，路线，方式,,,
褒める,ほめる,,赞美，钦佩，好好说话,,,
有利,ゆうり,,有利的，更好的，有利可图的，有利可图的,,,
抜ける,ぬける,,出来，掉出来，被省略,,,
老人,ろうじん,,老人，老人,,,
プロ,プロ,,专业的,,,
胃,い,,胃,,,
伸ばす,のばす,,拉长，伸展，伸出，生长（胡须）,,,
邪魔,じゃま,,阻碍，入侵,,,
様々,さまざま,,多样，多样,,,
汗,あせ,,汗水、汗水,,,
症状,しょうじょう,,症状，状况,,,
まるで,まるで,,相当，完全，完全,,,
あした,あした,,明天,,,
独特,どくとく,,特殊性，独特性，特点,,,
すると,すると,,因此，从此,,,
絶滅,ぜつめつ,,破坏，灭绝,,,
絵画,かいが,,图片,,,
尻,しり,,臀部，臀部,,,
相手,あいて,,同伴，合作伙伴，公司,,,
谷,たに,,山谷,,,
観客,かんきゃく,,观众，观众,,,
外交,がいこう,,外交,,,
予期,よき,,预期，假设将会发生，预测,,,
平等,びょうどう,,平等（a）、公正、均匀,,,
奇妙,きみょう,,奇怪，酷儿，好奇,,,
不利,ふり,,缺点，障碍，不利，缺点,,,
不安,ふあん,,焦虑、不安、不安全感、悬念,,,
信頼,しんらい,,信赖、信任、信心,,,
計算,けいさん,,计算，推算,,,
王子,おうじ,,王子,,,
想像,そうぞう,,想象，猜测,,,
ますます,ますます,,越来越，越来越多,,,
ずっと,ずっと,,连续地，贯穿始终，很多,,,
合わせる,あわせる,,联合起来，对立，面对，团结,,,
だが,だが,,--,,,
活気,かっき,,活力，活泼,,,
エンジン,エンジン,,发动机,,,
服装,ふくそう,,服装,,,
スタンド,スタンド,,站,,,
灯,あかり,,光,,,
銀,ぎん,,（1）银，银币，银漆,,,
勘定,かんじょう,,计算，计数，考虑,,,
何か,なにか,,东西,,,
出身,しゅっしん,,毕业，来,,,
申し込む,もうしこむ,,申请，提出申请,,,
失業,しつぎょう,,失业,,,
成績,せいせき,,结果，记录,,,
息,いき,,呼吸，音调,,,
柄,え,,剑柄（剑），匕首，握把,,,
事,こと,,事物，物质，事实，情况,,,
対する,たいする,,面对，对抗，反对,,,
あらゆる,あらゆる,,所有，每个,,,
巣,す,,巢穴，栖息地，繁殖地，蜂巢，蜘蛛网,,,
記憶,きおく,,记忆，回忆，纪念,,,
他人,たにん,,另一个人，无关的人，局外人，陌生人,,,
参考,さんこう,,参考，咨询,,,
様,よう,,方式，方式，善良,,,
感謝,かんしゃ,,谢谢，感恩,,,
印象,いんしょう,,印象,,,
物理,ぶつり,,物理,,,
包み,つつみ,,捆绑，包装，包裹，捆包,,,
うん,うん,,哼，嗯，嗯，呃，嗯？,,,
化学,かがく,,化学,,,
ぐっすり,ぐっすり,,睡着了，睡着了,,,
おめでとう,おめでとう,,恭喜你，一个吉祥的时刻！,,,
内,うち,,里面,,,
最高,さいこう,,最高，至高无上，最,,,
商品,しょうひん,,商品，商业用品，商品，库存，商品,,,
度,ど,,事件计数器,,,
ビデオ,ビデオ,,视频,,,
近代,きんだい,,今天,,,
範囲,はんい,,范围，范围，范围，范围,,,
香り,かおり,,香气，香味，香味，气味,,,
飼う,かう,,饲养，饲养，喂养,,,
乗せる,のせる,,放在（某物）上，带上船，搭便车,,,
計る,はかる,,测量，称重，调查,,,
速度,そくど,,速度，速度，速率,,,
現実,げんじつ,,现实,,,
家賃,やちん,,租金,,,
奨学金,しょうがくきん,,奖学金,,,
虫歯,むしば,,蛀牙、蛀牙、蛀牙、龋齿,,,
ヨーロッパ,ヨーロッパ,,欧洲,,,
取れる,とれる,,脱落，脱下，脱下,,,
普段,ふだん,,通常，习惯性，通常，总是,,,
無し,なし,,没有,,,
係,かかり,,官员，职责，负责人,,,
連想,れんそう,,联想（想法），建议,,,
従う,したがう,,遵守（规则），服从，遵循，陪伴,,,
収穫,しゅうかく,,收获，收获，收获,,,
勤め,つとめ,,（1）服务，职责，业务，责任，任务，（2）佛教宗教服务,,,
法,ほう,,法案（法律：X法案）,,,
有能,ゆうのう,,能干，能干，高效，熟练,,,
胸,むね,,乳房，胸部,,,
訴える,うったえる,,起诉（一个人），诉诸，上诉,,,
よると,よると,,根据,,,
知恵,ちえ,,智慧，机智，睿智，理智，智慧，建议,,,
いたずら,いたずら,,戏弄，恶作剧，诡计，实用笑话,,,
地方,ちほう,,地区，地区，区，地区，海岸,,,
敬意,けいい,,尊重，荣誉,,,
礼儀,れいぎ,,礼仪，礼貌，礼仪,,,
決まり,きまり,,结算，结论，监管，规则,,,
前進,ぜんしん,,前进，驱动，进步,,,
組,くみ,,班级，小组，团队，集,,,
針,はり,,针，手（例如时钟）,,,
準備,じゅんび,,准备、安排、提供、储备,,,
未だ,いまだ,,然而，仍然，更多，除了,,,
感動,かんどう,,被深深感动，激动，感动，深深感慨,,,
傾向,けいこう,,趋势，趋势，倾向,,,
ケース,ケース,,箱,,,
越える,こえる,,超越，跨越，跨越,,,
喉,のど,,喉,,,
共通,きょうつう,,共同性，社区,,,
演技,えんぎ,,演技，表演,,,
含む,ふくむ,,捧在嘴里，牢记在心,,,
宗教,しゅうきょう,,宗教,,,
防ぐ,ふせぐ,,防御（反对），保护，预防,,,
典型,てんけい,,类型，模式，原型,,,
集中,しゅうちゅう,,专注，集中注意力,,,
鍋,なべ,,平底锅，锅,,,
ヨット,ヨット,,游艇,,,
そして,そして,,和,,,
適用,てきよう,,应用,,,
居眠り,いねむり,,打瞌睡，打瞌睡,,,
梅,うめ,,李子，李子树，最低（三级排名系统）,,,
灰,はい,,灰,,,
年齢,ねんれい,,年龄，岁,,,
詳しい,くわしい,,非常了解，详细，完整，准确,,,
鬼,おに,,食人魔，恶魔，它（即在标签游戏中）,,,
方法,ほうほう,,方法，方式，方式，手段，技术,,,
バン,バン,,bun，van （大篷车），VAN （增值网络）,,,
かもしれない,かもしれない,,可能，可能，也许，可能，可能,,,
住民,じゅうみん,,公民，居民，居民，人口,,,
手段,しゅだん,,手段，方式，措施,,,
油,あぶら,,油,,,
比較,ひかく,,比较,,,
餌,えさ,,饲料、诱饵,,,
疑問,ぎもん,,问题，问题，怀疑，猜测,,,
就く,つく,,安顿（地方），坐（位），学习（在老师的指导下）,,,
さっぱり,さっぱり,,感觉神清气爽，感觉如释重负，整洁，修剪,,,
粗末,そまつ,,粗犷，粗糙，朴素，简陋,,,
不可,ふか,,错误的、坏的、不恰当的、不合理的、不可取的,,,
広告,こうこく,,广告,,,
優勝,ゆうしょう,,总冠军，冠军,,,
止す,よす,,停止，废除，辞职，放弃,,,
味方,みかた,,朋友，盟友，支持者,,,
拍手,はくしゅ,,拍手，掌声,,,
怪我,けが,,伤害（对有生命的物体），伤害,,,
大部分,だいぶぶん,,大部分，大部分，大多数,,,
音,おと,,声音，注意,,,
思わず,おもわず,,无意的，自发的,,,
永遠,えいえん,,永恒，永恒，不朽，永恒,,,
現代,げんだい,,如今，现代，当今,,,
とんでもない,とんでもない,,出乎意料，令人反感，这有什么好说的！，没门！,,,
乗客,じょうきゃく,,乘客,,,
太陽,たいよう,,太阳，太阳能,,,
かなり,かなり,,相当，公平，相当,,,
面倒,めんどう,,麻烦，困难，关心，关注,,,
あっ,あっ,,啊！，哦！,,,
増す,ます,,增加，成长,,,
駄目,だめ,,没用，不好，没希望,,,
加える,くわえる,,追加，汇总，加法（向上）,,,
態度,たいど,,态度，方式,,,
農民,のうみん,,农民，农民,,,
支払,しはらい,,付款,,,
銃,じゅう,,枪,,,
機嫌,きげん,,幽默，脾气，情绪,,,
そのまま,そのまま,,没有变化，就像现在一样（即现在）,,,
命じる,めいじる,,命令，命令，任命,,,
訓練,くんれん,,实践，培训,,,
工場,こうじょう,,工厂，厂房，磨坊，车间,,,
物事,ものごと,,事物，一切,,,
主婦,しゅふ,,家庭主妇，情妇,,,
気味,きみ,,-喜欢，-看，-看,,,
暮らし,くらし,,生活，生计，生存，环境,,,
経由,けいゆ,,顺便说一句，通过,,,
諺,ことわざ,,谚语，格言,,,
克服,こくふく,,征服，征服,,,
小包,こづつみ,,包裹，包装,,,
王様,おうさま,,王,,,
鉄道,てつどう,,铁路,,,
自動,じどう,,自动，自动,,,
議長,ぎちょう,,主席,,,
そこで,そこで,,所以（conj），因此，现在，然后，因此,,,
級,きゅう,,班级，等级，排名，学校班级，等级,,,
支配,しはい,,规则，控制，方向,,,
勉強,べんきょう,,学习、勤奋、折扣、减少,,,
伝統,でんとう,,传统，惯例,,,
より,より,,捻，层,,,
ミルク,ミルク,,牛奶,,,
武器,ぶき,,武器，武器，法令,,,
混雑,こんざつ,,意识模糊，拥堵,,,
通じる,つうじる,,奔向，引领，沟通，理解,,,
共に,ともに,,分享，参与,,,
頼る,たよる,,依靠，求助于，依赖,,,
外,そと,,其他地方，其余的,,,
傷,きず,,伤口，受伤，伤害，割伤,,,
著者,ちょしゃ,,作者，作家,,,
集まり,あつまり,,聚会，会议，集会，收集,,,
昨,さく,,去年（年），昨天,,,
案内,あんない,,信息化、指导、引领,,,
税,ぜい,,--,,,
景気,けいき,,条件，状态，业务 （条件）,,,
つまり,つまり,,简而言之，简而言之，换句话说,,,
追う,おう,,追逐，追赶,,,
運動,うんどう,,运动，运动,,,
あちこち,あちこち,,这里和那里,,,
屋根,やね,,屋顶,,,
回り,まわり,,周长，周围环境，循环,,,
疲れ,つかれ,,疲倦，乏力,,,
台,だい,,支架，机架，桌子，支架,,,
終,おわり,,结束,,,
練習,れんしゅう,,实践,,,
博物館,はくぶつかん,,博物馆,,,
チーズ,チーズ,,奶酪,,,
離す,はなす,,分，分，分,,,
用心,ようじん,,小心，预防，守卫，小心,,,
友人,ゆうじん,,朋友,,,
責める,せめる,,谴责，责备，批评,,,
起こる,おこる,,发生，发生,,,
ゴール,ゴール,,目标,,,
身体,しんたい,,身体,,,
孫,まご,,孙子,,,
殺す,ころす,,杀戮,,,
小屋,こや,,小屋，小木屋，棚屋，（动物）笔,,,
団体,だんたい,,组织，协会,,,
膝,ひざ,,膝盖，膝盖,,,
人種,じんしゅ,,种族（人）,,,
四,よん,,四,,,
ありがとう,ありがとう,,（conj，exp，int）谢谢,,,
神経,しんけい,,神经，敏感性,,,
分析,ぶんせき,,分析,,,
演奏,えんそう,,音乐表演,,,
じっと,じっと,,坚定、坚定、耐心、安静,,,
恩,おん,,恩惠，义务，感恩之债,,,
それ,それ,,它，那个,,,
有る,ある,,成为，拥有,,,
読み,よみ,,读数,,,
閉じる,とじる,,关闭（例如书，眼睛），关闭,,,
全国,ぜんこく,,全国，全国，全国，全国,,,
式,しき,,方程式，公式，仪式,,,
節約,せつやく,,节约，节约,,,
迷子,まいご,,走失（流浪）儿童,,,
いつでも,いつでも,,（在）任何时间，总是，在任何时候，从不（否定）,,,
便,びん,,方式，手段,,,
効く,きく,,要有效,,,
裏切る,うらぎる,,背叛，叛徒，双重十字架,,,
劇,げき,,戏剧，戏剧,,,
違い,ちがい,,差异，差异,,,
語る,かたる,,说，讲，背诵,,,
過去,かこ,,过去，过去的日子，以前的日子,,,
それぞれ,それぞれ,,每个，每个，要么，分别，几个,,,
無駄,むだ,,徒劳，无用,,,
効果,こうか,,效果，有效性，功效，结果,,,
知能,ちのう,,智力，大脑,,,
こんなに,こんなに,,所以，像这样，以这种方式,,,
逆,ぎゃく,,反向，相反,,,
ざっと,ざっと,,粗略地说，以整数表示,,,
余裕,よゆう,,盈余，沉着，保证金，房间，时间，津贴，范围，绳索,,,
舌,した,,舌,,,
一瞬,いっしゅん,,一瞬间，一瞬间,,,
根,ね,,根,,,
ジーンズ,ジーンズ,,牛仔裤,,,
様子,ようす,,方面、状态、外观,,,
面,めん,,脸，马克杯，表面，面部特征，面具，面罩，侧面或侧面，角落，页面,,,
無視,むし,,忽略，忽略,,,
国家,こっか,,州，国家，民族,,,
御,お,,议员,,,
通信,つうしん,,通信，通讯，新闻，信号,,,
繋ぐ,つなぐ,,系带，系紧，连接，转接（电话）,,,
一方,いっぽう,,（1）另一方面，（2）同时，（3）只是，简单，反过来,,,
握手,あくしゅ,,握手,,,
中,なか,,内侧、中间、中间,,,
硬い,かたい,,坚实，坚硬（尤其是金属、石头）、未抛光的文字,,,
義務,ぎむ,,义务，义务，责任,,,
嫁,よめ,,新娘，儿媳,,,
修理,しゅうり,,修理，修补,,,
ハイキング,ハイキング,,远足,,,
曜日,ようび,,星期几,,,
氷,こおり,,冰，冰雹,,,
残す,のこす,,离开（落后，结束），遗赠，保存，保留,,,
随分,ずいぶん,,非常,,,
一人一人,いちにんいちにん,,一个接一个，每个，一次一个,,,
分野,ぶんや,,领域，领域，领域，部门，分支,,,
届く,とどく,,达到,,,
迷惑,めいわく,,麻烦，烦恼，烦恼,,,
任せる,まかせる,,托付给另一个人，留给别人,,,
笑い,わらい,,笑，笑，笑,,,
全員,ぜんいん,,全体成员（全体成员）、全体人员、全体船员,,,
帰宅,きたく,,回家,,,
墓,はか,,坟墓，坟墓,,,
祝い,いわい,,庆典，节日,,,
読書,どくしょ,,读数,,,
毛布,もうふ,,毯子,,,
料金,りょうきん,,费用，收费，票价,,,
収める,おさめる,,获取、收获、支付、供应、接受,,,
パイプ,パイプ,,（1）管道，管子，（2）渠道，官方或其他方式,,,
しゃべる,しゃべる,,说话，聊天，喋喋不休,,,
市場,しじょう,,（该）市场（作为一个概念）,,,
海外,かいがい,,国外，国外，海外,,,
仏,ふつ,,佛陀，仁慈的人，佛像，死者,,,
おや,おや,,父母,,,
互い,たがい,,相互的，互惠的,,,
備える,そなえる,,提供，提供，装备，安装,,,
下,した,,下面，下面，下面,,,
動詞,どうし,,动词,,,
握る,にぎる,,抓住，抓住，塑造寿司,,,
食う,くう,,（男）（vulg） 吃,,,
被害,ひがい,,损伤,,,
パスポート,パスポート,,护照,,,
貴重,きちょう,,珍贵，有价值,,,
美人,びじん,,美丽的人（女人）,,,
一致,いっち,,（1）巧合，一致，（2）符合性,,,
隠れる,かくれる,,隐藏，隐藏，隐藏自己，消失,,,
日常,にちじょう,,普通，常规，日常，平常,,,
便り,たより,,新闻，消息，信息，通信，信件,,,
劣る,おとる,,落后，自卑,,,
利口,りこう,,聪明，精明，聪明，敏锐，睿智，聪明,,,
通り過ぎる,とおりすぎる,,通过，通过,,,
登山,とざん,,登山,,,
切れる,きれる,,（1）要切得好，要锋利，（2）要折断（脱）,,,
平均,へいきん,,均衡，平衡，平均，均值,,,
呼吸,こきゅう,,呼吸，呼吸,,,
インク,インク,,墨,,,
軍隊,ぐんたい,,军队，部队,,,
加減,かげん,,加减法，余量,,,
俳優,はいゆう,,演员，女演员，演员，表演者,,,
波,なみ,,浪,,,
下り,くだり,,下行电车（从东京出发）,,,
適切,てきせつ,,相关、适当、充分、相关,,,
延期,えんき,,延期、延期,,,
叫ぶ,さけぶ,,大喊大叫，哭泣,,,
暮れ,くれ,,年末，日落，夜幕降临，年末,,,
たまらない,たまらない,,无法忍受，无法忍受，无法忍受,,,
出版,しゅっぱん,,出版,,,
幸福,こうふく,,幸福，幸福,,,
できる,できる,,能够，准备好，发生,,,
優秀,ゆうしゅう,,优越，精益求精,,,
暖かい,あたたかい,,温暖，温和,,,
要素,ようそ,,元素,,,
承認,しょうにん,,承认，确认，批准，同意，协议,,,
経つ,たつ,,通过，失效,,,
限る,かぎる,,限制，限制，限制,,,
話題,わだい,,topic，主题,,,
事情,じじょう,,情况，考虑，条件，情况，原因,,,
まさに,まさに,,正确，肯定,,,
見る,みる,,去看，去看,,,
見送り,みおくり,,送行，告别，护送,,,
大戦,たいせん,,伟大的战争，伟大的战斗,,,
移す,うつす,,去除，转移，感染,,,
終える,おえる,,完成,,,
基本,きほん,,基础、基础、标准,,,
親友,しんゆう,,密友，好友,,,
この,この,,这,,,
定期,ていき,,固定期限,,,
癖,くせ,,一个习惯（往往是一个坏习惯），特点,,,
列,れつ,,队列，行，行,,,
双子,ふたご,,双胞胎，双胞胎,,,
棒,ぼう,,杆子，杆，棍子,,,
遅刻,ちこく,,迟到，迟到,,,
筆,ふで,,笔,,,
支出,ししゅつ,,支出，费用,,,
霜,しも,,霜,,,
代表,だいひょう,,代表，表示，委托，类型，示例，模型,,,
前者,ぜんしゃ,,前者,,,
宿泊,しゅくはく,,住宿,,,
とにかく,とにかく,,无论如何，无论如何，无论如何，不知何故，一般来说，无论如何,,,
栄養,えいよう,,营养，营养,,,
列車,れっしゃ,,火车（普通）,,,
大抵,たいてい,,通常，一般,,,
肩,かた,,肩膀,,,
語,かたり,,语言，单词,,,
停留所,ていりゅうじょ,,巴士或电车站,,,
指導,しどう,,领导、指导、辅导,,,
文句,もんく,,短语，投诉,,,
独り,ひとり,,单身，未婚,,,
なにも,なにも,,无,,,
厄介,やっかい,,麻烦，负担，关心，烦恼,,,
分ける,わける,,分裂，分离,,,
博士,はかせ,,博士，博士,,,
不正,ふせい,,不公正，不公平,,,
格好,かっこう,,形状，形式，姿势，适用性,,,
髪の毛,かみのけ,,头发（头部）,,,
発展,はってん,,发展与成长,,,
幸せ,しあわせ,,幸福，好运，好运，祝福,,,
素晴らしい,すばらしい,,美妙，灿烂，壮丽,,,
維持,いじ,,维护、保存,,,
交際,こうさい,,公司，友谊，协会，社会，熟人,,,
角,かく,,角,,,
強盗,ごうとう,,抢劫，入室盗窃,,,
クラシック,クラシック,,经典,,,
豆,まめ,,豆类，豌豆,,,
助手,じょしゅ,,助手，帮助聚会，助手，导师,,,
幼い,おさない,,很年轻，幼稚,,,
影,かげ,,阴影，阴影，另一面,,,
成功,せいこう,,成功，命中,,,
深刻,しんこく,,严重,,,
ダンス,ダンス,,跳舞,,,
高価,こうか,,高价,,,
知事,ちじ,,都道府县知事,,,
現す,あらわす,,显示，指示，显示,,,
食欲,しょくよく,,食欲（食物）,,,
これら,これら,,这些,,,
掃除,そうじ,,清洁，清扫,,,
減る,へる,,减少（大小或数量），减少，减少,,,
がっかり,がっかり,,感到失望，沮丧，灰心丧气,,,
できれば,できれば,,--,,,
決心,けっしん,,决心，决议,,,
手品,てじな,,诡计，魔术，魔术，杂耍,,,
似合う,にあう,,适合，匹配，成为，像,,,
隠す,かくす,,隐藏，隐藏,,,
水準,すいじゅん,,（1）水位，（2）水位，标准,,,
全く,まったく,,真的，真的，完全，完全,,,
中学,ちゅうがく,,初中、初中,,,
にっこり,にっこり,,甜蜜地微笑，微笑，咧嘴一笑,,,
従兄弟,いとこ,,表妹（男）,,,
当てる,あてる,,命中，应用补丁,,,
骨,ほね,,骨,,,
涙,なみだ,,撕,,,
すなわち,すなわち,,也就是说，即，即,,,
劇場,げきじょう,,剧院，剧场,,,
密,みつ,,--,,,
鼠,ねずみ,,（1）小鼠，大鼠，（2）深灰色，石板色,,,
貰う,もらう,,接收,,,
端,はじ,,末端（例如街道）、边缘、尖端、边距、点,,,
永久,えいきゅう,,永恒，永恒，不朽,,,
お互い,おたがい,,相互的，互惠的，彼此的,,,
出発,しゅっぱつ,,离开,,,
放す,ほかす,,分离，释放,,,
石油,せきゆ,,石油，石油，煤油,,,
革,かわ,,皮革,,,
自然,しぜん,,自然，自发,,,
歓迎,かんげい,,欢迎，接待,,,
感じる,かんじる,,去感受，去感知，去体验,,,
塵,ちり,,灰尘，污垢,,,
作曲,さっきょく,,作曲、设置（音乐）,,,
国会,こっかい,,国会、议会、国会,,,
ボート,ボート,,划艇,,,
どんなに,どんなに,,如何，多少,,,
言う,いう,,说,,,
持ち上げる,もちあげる,,提升，提升，奉承,,,
就職,しゅうしょく,,找工作，就职典礼,,,
ただ,ただ,,免费，仅，仅,,,
大,だい,,--,,,
芝居,しばい,,戏剧，戏剧,,,
国境,こっきょう,,国家或州边界,,,
許可,きょか,,许可，审批,,,
世紀,せいき,,世纪，时代,,,
単純,たんじゅん,,单纯,,,
結果,けっか,,结果，后果,,,
区別,くべつ,,区别、区分、分类,,,
一家,いっか,,一个房子，一个家，一个家庭，一个家庭,,,
運,うん,,财富，运气,,,
贈る,おくる,,发送，给予，授予，授予,,,
強調,きょうちょう,,强调，强调，强调点,,,
おじいさん,おじいさん,,爷爷，男性老年人,,,
宝,たから,,珍惜,,,
滞在,たいざい,,住宿，寄居,,,
勇気,ゆうき,,勇气，勇敢，勇敢，勇气，勇气,,,
腰,こし,,臀部,,,
大家,おおや,,富家，尊贵家族,,,
悲しむ,かなしむ,,悲伤，哀悼，遗憾,,,
現金,げんきん,,现金，现成货币，雇佣兵，利己主义,,,
アイロン,アイロン,,（电）熨斗,,,
自慢,じまん,,骄傲，吹嘘,,,
周囲,しゅうい,,周围，周长，周围环境,,,
数字,すうじ,,数字，数字,,,
恐れる,おそれる,,害怕，害怕,,,
真面目,まじめ,,勤奋、认真、诚实,,,
意識,いしき,,意识，感官,,,
金額,きんがく,,金额,,,
クリスマス,クリスマス,,圣诞节,,,
日中,にちちゅう,,白天，光天化日之下,,,
主に,おもに,,主要，主要,,,
もしも,もしも,,如果,,,
明かり,あかり,,灯，光（一般），亮度,,,
食物,しょくもつ,,食品，食品,,,
場面,ばめん,,场景、设置（例如小说）,,,
論じる,ろんじる,,争论，讨论，辩论,,,
用いる,もちいる,,使用，利用,,,
テント,テント,,帐篷,,,
構う,かまう,,去意，去关心，去关心,,,
宿,やど,,客栈，住宿,,,
学問,がくもん,,奖学金，学习，学习,,,
吐く,はく,,（1）呼吸，（2）说谎，（3）呕吐，吐出,,,
株,かぶ,,share，stock，stump （of tree）,,,
順,じゅん,,顺序，转弯,,,
あんまり,あんまり,,不是很，不多，剩下的，休息的,,,
好み,このみ,,喜欢，品味，选择,,,
牛,うし,,牛，牛,,,
意思,いし,,意图、目的,,,
