word,phonetic,pos,meaning,example,example_trans,image_url
bamboo,ˌbæm'buː,,竹， 竹子 (n.),,,
input,'ɪnput,,输入；投入的资金，输入的数据 (n.)；把…输入计算机 (vt.),,,
induce,ɪn'djuːs,,引导， 劝； 引起， 导致 (vt.),,,
abnormal,æb'nɔːml,,反常的， 异常的 (adj.),,,
shrewd,ʃruːd,,机灵的， 敏锐的， 精明的 (adj.),,,
stereotype,'steriətaɪp,,陈规，老套，固定的模式 (n.)；对…形成固定看法 (vt.),,,
molecule,'mɒlɪkjuːl,,分子 (n.),,,
enroll,ɪn'rəul,,入学，加入 (vi.)；招收， 吸收 (vt.),,,
resign,rɪ'zaɪn,,辞职；听任 (vi.)；辞去， 放弃； 使顺从 (vt.),,,
safeguard,'seɪfgɑːd,,保护，维护 (vt.)；预防措施； 保证条款 (n.),,,
diligent,'dɪlɪdʒənt,,勤勉的， 勤奋的 (adj.),,,
sophisticated,sə'fɪstɪkeɪtɪd,,老于世故的； 高级的； 精密的， 复杂的； 高雅的 (adj.),,,
entertainment,ˌentə'teɪnmənt,,娱乐， 文娱节目， 表演会； 招待， 款待， 请客 (n.),,,
reside,rɪ'zaɪd,,居住， 定居； 存在， 在于 (vi.),,,
indicative,ɪn'dɪkətɪv,,标示的，指示的，象征的；陈述的 (adj.)；【语】陈述语气 (n.),,,
ward,wɔːd,,病房； 区； 受监护人 (n.),,,
dread,dred,,担忧，忧虑；惧怕 (vt.)；担忧， 畏惧 (n.),,,
scrutiny,'skruːtəni,,详细检查， 仔细观察 (n.),,,
chase,tʃeɪs,,追逐， 追赶， 追求 (n&vt.),,,
accident,'æksɪdənt,,意外， 事故 (n.),,,
promote,prə'məut,,促进， 增进， 发扬； 提升； 宣传， 推销 (vt.),,,
routine,ruː'tiːn,,例行的， 常规的 (adj.)；例行公事，惯例，惯常的程序 (n.),,,
attack,ə'tæk,,攻击， 进攻； 突然发作 (n&vt.),,,
divorce,dɪ'vɔːs,,离婚，离异 (n.)；离婚； 分离， 脱离 (vt.),,,
tariff,'tærɪf,,关税， 税率； 价目表， 收费表 (n.),,,
attach,ə'tætʃ,,缚， 系， 贴， 附加； 使依恋， 使喜爱； 使附属； 认为有 (vt.),,,
graphic,'græfɪk,,生动的， 形象的； 绘画的， 文字的， 图表的 (adj.),,,
convict,kən'vɪkt,,证明…有罪，宣判…有罪['kɒnvɪkt] (vt.)；囚犯 (n.),,,
retention,rɪ'tenʃn,,保留， 保持 (n.),,,
creation,kri'eɪʃn,,创造， 创建； 创造的作品， 产物； 宇宙， 天地万物 (n.),,,
legislation,ˌledʒɪs'leɪʃn,,法律， 法规； 立法， 法律的制定 (n.),,,
dodge,dɒdʒ,,闪身躲开 (vi.)；回避，逃避 (vt.)；托辞， 伎俩； 躲闪， 躲避 (n.),,,
ingredient,ɪn'griːdiənt,,组成部分， 原料； 要素 (n.),,,
surplus,'sɜːpləs,,过剩的， 多余的 (adj.)；过剩，剩余，盈余 (n.),,,
consolidate,kən'sɒlɪdeɪt,,巩固， 加强； 联为一体， 合并 (v.),,,
correspondence,ˌkɒrə'spɒndəns,,信件， 函件； 通信， 通信联系； 符合， 一致， 相似 (n.),,,
inhibit,ɪn'hɪbɪt,,阻止， 妨碍， 抑制 (vt.),,,
refresh,rɪ'freʃ,,振作精神， 恢复活力 (v.),,,
intimate,'ɪntɪmət,,亲密的，个人的 (adj.)；至交， 密友 (n.)；暗示， 提示 (vt.),,,
shove,ʃʌv,,用力推，挤 (vi.)；乱推，挤；乱塞，随意放 (vt.)；猛推 (n.),,,
theft,θeft,,偷窃， 失窃 (n.),,,
disclose,dɪs'kləuz,,揭露， 泄露， 透露 (vt.),,,
religion,rɪ'lɪdʒən,,宗教， 宗教信仰 (n.),,,
yacht,jɒt,,快艇， 帆船， 游艇 (n.),,,
mistress,'mɪstrəs,,情妇； 主妇， 女主人 (n.),,,
oxide,'ɒksaɪd,,氧化物 (n.),,,
miniature,'mɪnətʃə,,小型的，微小的 (adj.)；微小的模型， 缩影； 微型画， 微型人物像 (n.),,,
clan,klæn,,宗族， 家族 (n.),,,
economical,ˌiːkə'nɒmɪkl,,节约的； 经济学的 (adj.),,,
prosperous,'prɒspərəs,,繁荣的， 兴旺的 (adj.),,,
polish,'pɒlɪʃ,,磨光；修改，润色，使优美 (vt.)；擦光剂 (n.),,,
reassess,ˌriːə'ses,,再评价 (vt.),,,
cabinet,'kæbɪnət,,橱， 柜； 内阁 (n.),,,
optical,'ɒptɪkl,,眼的， 视觉的； 光学的 (adj.),,,
evoke,ɪ'vəuk,,唤起， 引起， 使人想起 (vt.),,,
insurance,ɪn'ʃuərəns,,保险； 保险费 (n.),,,
dazzle,'dæzl,,使眩目，耀；使赞叹不已；使倾倒 (vt.)；耀眼的光； 令人赞叹的东西 (n.),,,
principle,'prɪnsəpl,,原则， 原理， 道义； 基本信念， 信条 (n.),,,
thigh,θaɪ,,大腿 (n.),,,
tedious,'tiːdiəs,,冗长乏味的， 沉闷的 (adj.),,,
tilt,tɪlt,,倾斜，倾侧 (v.)；倾斜， 倾侧 (n.),,,
inferiority,ɪnˌfɪəri'ɒrəti,,自卑； 次等 (n.),,,
participant,pɑː'tɪsɪpənt,,参加者， 参与者 (n.),,,
initiate,ɪ'nɪʃɪeɪt,,开始， 创造， 发起； 使初步了解； 接纳， 让…加入 (vt.)；新加入组织的人 (n.),,,
domestic,də'mestɪk,,本国的； 家庭的； 驯养的 (adj.),,,
glare,gleə,,怒目而视；发射强光，发出刺眼的光线 (vi.)；强光； 怒视， 瞪眼； 炫耀， 张扬 (n.),,,
irrigation,ˌɪrɪ'geɪʃn,,灌溉 (n.),,,
compile,kəm'paɪl,,汇编； 编制， 编纂 (vt.),,,
vitality,vaɪ'tæləti,,活力； 生机， 元气 (n.),,,
locomotive,ˌləukə'məutɪv,,机车 (n.),,,
tile,taɪl,,瓦，瓷砖 (n.)；铺瓦于， 贴瓷砖于 (vt.),,,
donation,dəu'neɪʃn,,捐款， 捐赠物； 捐赠， 赠送 (n.),,,
immense,ɪ'mens,,广大的， 巨大的； 无限的 (adj.),,,
inherent,ɪn'hɪərənt,,内在的； 固有的， 生来就有的 (adj.),,,
stability,stə'bɪləti,,稳定， 稳固 (n.),,,
budget,'bʌdʒɪt,,规划，安排；编预算 (v.)；低廉的， 收费公道的 (adj.)；预算，预算拨款 (n.),,,
radiate,'reɪdieɪt,,发出， 辐射； 流露， 显示 (v.),,,
given,'gɪvn,,规定的，特定的；假设的，已知的；有癖好的，有倾向的 (adj.)；考虑到 (prep.),,,
perish,'perɪʃ,,丧生， 毁灭， 消亡； 失去弹性， 老化 (vi.),,,
pastime,'pɑːstaɪm,,消遣， 娱乐 (n.),,,
ultimate,'ʌltɪmət,,最后的，最终的 (adj.)；终极， 顶点 (n.),,,
adapt,ə'dæpt,,使适应； 改编 (vt.),,,
prosecute,'prɒsɪkjuːt,,起诉， 告发 (vi.)；对…提起公诉，告发，检举；继续从事 (vt.),,,
batch,bætʃ,,一批， 一组， 一群； 一批生产量 (n.),,,
merit,'merɪt,,长处，优点；价值；功劳，成绩 (n.)；值得， 应受 (vt.),,,
verbal,'vɜːbl,,口头的； 用言辞的， 用文字的； 动词的 (adj.),,,
solicitor,sə'lɪsɪtə,,初级律师， 事务律师 (n.),,,
intrinsic,ɪn'trɪnsɪk,,固有的； 本质的； 内在的 (adj.),,,
proximity,prɒk'sɪməti,,接近， 邻近 (n.),,,
luminous,'luːmɪnəs,,发光的， 发亮的； 光明的 (adj.),,,
lash,læʃ,,将系牢；鞭打，抽打；猛烈打击；猛烈抨击，严厉斥责 (v.)；鞭打； 假睫毛； 鞭梢 (n.),,,
receipt,rɪ'siːt,,发票， 收据； 收入， 进款； 收到， 接到 (n.),,,
assume,ə'sjuːm,,假定， 假设； 臆断； 承担， 担任； 呈现 (vt.),,,
predestine,priː'destɪn,,预先确定； 注定 (vt.),,,
chant,tʃɑːnt,,反复有节奏地喊叫；吟诵，咏唱 (vt.)；反复有节奏的喊叫； 赞美诗， 圣歌 (n.),,,
destiny,'destəni,,命运； 定数， 天命 (n.),,,
capsule,'kæpsjuːl,,胶囊； 航天舱， 密封舱 (n.),,,
concept,'kɒnsept,,概念， 观念； 设想 (n.),,,
resistant,rɪ'zɪstənt,,抵抗的； 抗…的， 耐…的 (adj.),,,
ozone,'əuzəun,,臭氧 (n.),,,
indefinite,ɪn'defɪnət,,无限期的； 模糊的， 不确定的 (adj.),,,
disaster,dɪ'zɑːstə,,灾难， 灾祸， 天灾； 彻底的失败 (n.),,,
ecology,i'kɒlədʒi,,生态； 生态学 (n.),,,
minimal,'mɪnɪməl,,最小的， 最低限度的 (adj.),,,
cocktail,'kɒkteɪl,,鸡尾酒； 餐前开胃小吃； 混合物 (n.),,,
enhance,ɪn'hɑːns,,提高， 增加， 加强 (vt.),,,
convention,kən'venʃn,,习俗， 惯例； 公约； 会议 (n.),,,
disease,dɪ'ziːz,,病， 疾病； 不健全， 弊端 (n.),,,
calcium,'kælsiəm,,钙 (n.),,,
notwithstanding,ˌnɒtwɪθ'stændɪŋ,,尽管 (adv.),,,
suspicion,sə'spɪʃn,,怀疑， 疑心， 猜疑； 一点儿， 少量 (n.),,,
purchase,'pɜːtʃəs,,买，购买 (vt.)；购买； 购买的物品 (n.),,,
refusal,rɪ'fjuːzl,,拒绝 (n.),,,
disposable,dɪ'spəuzəbl,,可任意使用的 (adj.)；一次性物品， 不回收物品 (n.),,,
bypass,'baɪpɑːs,,旁道，迂回道 (n.)；绕过， 绕…走； 越过， 置…于不顾 (vt.),,,
silicon,'sɪlɪkən,,硅 (n.),,,
clarity,'klærəti,,清楚， 明晰 (n.),,,
fund,fʌnd,,资金，基金；存款 (n.)；为…提供资金 (vt.),,,
typical,'tɪpɪkl,,典型的， 有代表性的 (adj.),,,
recipient,rɪ'sɪpiənt,,接受者， 接收者 (n.),,,
commonwealth,'kɒmənwelθ,,[C-]英联邦； 联邦， 联合体 (n.),,,
watt,wɒt,,瓦 (n.),,,
buzz,bʌz,,发出嗡嗡声；忙乱，急行；发出嘈杂的谈话声 (vi.)；嗡嗡声； 嘈杂的谈话声 (n.),,,
finance,'faɪnæns,,财政，金融；财源，财务情况 (n.)；为…提供资金 (vt.),,,
incur,ɪn'kɜː,,招致， 引起； 遭受 (vt.),,,
notorious,nəu'tɔːriəs,,臭名昭著的， 声名狼藉的 (adj.),,,
assassination,əˌsæsɪ'neɪʃn,,刺杀， 暗杀 (n.),,,
infant,'ɪnfənt,,婴儿的， 幼稚的 (adj.)；婴儿 (n.),,,
gland,glænd,,腺 (n.),,,
premise,'premɪs,,房屋和地基， 经营场址； 前提， 假设 (n.),,,
circus,'sɜːkəs,,马戏， 马戏团； 喧闹的场面； 环形广场 (n.),,,
controversial,ˌkɒntrə'vɜːʃl,,引起争论的， 有争议的 (adj.),,,
attain,ə'teɪn,,达到， 获得； 完成 (vt.),,,
deprive,dɪ'praɪv,,剥夺， 使丧失 (vt.),,,
tenant,'tenənt,,房客， 佃户 (n.),,,
resultant,rɪ'zʌltənt,,作为结果的， 因而发生的 (adj.),,,
pest,pest,,有害生物， 害虫； 讨厌的人 (n.),,,
pedal,'pedl,,踩踏板，骑车 (vi.)；踏板，踏脚 (n.)；脚蹬， 踩动…的踏板 (vt.),,,
batter,'bætə,,连续猛击 (v.)；面糊 (n.),,,
heritage,'herɪtɪdʒ,,遗产； 继承物； 传统 (n.),,,
supreme,suː'priːm,,最高的， 最大的； 极度的， 最重要的 (adj.),,,
hostage,'hɒstɪdʒ,,人质 (n.),,,
priority,praɪ'ɒrəti,,优先， 重点； 优先考虑的事 (n.),,,
slope,sləup,,倾斜 (v.)；倾斜，斜面 (n.),,,
inlet,'ɪnlet,,小湾， 水湾； 进口， 入口 (n.),,,
metallic,mə'tælɪk,,金属的， 金属制的； 有金属特性的， 像金属的 (adj.),,,
shuttle,'ʃʌtl,,穿梭般来回 (vi.)；短程穿梭运行的飞机；航天飞机；梭子 (n.)；短程穿梭运送 (vt.),,,
regenerate,rɪ'dʒenər3ɪt,,新生， 再生， 起革新作用 (vi.)；使新生，重建，改革，革新 (vt.),,,
allocate,'æləkeɪt,,分配； 分派， 把…拨给 (vt.),,,
latent,'leɪtnt,,潜在的， 隐伏的， 不易察觉的 (adj.),,,
terrific,tə'rɪfɪk,,极妙的； 极大的； 令人恐惧的 (adj.),,,
standpoint,'stændpɔɪnt,,立场， 观点 (n.),,,
primary,'praɪməri,,首要的， 主要的； 基本的； 最初的， 初级的 (adj.),,,
pirate,'paɪrət,,非法盗印者，侵犯版权者；海盗 (n.)；盗用， 非法盗印 (vt.),,,
stubborn,'stʌbən,,顽固的， 执拗的， 倔强的； 难对付的， 难于克服的 (adj.),,,
formulate,'fɔːmjuleɪt,,构想出， 规划； 系统地阐述 (vt.),,,
consume,kən'sjuːm,,消灭， 毁灭 (vi.)；消费；吃完，喝光 (vt.),,,
dome,dəum,,圆屋顶， 穹顶 (n.),,,
layer,'leɪə,,层， 层次 (n.),,,
alien,'eɪlɪən,,外国的，外国人的；陌生的；性质不同的，不相容的 (adj.)；外国人， 外侨； 外星人 (n.),,,
competence,'kɒmpɪtəns,,能力， 胜任， 称职 (n.),,,
fuse,fjuːz,,熔合， 合并； 因保险丝熔断而中断工作 (v.)；保险丝，熔丝；导火线 (n.),,,
elite,eɪ'liːt,,[总称] 上层人士， 掌权人物， 实力集团； [总称]出类拔萃的人， 精英 (n.),,,
premium,'priːmiəm,,高级的，优质的；售价高的 (adj.)；保险金；额外费用，加付款；奖品，赠品；额外津贴 (n.),,,
ornament,'ɔːnəmənt,,装饰品，点缀品；装饰，点缀 (n.)；装饰， 点缀， 美化 (vt.),,,
assure,ə'ʃuə,,使确信； 确保， 向…保证 (vt.),,,
pretext,'priːtekst,,借口， 托辞 (n.),,,
ivory,'aɪvəri,,象牙； 象牙色， 乳白色 (n.),,,
theme,θiːm,,主题， 题目 (n.),,,
consult,kən'sʌlt,,请教； 查阅； 商议 (vt.),,,
solidarity,ˌsɒlɪ'dærəti,,团结一致 (n.),,,
tumble,'tʌmbl,,跌倒，摔下，滚下；翻滚；暴跌；不由自主地卷入 (vi.)；跌倒， 摔倒 (n.),,,
gracious,'greɪʃəs,,亲切的，和蔼的；优美的；雅致的，雍容华贵的 (adj.)；天哪! (int.),,,
smash,smæʃ,,猛撞，猛冲 (vi.)；使粉碎，使打烂；狠打，猛击；使破灭，使失败 (vt.)；破碎； 猛击， 猛撞； 轰动的演出， 巨大的成功 (n.),,,
merely,'mɪəli,,仅仅， 只不过 (adv.),,,
appropriation,əˌprəupri'eɪʃn,,据为己有， 占有； 挪用； 拨款 (n.),,,
contradiction,ˌkɒntrə'dɪkʃn,,矛盾， 不一致； 否认， 反驳 (n.),,,
wealth,welθ,,财富； 财产； 丰富 (n.),,,
henceforth,ˌhens'fɔːθ,,从今以后， 从此以后 (adv.),,,
wallet,'wɒlɪt,,皮夹子 (n.),,,
survive,sə'vaɪv,,活下来，继续存在；幸免于 (vi.)；从中挺过来； 从…逃出； 比…活得长 (vt.),,,
desire,dɪ'zaɪə,,想要，渴望 (vt.)；愿望， 欲望 (n.),,,
initial,ɪ'nɪʃl,,最初的，开始的 (adj.)；首字母 (n.),,,
efficient,ɪ'fɪʃnt,,效率高的； 有能力的 (adj.),,,
murmur,'mɜːmə,,小声说； 小声抱怨， 咕哝； 发出连续而低沉的声音 (n&v.),,,
fury,'fjuəri,,狂怒， 暴怒； 狂暴， 狂烈 (n.),,,
unify,'juːnɪfaɪ,,使联合， 统一； 使相同， 使一致 (vt.),,,
muddy,'mʌdi,,泥泞的，沾满烂泥的；灰暗的，暗淡的；模糊的，糊涂的 (adj.)；使沾上烂泥； 使显得扑朔迷离 (vt.),,,
hound,haund,,猎犬 (n.)；追逼， 烦恼， 纠缠 (vt.),,,
consistent,kən'sɪstənt,,坚持的， 一贯的； 一致的， 符合的 (adj.),,,
dole,dəul,,救济，救济金 (n.)；发放， 发给 (vt.),,,
reverse,rɪ'vɜːs,,反向，倒转 (vi.)；反向的； 相反的； 颠倒的 (adj.)；撤销，废除；使完全相反，彻底转变；使反转，使次序颠倒 (vt.)；相反情况，对立面；反面，背面，后面；损失，倒退 (n.),,,
barren,'bærən,,贫瘠的， 荒芜的； 不结果实的， 不育的； 无益的， 没有结果的 (adj.),,,
eternal,ɪ'tɜːnl,,永久的， 永世的； 无休止的； 永恒的， 永不改变的 (adj.),,,
permanent,'pɜːmənənt,,永久的， 固定的 (adj.),,,
foster,'fɒstə,,收养的 (adj.)；收养，养育；培养，促进 (vt.),,,
barely,'beəli,,仅仅， 只不过， 几乎不 (adv.),,,
prevalent,'prevələnt,,流行的， 普遍的 (adj.),,,
cling,klɪŋ,,紧紧抓住； 黏着， 挨近； 依附， 依恋； 坚持， 墨守， 忠实于 (vi.),,,
incidence,'ɪnsɪdəns,,发生率 (n.),,,
clip,klɪp,,夹子，回形针，别针；弹夹，弹仓；剪，修剪；剪报，电影片断 (n.)；夹住， 扣住； 剪， 修剪 (vt.),,,
beam,biːm,,面露喜色； 定向发出， 播送 (v.)；梁，横梁；束，柱；笑容，喜色 (n.),,,
compact,kəm'pækt,,紧凑的，小巧的；坚实的 (adj.)；把…压实，使坚实['kɔmpækt] (vt.)；契约， 合同 (n.),,,
alliance,ə'laɪəns,,结盟； 联盟 (n.),,,
invaluable,ɪn'væljuəbl,,非常宝贵的， 极为贵重的， 无价的 (adj.),,,
fiction,'fɪkʃn,,小说； 虚构， 杜撰 (n.),,,
doom,duːm,,注定，命定 (vt.)；厄运， 劫数 (n.),,,
cucumber,'kjuːkʌmbə,,黄瓜 (n.),,,
aviation,ˌeɪvi'eɪʃn,,航空， 航空学； 飞机制造业 (n.),,,
pessimistic,ˌpesɪ'mɪstɪk,,悲观的 (adj.),,,
denote,dɪ'nəut,,意思是； 表示， 是…的标志 (vt.),,,
emphasis,'emfəsɪs,,强调； 重视； 重要性 (n.),,,
interrupt,ˌɪntə'rʌpt,,打断， 中止； 打扰 (v.),,,
propagate,'prɒpəgeɪt,,繁殖， 增殖； 传播， 宣传， 普及 (v.),,,
feasible,'fiːzəbl,,可行的， 可能的 (adj.),,,
majesty,'mædʒəsti,,陛下； 雄伟， 壮丽； 庄严 (n.),,,
flatter,'flætə,,向…谄媚， 奉承； 使满意， 使感到荣幸； 使显得好看， 使显得突出 (vt.),,,
potential,pə'tenʃl,,潜在的，可能的 (adj.)；潜力， 潜能 (n.),,,
necessitate,nə'sesɪteɪt,,成为必要， 需要 (vt.),,,
orthodox,'ɔːθədɒks,,传统的； 正统的， 正宗的 (adj.),,,
accustomed,ə'kʌstəmd,,惯常的， 习惯的 (adj.),,,
combination,ˌkɒmbɪ'neɪʃn,,结合， 联合； 化合 (n.),,,
obtain,əb'teɪn,,通用， 流行； 存在 (vi.)；获得 (vt.),,,
statesman,'steɪtsmən,,国务活动家， 政治家 (n.),,,
tack,tæk,,平头钉，大头钉；行动方向，方针 (n.)；用平头钉钉； 附加， 增补 (vt.),,,
gross,grəus,,总的； 严重的； 粗俗的； 臃肿的 (adj.),,,
lounge,laundʒ,,倚，躺；闲逛，闲荡 (vi.)；休息厅， 休息室 (n.),,,
porch,pɔːtʃ,,门廊 (n.),,,
workshop,'wɜːkʃɒp,,车间， 工场； 专题讨论会 (n.),,,
format,'fɔːmæt,,设计，安排；格式，样式，版式 (n.)；使格式化 (vt.),,,
sacrifice,'sækrɪfaɪs,,牺牲， 舍身； 献祭， 供奉； 祭品 (n&v.),,,
illegal,ɪ'liːgl,,不合法的， 非法的 (adj.),,,
corps,kɔː,,队， 部队； 一组 (n.),,,
eclipse,ɪk'lɪps,,食；消失，黯然失色 (n.)；食， 遮掩光； 使暗淡， 使失色， 使相形见绌 (vt.),,,
formal,'fɔːml,,正式的； 礼仪上的 (adj.),,,
correlate,'kɒrəleɪt,,相关， 关联 (vi.)；使相互关联 (vt.),,,
soar,sɔː,,猛增， 剧增； 高飞， 升腾； 高涨； 高耸， 屹立 (vi.),,,
commute,kə'mjuːt,,乘公交车上下班，经常乘车往返于两地 (vi.)；减； 折合， 折偿； 上下班交通 (vt.),,,
sustain,sə'steɪn,,保持， 使持续下去； 供养， 维持； 支持， 支撑； 经受， 遭受 (vt.),,,
critical,'krɪtɪkl,,决定性的； 批评的 (adj.),,,
shepherd,'ʃepəd,,牧羊人，羊倌 (n.)；带领， 引导 (vt.),,,
outcry,'autkraɪ,,大声疾呼， 呐喊； 强烈抗议 (n.),,,
radiant,'reɪdiənt,,容光焕发的， 喜形于色的； 光芒四射的， 光辉灿烂的； 辐射的 (adj.),,,
principal,'prɪnsəpl,,最重要的，主要的 (adj.)；负责人， 校长； 资本， 本金； 主要演员， 主角 (n.),,,
exceedingly,ɪk'siːdɪŋli,,极端地， 非常 (adv.),,,
uphold,ˌʌp'həuld,,支持， 维护 (vt.),,,
exotic,ɪg'zɒtɪk,,外来的， 异国情调的； 奇异的 (adj.),,,
relief,rɪ'liːf,,轻松， 宽慰； 缓解， 减轻， 解除； 使得到调剂； 接替， 替下 (n.),,,
boycott,'bɔɪkɒt,,抵制， 拒绝参与 (n&vt.),,,
dimension,dɪ'menʃn,,尺寸， 尺度， 面积； 方面， 特点； 面积， 规模 (n.),,,
deserve,dɪ'zɜːv,,应受， 值得 (vt.),,,
process,'prəus3s,,过程；制作方法；程序 (n.)；加工， 办理 (vt.),,,
revenge,rɪ'vendʒ,,报复，报仇 (n.)；为…报仇， 报…之仇 (vt.),,,
restore,rɪ'stɔː,,恢复， 使恢复； 修复， 整修； 归还， 交还 (vt.),,,
subscribe,səb'skraɪb,,订阅，订购；同意，赞成 (vi.)；捐助， 赞助 (vt.),,,
distill,dɪ'stɪl,,蒸馏， 用蒸馏法提取； 吸取， 提炼 (vt.),,,
alternative,ɔːl'tɜːnətɪv,,两者选一的， 供选择的； 另类的 (adj.)；替换物，选择；选择的自由 (n.),,,
concentration,ˌkɒnsn'treɪʃn,,集中； 专注， 专心； 浓缩； 浓度 (n.),,,
velocity,və'lɒsəti,,速度， 速率 (n.),,,
encounter,ɪn'kauntə,,遭遇，遇到 (vt.)；遭遇 (n.),,,
fellowship,'feləuʃɪp,,伙伴关系， 交情， 友谊； 团体， 协会， 联谊会； 奖学金， 研究员职位 (n.),,,
colleague,'kɒliːg,,同事， 同僚 (n.),,,
approve,ə'pruːv,,赞成， 称许 (vi.)；赞成，称许；批准 (vt.),,,
interaction,ˌɪntər'ækʃn,,相互作用 (n.),,,
pedestrian,pə'destriən,,步行者， 行人 (n.),,,
interfere,ˌɪntə'fɪə,,干涉， 干预， 妨碍 (vi.),,,
apartment,ə'pɑːtmənt,,一套公寓房间 (n.),,,
account,ə'kaunt,,说明…的原因； 占… (vi.)；记述；解释；账目 (n.),,,
fitting,'fɪtɪŋ,,适合的， 恰当的 (adj.)；设备，家具，日用器具；配件，附件，零件；试穿，试衣 (n.),,,
stack,stæk,,堆，垛 (n.)；堆积， 堆放于 (vt.),,,
radioactive,ˌreɪdiəu'æktɪv,,放射性的， 有辐射能的 (adj.),,,
resent,rɪ'zent,,对…表示愤恨， 怨恨 (vt.),,,
stride,straɪd,,大踏步走 (vi.)；大步； 步法， 步态； 进展， 进步 (n.),,,
ambiguous,æm'bɪgjuəs,,引起歧义的， 模棱两可的， 含糊不清的 (adj.),,,
impulsive,ɪm'pʌlsɪv,,冲动的 (adj.),,,
qualitative,'kwɒlɪtətɪv,,性质的， 定性的 (adj.),,,
diverse,daɪ'vɜːs,,不一样的， 相异的； 多种多样的 (adj.),,,
crisp,krɪsp,,脆的，鲜脆的；挺括的；清新的，干冷的；简明扼要的，利落的 (adj.)；油炸土豆片 (n.),,,
prime,praɪm,,首要的；最好的 (adj.)；青春；全盛时期 (n.)；使准备好 (vt.),,,
intellect,'ɪntəlekt,,智力， 理解力； 才智非凡的人 (n.),,,
preference,'prefrəns,,喜爱， 偏爱； 优先； 偏爱的事物 (n.),,,
mild,maɪld,,温柔的； 温暖的； 轻微的 (adj.),,,
loyal,'lɔɪəl,,忠诚的， 忠心的 (adj.),,,
impact,'ɪmpækt,,影响， 作用， 冲击 (v.)；[Im'pækt] (n.),,,
paralysis,pə'ræləsɪs,,麻痹， 瘫痪， 中风； 无能， 无力 (n.),,,
court,kɔːt,,法院， 法庭； 庭院； 宫廷； 球场 (n.),,,
chapel,'tʃæpl,,小教堂， 祈祷室 (n.),,,
distort,dɪ'stɔːt,,变形 (vi.)；歪曲，曲解；扭曲，使变形 (vt.),,,
subsidiary,səb'sɪdiəri,,辅助的，次要的，附设的 (adj.)；子公司， 附属机构 (n.),,,
venture,'ventʃə,,冒险； 大胆行事 (vi.)；风险投资，风险项目 (n.)；拿…冒险；敢于 (vt.),,,
discern,dɪ'sɜːn,,看出， 察觉出； 识别， 认出 (vt.),,,
enthusiasm,ɪn'θjuːziæzəm,,热情， 热心， 热忱； 巨大兴趣 (n.),,,
flexible,'fleksəbl,,易弯曲的； 灵活的 (adj.),,,
domain,dəu'meɪn,,领域， 范围； 领地， 势力范围 (n.),,,
census,'sensəs,,人口普查， 统计 (n.),,,
corpse,kɔːps,,死尸， 尸体 (n.),,,
willful,'wɪlfl,,故意的， 特意的 (adj.),,,
attitude,'ætɪtjuːd,,态度， 看法； 姿势 (n.),,,
relative,'relətɪv,,有关系的，相对的 (adj.)；亲属， 亲戚 (n.),,,
compare,kəm'peə,,比较， 对照； 把…比作 (vt.),,,
depict,dɪ'pɪkt,,描绘， 描述 (vt.),,,
hop,hɒp,,单足跳跃，单足跳行；齐足跳跃，齐足跳行 (vi.)；跳上 (vt.)；蹦跳； 短程航行 (n.),,,
characteristic,ˌkærəktə'rɪstɪk,,特有的，典型的 (adj.)；特性 (n.),,,
involvement,ɪn'vɒlvmənt,,连累； 包含 (n.),,,
pave,peɪv,,铺， 铺筑 (vt.),,,
integral,'ɪntɪgrəl,,构成整体所必需的， 基本的 (adj.),,,
lubricate,'luːbrɪkeɪt,,使润滑 (vt.),,,
comet,'kɒmɪt,,彗星 (n.),,,
deadline,'dedlaɪn,,最后期限 (n.),,,
bully,'buli,,恃强欺弱者 (n.)；威吓， 欺负 (vt.),,,
chip,tʃɪp,,屑片， 碎片； 炸土豆条； 集成电路片， 集成块； 缺口， 瑕疵 (n.),,,
medieval,ˌmedɪ'iːvl,,中世纪的； 中古的 (adj.),,,
tanker,'tæŋkə,,油轮 (n.),,,
involve,ɪn'vɒlv,,使卷入， 牵涉； 包含， 含有 (vt.),,,
pistol,'pɪstl,,手枪 (n.),,,
assemble,ə'sembl,,集合，召集 (vi.)；集合， 聚集； 装配 (vt.),,,
watertight,'wɔːtətaɪt,,不透水的， 防水的； 严密的， 无懈可击的 (adj.),,,
transition,træn'zɪʃn,,过渡， 转变 (n.),,,
repel,rɪ'pel,,使厌恶； 击退， 逐回， 驱除； 排斥 (vt.),,,
mutter,'mʌtə,,轻声低语； 小声抱怨 (n&v.),,,
series,'sɪəriːz,,一系列， 连续； 丛书， 连续剧 (n.),,,
complicated,'kɒmplɪkeɪtɪd,,复杂的， 难懂的 (adj.),,,
junk,dʒʌŋk,,废旧物品，破烂 (n.)；丢弃， 废弃 (vt.),,,
maximum,'mæksɪməm,,最大的； 最高的； 顶点的 (adj.)；最大量；顶点 (n.),,,
thrive,θraɪv,,兴旺， 繁荣， 旺盛 (vi.),,,
imaginative,ɪ'mædʒɪnətɪv,,富有想象力的， 爱想象的 (adj.),,,
penguin,'peŋgwɪn,,企鹅 (n.),,,
represent,ˌreprɪ'zent,,作为…的代表， 表示， 象征； 描绘， 表现 (vt.),,,
masterpiece,'mɑːstəpiːs,,杰作 (n.),,,
compete,kəm'piːt,,比赛， 竞争， 对抗 (vi.),,,
