word,kana,pos,meaning,example,example_trans,image_url
開拓,かいたく,,开垦（荒地）、开垦、开拓者,,,
軍事,ぐんじ,,军事,,,
華やか,はなやか,,同性恋， 艳丽， 辉煌， 华丽， 华丽,,,
本名,ほんみょう,,真实姓名,,,
考古学,こうこがく,,考古学,,,
国境,こっきょう,,国家或州边界,,,
悪者,わるもの,,坏家伙、流氓、痞子、流氓,,,
河川,かせん,,河流,,,
剥げる,はげる,,脱落、磨损、褪色、变色,,,
籤引,くじびき,,彩票，抽签,,,
保守,ほしゅ,,保守， 维护,,,
有機,ゆうき,,有机,,,
碑,いしぶみ,,刻有铭文的石碑,,,
繁栄,はんえい,,繁荣，繁荣，繁荣，繁荣,,,
総合,そうごう,,综合， 协调， 组合， 整合， 复合,,,
分裂,ぶんれつ,,分裂、分裂、分手,,,
治まる,おさまる,,保持平静，压制，减轻（风暴、恐怖、愤怒）,,,
季刊,きかん,,季刊（例如杂志）,,,
刑罰,けいばつ,,审判、惩罚、惩罚,,,
参照,さんしょう,,参考、咨询、咨询,,,
不意,ふい,,突如其来的、突兀的、出乎意料的、不可预见的,,,
スタジオ,スタジオ,,演播室,,,
自首,じしゅ,,投降，放弃自己,,,
生死,せいし,,生与死,,,
未熟,みじゅく,,缺乏经验、未成熟、生疏、不熟练、不成熟、缺乏经验,,,
機,き,,织布机,,,
身振り,みぶり,,手势,,,
出鱈目,でたらめ,,不负责任的话语、胡说八道、荒谬、随意、随意、不系统,,,
採用,さいよう,,使用、采用,,,
手芸,しゅげい,,工艺品,,,
確信,かくしん,,信念，信心,,,
彼方此方,かなたこちら,,这里和那里,,,
酸化,さんか,,氧化,,,
僅,わずか,,一点点，少量,,,
難い,かたい,,困难，困难,,,
極端,きょくたん,,极端， 极端,,,
任務,にんむ,,职责， 功能， 办公室， 使命， 任务,,,
内閣,ないかく,,内阁、（政府）部,,,
裾,すそ,,（裤子）袖口，（裙子）下摆，发型的剪边，山脚,,,
余り,あまり,,not very （此形式仅用作副词）， not much， remainder， rest， remnant， excess， balance， excess， rema,,,
心細い,こころぼそい,,无助、凄凉、绝望、没有希望、孤独、沮丧、沮丧,,,
遣り通す,やりとおす,,去贯彻，去实现，去完成,,,
斜面,しゃめん,,坡度、倾斜面、斜面,,,
移住,いじゅう,,移民， 移民,,,
逃亡,とうぼう,,逃,,,
レントゲン,レントゲン,,X射线（点亮：伦琴）,,,
手掛かり,てがかり,,接触， 踪迹， 香味， 在手上， 手把手， 线索， 钥匙,,,
仕切る,しきる,,分割，分割，标记，结算，脚趾标记,,,
除外,じょがい,,例外，排除,,,
拡散,かくさん,,散射、扩散,,,
館,たて,,屋， 大厅， 建造， 酒店， 旅馆， 招待所,,,
誘惑,ゆうわく,,诱惑，诱惑，诱惑,,,
気触れる,きふれる,,对,,,
国定,こくてい,,国家赞助，国家,,,
データ,データ,,数据,,,
近眼,きんがん,,近视、近视、近视,,,
愛でたい,めでたい,,吉祥,,,
敏感,びんかん,,敏感性、易感性、敏感性（to）、适应性好,,,
唾,つば,,唾液、痰液,,,
見すぼらしい,みすぼらしい,,破旧，肮脏,,,
秘書,ひしょ,,（私人）秘书,,,
アクセル,アクセル,,加速器,,,
おっかない,おっかない,,可怕，巨大,,,
審判,しんぱん,,裁判， 审判， 判决， 裁判， 裁判,,,
首脳,しゅのう,,头，脑,,,
特許,とっきょ,,特别许可、专利,,,
煌々と,こうこうと,,灿烂，明亮,,,
丁目,ひのとめ,,城镇、街区的区（大小不规则）,,,
一面,いちめん,,一面，一面，一面，头版，一面，,,,
巧妙,こうみょう,,巧妙、熟练、聪明、灵巧,,,
聳える,そびえる,,向上，向高耸，向翱翔,,,
試み,こころみ,,试验，实验,,,
一寸,いっすん,,（阿特吉）（adv int）（英国）只是一分钟，一小段时间，一会儿，只是一点点，有点，很容易，很容易，rath,,,
対話,たいわ,,互动， 互动， 对话， 对话,,,
義理,ぎり,,责任感、责任感、荣誉感、体面、礼貌、感恩、社会义务,,,
嘴,くちばし,,喙，比尔,,,
戦,せん,,战争， 战斗， 运动， 战斗,,,
怠い,おこたい,,迟钝、沉重、慵懒、沉闷,,,
月日,つきひ,,（该）日期,,,
退学,たいがく,,辍学,,,
助け,たすけ,,援助,,,
予め,あらかじめ,,事前、提前、事前,,,
盛大,せいだい,,宏伟、繁华、壮丽,,,
持てる,もてる,,要被人喜欢，要受欢迎,,,
庶務,しょむ,,总务,,,
不味い,まずい,,不合胃口、不愉快（味觉外观情况）、丑陋、不熟练、笨拙、笨拙、不明智、不合时宜,,,
吟味,ぎんみ,,测试、审查、仔细调查,,,
生温い,なまぬるい,,不冷不热，三心二意,,,
勤勉,きんべん,,实业，勤勉尽责,,,
日頃,ひごろ,,通常，习惯性地,,,
風習,ふうしゅう,,习惯,,,
縮まる,ちぢまる,,缩短，收缩，收缩,,,
邸宅,ていたく,,豪宅， 住宅,,,
領海,りょうかい,,领海,,,
輪,わ,,轮子和鲜花的柜台,,,
経る,へる,,过去，过去，体验,,,
システム,システム,,系统,,,
農場,のうじょう,,农场（农业）,,,
脅す,おどす,,威胁，威胁,,,
財政,ざいせい,,经济、金融,,,
何となく,なんとなく,,不知何故，出于某种原因,,,
衛生,えいせい,,健康、卫生、环境卫生、医疗,,,
味わい,あじわい,,味道、意义、意义,,,
訴訟,そしょう,,诉讼， 诉讼,,,
差し支える,さしつかえる,,干扰，阻碍，成为阻碍,,,
其で,それで,,和 （conj），因此，因此,,,
規制,きせい,,调节,,,
家出,いえで,,离家出走，离家出走,,,
取り組む,とりくむ,,去对付，去摔跤，去参与一场比赛，去对付,,,
茶の間,ちゃのま,,客厅（日式）,,,
逆転,ぎゃくてん,,（突然）变化、逆转、转身、从后面来（棒球）,,,
干渉,かんしょう,,干扰、干预,,,
サボる,サボる,,逃学，无所事事，缓慢破坏,,,
独占,どくせん,,垄断,,,
話し合い,はなしあい,,讨论、会议,,,
一頃,ひところ,,曾经，前段时间,,,
遠方,えんぽう,,路漫漫，遥远的地方,,,
造る,つくる,,制造、创造、制造、起草、写作、作曲、建造、创造、培养、组织,,,
嗜好,しこう,,品味、喜好、偏好,,,
チームワーク,チームワーク,,团队 合作,,,
会見,かいけん,,采访、观众,,,
しょっちゅう,しょっちゅう,,永远，不断,,,
だらけ,だらけ,,暗示（消极地）某事充满了错误，例如错误,,,
操縦,そうじゅう,,管理、处理、控制、操纵,,,
気品,きひん,,香气,,,
眠たい,ねむたい,,困,,,
荷,に,,装载， 行李， 货物,,,
負担,ふたん,,负担、责任、责任,,,
照り返す,てりかえす,,反射，投射光线,,,
明くる,あかくる,,下一个，以下,,,
片付け,かたづけ,,整理、整理,,,
進路,しんろ,,路线、路线,,,
締め切り,しめきり,,关闭、截止、结束、截止日期、关闭、禁止进入,,,
納入,のうにゅう,,付款、供应,,,
業者,ぎょうしゃ,,商人、商人,,,
インターフォン,インターフォン,,对讲机,,,
幾多,いくた,,很多很多,,,
残高,ざんだか,,（银行）余额，余数,,,
拐う,さらう,,带走，逃跑，绑架，绑架,,,
揃い,そろい,,套装、西装、制服,,,
備え付ける,そなえつける,,提供、提供、装备、安装,,,
女史,じょし,,女士。,,,
惑星,わくせい,,行星,,,
郷里,きょうり,,出生地，家乡,,,
拘束,こうそく,,限制，约束,,,
使命,しめい,,任务、差事、消息,,,
入浴,にゅうよく,,沐浴，沐浴,,,
追放,ついほう,,流放、放逐,,,
盗み,ぬすみ,,偷窃,,,
好い,よい,,好,,,
勤まる,つとまる,,适合，等于，正常运作,,,
軽率,けいそつ,,鲁莽、轻率、粗心、仓促,,,
否,いな,,不，不，是的，好吧,,,
観衆,かんしゅう,,观众、旁观者、观众,,,
戴きます,いただきます,,饭前表达感激之情,,,
補充,ほじゅう,,补充，补充，补充，补充,,,
雷,かみなり,,雷,,,
誘導,ゆうどう,,引导、引导、归纳、介绍、煽动、诱导,,,
異動,いどう,,改变,,,
立体,りったい,,实心体,,,
仕上げる,しあげる,,完成，完成,,,
受け取り,うけとり,,收据,,,
見合い,みあい,,正式结婚面谈,,,
捗る,はかどる,,取得进步，（与工作一起）向前迈进，向前迈进,,,
特権,とっけん,,特权、特殊权利,,,
仮,かり,,暂定的、临时的,,,
仕掛ける,しかける,,开始，埋设（地雷），设置（陷阱），发动（战争），挑战,,,
背く,そむく,,违背、违背、不服从、侵犯,,,
駆けっこ,かけっこ,,（脚）比赛,,,
ほっと,ほっと,,放心,,,
自己,じこ,,自己，自己,,,
本体,ほんたい,,物质，真实形式，崇拜对象,,,
モニター,モニター,,（计算机）显示器,,,
僕,ぼく,,男仆，（上帝的）仆人,,,
改修,かいしゅう,,维修、改进,,,
塵取り,ちりとり,,簸箕,,,
沈める,しずめる,,下沉，淹没,,,
返答,へんとう,,答,,,
大幅,おおはば,,全宽、大尺度、剧烈,,,
孤児,こじ,,孤儿,,,
弁解,べんかい,,解释、辩解、辩护、辩解,,,
親しむ,したしむ,,亲密，交朋友,,,
三日月,みかづき,,新月， 新月,,,
沈黙,ちんもく,,沉默，沉默,,,
文化財,ぶんかざい,,文化财产， 文化财产,,,
行き違い,いきちがい,,误解、隔阂、分歧、不相识、误入歧途,,,
捕吏,ほり,,警官,,,
面会,めんかい,,面试,,,
伝説,でんせつ,,传统， 传说， 民间传说,,,
局限,きょくげん,,限制、本地化,,,
吝嗇,りんしょく,,吝啬，吝啬，吝啬，皮燧石，紧绷，黑鬼，捏便士,,,
普遍,ふへん,,普遍性、无处不在、无所不在,,,
分,ぶん,,分钟,,,
軍備,ぐんび,,军备、军事准备,,,
劇団,げきだん,,剧团、剧团,,,
保養,ほよう,,养生、休养、娱乐,,,
所で,ところで,,顺便说一句，即使，无论如何,,,
役立つ,やくだつ,,有用，乐于助人，服务于目的,,,
一昨昨日,さきおととい,,前两天,,,
進出,しんしゅつ,,前进，前进,,,
声明,せいめい,,宣言、声明、公告,,,
白状,はくじょう,,忏悔,,,
郷愁,きょうしゅう,,怀旧，思乡,,,
見方,みかた,,观点,,,
夜更け,よふけ,,深夜,,,
基,もと,,基础,,,
鉱業,こうぎょう,,采矿业,,,
扱い,あつかい,,治疗、服务,,,
破壊,はかい,,破坏,,,
御負け,ごまけ,,1. 折扣，奖品， 2.额外的东西，奖金，额外的东西，3。夸大其词,,,
弱,じゃく,,弱点，弱者，一点点,,,
次,つぎ,,顺序、顺序、时间、下一个、下面,,,
古,ふる,,古代，古代,,,
ストライキ,ストライキ,,打,,,
上回る,うわまわる,,超过。,,,
巨,きょ,,大，大，大,,,
お世辞,おせじ,,奉承，赞美,,,
崇拝,すうはい,,崇拜，崇拜，钦佩，崇拜,,,
かも知れない,かもしれない,,可能，可能，也许，也许，可能,,,
出演,しゅつえん,,演出、舞台造型,,,
ぼやく,ぼやく,,抱怨，抱怨,,,
漂う,ただよう,,漂流，漂浮，悬挂在空中,,,
ドライ,ドライ,,干,,,
逃走,とうそう,,逃跑、开小差、逃跑,,,
配置,はいち,,（资源）的安排、处置,,,
動機,どうき,,动机， 激励,,,
どうにか,どうにか,,以某种方式，一种或另一种方式,,,
語彙,ごい,,词汇、词汇表,,,
チャイム,チャイム,,磬,,,
起点,きてん,,起点,,,
無駄遣い,むだづかい,,浪费金钱，挥霍金钱，鞭打一匹死马,,,
生,なま,,纯净、未稀释、未加工、原料,,,
共,とも,,both、none （neg）、all、and、and、include、with、together,,,
認識,にんしき,,认可，认知,,,
内訳,うちわけ,,项目、细分、分类,,,
柔軟,じゅうなん,,灵活、轻盈,,,
保温,ほおん,,保暖，保温，隔热,,,
片思い,かたおもい,,单恋,,,
付け加える,つけくわえる,,将一件事添加到另一件事,,,
高原,こうげん,,高原， 高原,,,
スプリング,スプリング,,春天,,,
慣らす,ならす,,习惯,,,
察する,さっする,,去猜测，去感知，去假设，去判断，去同情,,,
填まる,はままる,,进入，进入，适合，适合，适合，陷入，陷入，被欺骗，成为,,,
見晴らし,みはらし,,视图,,,
きっぱり,きっぱり,,清楚、明了、鲜明,,,
グレー,グレー,,灰色， 灰色,,,
多数決,たすうけつ,,多数规则,,,
類,るい,,一种,,,
補助,ほじょ,,援助，支持，援助，辅助,,,
長々,ながなが,,长，拖沓，很长,,,
抑圧,よくあつ,,检查、约束、压迫、压制,,,
単調,たんちょう,,单调、单调、沉闷,,,
宝器,たからき,,珍贵物品或器皿，杰出个人,,,
配給,はいきゅう,,分布（例如薄膜、大米）,,,
文,ぶん,,信件、著作,,,
ビジネス,ビジネス,,商,,,
終始,しゅうし,,开始和结束，从头到尾，从头到尾做一件事,,,
精巧,せいこう,,精致、精致、精致,,,
鞠,まり,,球,,,
円満,えんまん,,完美、和谐、和平、平稳、完整、满意、正直,,,
箇所,かしょ,,通道， 地点， 点， 部分,,,
あべこべ,あべこべ,,相反，相反，相反,,,
株式,かぶしき,,股票（公司）,,,
弱る,よわる,,软弱、烦恼、沮丧、憔悴、沮丧、困惑、损害,,,
香辛料,こうしんりょう,,香料,,,
野生,やせい,,野生,,,
寄こす,よこす,,发送、转发,,,
態と,わざと,,故意,,,
強いて,つよいて,,用力,,,
手筈,てはず,,安排、计划、方案,,,
肥料,ひりょう,,粪便、肥料,,,
延いては,のべいては,,不但。。。而且，除了，因此,,,
航海,こうかい,,扬帆， 航行,,,
濠,ほり,,护城河,,,
咄嗟,とっさ,,瞬间，瞬间,,,
結び,むすび,,结局、结论、联合,,,
東,ひがし,,东日本， 东日本,,,
首飾り,くびかざり,,项链,,,
滅びる,ほろびる,,被毁坏，被淹没，灭亡，被毁灭,,,
早急,そうきゅう,,紧急,,,
爆弾,ばくだん,,炸弹,,,
決断,けつだん,,决定，确定,,,
貨幣,かへい,,货币， 货币， 铸币,,,
縁,えん,,机会， 命运， 命运， 关系， 债券， 联系， 业力,,,
接触,せっしょく,,触摸、联系,,,
潜水,せんすい,,跳水,,,
労る,ろうる,,怜悯、同情、安慰、关心、善待,,,
無闇に,むやみに,,不合理、荒谬、鲁莽、轻率、随意,,,
資産,しさん,,财产、财富、手段、资产,,,
再現,さいげん,,再现、再现、回归、复活,,,
海路,かいろ,,海路,,,
地獄,じごく,,地狱,,,
きっかり,きっかり,,确切地，准确地,,,
物資,ぶっし,,货物、材料,,,
打ち消し,うちけし,,否定、否定、否定,,,
要する,ようする,,要求，要求，接受,,,
満月,まんげつ,,满月,,,
未,み,,中国十二生肖第八个星座（公羊，6月下午1点至3点，西南偏南）,,,
然して,しかして,,和,,,
未だ,いまだ,,到目前为止，还没有（否定）,,,
氾濫,はんらん,,溢流，洪水,,,
分配,ぶんぱい,,分部， 共享,,,
行員,こういん,,银行职员,,,
西日,にしび,,西斯特林太阳,,,
躾,しつけ,,家庭纪律、训练、教养、育种,,,
始め,はじめ,,开始，开始，起源,,,
論議,ろんぎ,,讨论,,,
効率,こうりつ,,效率,,,
長閑,のどか,,宁静，平静，安静,,,
其処ら,そのしょら,,到处都是，在某个地方，大约，那个区域，在那里,,,
突っ張る,つっぱる,,支持，变得僵硬，变得紧绷，推（对手），坚持（意见），进入,,,
貯蓄,ちょちく,,储蓄,,,
的,てき,,-like，典型,,,
争い,あらそい,,争执， 纷争， 争吵， 纷争， 冲突， 竞争， 竞赛,,,
原子,げんし,,原子,,,
大水,だいすい,,洪水,,,
顧みる,かえりみる,,回头看，转身，回顾,,,
正しく,まさしく,,当然，毫无疑问，显然,,,
粉末,ふんまつ,,细粉,,,
領土,りょうど,,统治， 领土， 占有,,,
梢,こずえ,,树梢,,,
加入,かにゅう,,成为会员、加入、进入、入会、订阅、隶属关系、遵守、签署,,,
-簡易,かんい,,简单、轻松、准,,,
襲う,おそう,,攻击,,,
救済,きゅうさい,,救济，援助，救援，救赎，帮助,,,
主観,しゅかん,,主观性、主体性、自我性,,,
通常,つうじょう,,常见、一般、通常,,,
ぶら下げる,ぶらさげる,,悬挂，悬挂，悬挂，摇摆,,,
乱す,みだす,,乱扔，乱七八糟，扰乱秩序,,,
黒字,くろじ,,黑色平衡（图）,,,
絶望,ぜつぼう,,绝望，绝望,,,
革新,かくしん,,改革、创新,,,
緩む,ゆるむ,,变得松散，松弛,,,
角,かく,,1. 角度， 2.主教（将棋）,,,
高,こう,,数量，金额，数量，数量，金额,,,
態勢,たいせい,,态度、条件、准备,,,
真理,しんり,,真理,,,
乃至,ないし,,从。。。到，之间...和，或,,,
発育,はついく,,（身体）生长、发育,,,
鈍る,にぶる,,变得能力下降，变得迟钝，变得迟钝，变得虚弱,,,
膜,まく,,膜， 薄膜,,,
ゆとり,ゆとり,,储备、富裕、房间、时间（备用）,,,
風土,ふうど,,自然特征、地形、气候、精神特征,,,
丸ごと,まるごと,,整体，整体，完整,,,
生臭い,なまぐさい,,闻到鱼或血、鱼或肉的气味,,,
真ん前,まんまえ,,就在前面，鼻子下面,,,
騙す,だます,,欺骗，欺骗，欺骗,,,
海抜,かいばつ,,海拔高度,,,
明白,めいはく,,显而易见的、公开的、直白的、坦率的,,,
要因,よういん,,主要因素，主要原因,,,
ボイコット,ボイコット,,抵制,,,
連休,れんきゅう,,连续假期,,,
動揺,どうよう,,扰乱、不安、摇晃、颤抖、俯仰、滚动、振荡、激动、兴奋、骚动,,,
寄贈,きぞう,,捐赠、展示,,,
説く,とく,,解释，倡导，宣讲，说服,,,
増強,ぞうきょう,,增强、强化、增加,,,
ペア,ペア,,一对， 梨,,,
切ない,せつない,,痛苦的、尝试的、压抑的、令人窒息的,,,
観,かん,,外观、外观、奇观,,,
捲る,めくる,,动词后缀，表示鲁莽放弃活动,,,
改悪,かいあく,,恶化，变得更糟,,,
採掘,さいくつ,,采矿,,,
反感,はんかん,,反感、反抗、敌意,,,
憤慨,ふんがい,,愤慨，怨恨,,,
原油,げんゆ,,原油,,,
初,はつ,,一、新,,,
設定,せってい,,建立，创造,,,
持ち切り,もちきり,,热门话题，小镇话题,,,
調理,ちょうり,,烹饪,,,
畜生,ちくしょう,,野兽，野蛮，该死的,,,
発条,はつじょう,,弹簧（例如线圈叶片）,,,
納まる,おさまる,,获得，结束，安顿，适应，安顿，支付，交付,,,
加味,かみ,,调味料、调味料,,,
物議,ぶつぎ,,公开讨论（批评）,,,
下痢,げり,,腹泻,,,
仕上がり,しあがり,,完成，结束，完成,,,
着目,ちゃくもく,,注意力,,,
其方,そのかた,,在那边，另一个,,,
貧困,ひんこん,,贫穷，缺乏,,,
篭る,こもる,,与世隔绝，被禁锢，被暗示，闷闷不乐,,,
丸める,まるめる,,圆，圆，卷起，蜷缩，引诱，哄骗，解释,,,
天地,てんち,,天地、宇宙、自然、上下、境界、领域、世界,,,
突如,とつじょ,,突然，突然,,,
捜査,そうさ,,搜索（尤其是刑事调查）、调查,,,
歓声,かんせい,,欢呼，欢呼,,,
防衛,ぼうえい,,防御、保护、自卫,,,
時差,じさ,,时差,,,
赴く,おもむく,,去，去修，去去,,,
巻,まき,,卷,,,
同情,どうじょう,,同情，同情，同情，怜悯，感受,,,
酸,さん,,酸,,,
捕らえる,とらえる,,抓住，抓住，抓住，逮捕,,,
辞退,じたい,,拒绝,,,
強烈,きょうれつ,,强壮、强烈、严重,,,
区々,くく,,1. 几个，多样的，发散的，冲突的，不同的，多样的， 2.琐碎,,,
夜更かし,よるふかし,,熬夜、熬夜、熬夜、夜鹰,,,
ユニーク,ユニーク,,独特,,,
諸,しょ,,各种，很多，几个,,,
改革,かいかく,,改革、改革、创新,,,
ロープ,ロープ,,绳,,,
蜂蜜,はちみつ,,蜂蜜,,,
止まる,とまる,,仅限于,,,
構想,こうそう,,计划、情节、想法、构想,,,
体験,たいけん,,个人经历,,,
学芸,がくげい,,文理科， 文科,,,
無断,むだん,,未经许可，未经通知,,,
てっきり,てっきり,,当然，当然，毫无疑问,,,
情緒,じょうちょ,,情感， 感觉,,,
ポイント,ポイント,,点,,,
辿る,たどる,,跟随（道路），追求（路线），跟进,,,
直ぐ,すぐ,,马上、快、轻松、对（近）、诚实、正直,,,
封建,ほうけん,,封建,,,
辟易,へきえき,,畏缩、退缩、屈服、害怕、不安,,,
ニュアンス,ニュアンス,,细微 差别,,,
教科,きょうか,,科目、课程,,,
問う,とう,,询问、质疑、指控（即犯罪）、指控，而不考虑（否定）,,,
赤字,あかじ,,赤字，亏损,,,
密か,ひそか,,秘密的、私人的、秘密的,,,
身近,みぢか,,近自己，近一，熟悉,,,
見積り,みつもり,,估价、报价,,,
ご無沙汰,ごぶさた,,有一段时间没有写信或联系,,,
其でも,それでも,,但是（仍然），然而，尽管如此，尽管如此,,,
外来,がいらい,,进口门诊,,,
温和,おんわ,,温和、轻度、中度,,,
辛抱,しんぼう,,耐心、耐力,,,
召す,めす,,召唤、送、穿、穿、洗澡、骑马、买、吃、喝、抓（a,,,
敗戦,はいせん,,失败，输掉一场战争,,,
えい,えい,,鳐鱼（鱼）,,,
筈,はず,,应该是这样,,,
浴室,よくしつ,,浴室， 浴缸,,,
予言,よげん,,预测、承诺、预测,,,
客観,きゃっかん,,目的,,,
技能,ぎのう,,技术技能、能力、能力,,,
志す,こころざす,,计划、打算、渴望、设定目标（目光）,,,
後回し,あとまわし,,推迟，推迟,,,
伝来,でんらい,,祖先的、世袭的、进口的、传承的、传承的,,,
正に,まさに,,正确，肯定,,,
中指,なかゆび,,中指,,,
カット,カット,,切割， 切割,,,
可愛い,かわいい,,漂亮， 可爱， 可爱， 迷人， 亲爱的， 亲爱的， 宠物,,,
不山戯る,ふやまぎる,,嬉戏，赌博，嬉戏，开玩笑，取笑，调情,,,
著書,ちょしょ,,文学作品， 书,,,
日取り,ひどり,,固定日期、指定日期,,,
レバー,レバー,,杠杆，肝脏,,,
店,みせ,,商店， 商店， 机构,,,
到達,とうたつ,,到达，达到，到达,,,
疎か,おろか,,疏忽、疏忽、粗心大意,,,
流通,りゅうつう,,货币或货物的流通，水或空气的流动，分配,,,
移行,いこう,,切换到,,,
施す,ほどこす,,捐赠、给予、进行、应用、执行,,,
政策,せいさく,,政治措施、政策,,,
恐れ,おそれ,,恐惧，恐怖,,,
守衛,しゅえい,,保安、门卫,,,
造り,つくり,,化妆、结构、体质,,,
遭難,そうなん,,灾难， 海难， 事故,,,
日付,ひづけ,,日期， 约会,,,
水田,すいでん,,（灌水）稻田,,,
助,すけ,,帮助、救援、助手,,,
果たして,はたして,,正如预期的那样，真的,,,
紳士,しんし,,绅士,,,
使い道,つかいみち,,用,,,
途絶える,とだえる,,停止，停止，结束,,,
供,きょう,,提供、呈现、提交、服务（一顿饭）、供应,,,
好調,こうちょう,,有利、有前途、令人满意、状况良好,,,
編,へん,,编译、编辑、完成诗歌、书籍、部分书籍,,,
がっしり,がっしり,,坚定、坚实、坚韧,,,
燃料,ねんりょう,,燃料,,,
あら,あら,,哦，啊，锯边鲈鱼（Niphon spinosus）,,,
パジャマ,パジャマ,,睡衣、睡衣,,,
お蔭様で,おかげさまで,,感谢上帝，感谢你,,,
途上,とじょう,,途中，中途,,,
成り立つ,なりたつ,,总结，组成，实用（逻辑上可行），成立,,,
地形,ちけい,,地形、地理特征、地形,,,
停滞,ていたい,,停滞、捆绑、拥堵、保留、积累、拖欠,,,
土手,どて,,堤防， 堤岸,,,
家来,けらい,,家臣、随从、仆人,,,
利息,りそく,,利息（银行）,,,
インフォメーション,インフォメーション,,信息,,,
丈,たけ,,只是，只是，作为,,,
世代,せだい,,一代，世界，时代,,,
帳,とばり,,窗帘,,,
畜産,ちくさん,,畜牧业,,,
凶作,きょうさく,,收成不好，收成不好,,,
日当,にっとう,,每日津贴,,,
素敵,すてき,,可爱， 梦幻， 美丽， 伟大， 梦幻， 极好， 酷， 资本,,,
乏しい,とぼしい,,贫乏、稀缺、有限、贫困、艰苦、稀缺、贫穷,,,
あっさり,あっさり,,轻松、轻松、快速,,,
模範,もはん,,示例， 示例， 示例， 模型， 示例,,,
赴任,ふにん,,（进行）新任命,,,
財,ざい,,财富，财富,,,
標語,ひょうご,,座右铭、口号、口号,,,
出直し,でなおし,,调整、修饰,,,
悪戯,いたずら,,戏弄，恶作剧，诡计，实用的笑话，恶作剧,,,
雑貨,ざっか,,杂货、杂货、杂货,,,
奉る,まつる,,奉献，奉献，崇敬，尊重,,,
拒否,きょひ,,拒绝、否决、拒绝、拒绝,,,
玉,たま,,国王（将棋）,,,
沢山,たくさん,,很多，很多，很多,,,
中傷,ちゅうしょう,,诽谤、诽谤、诽谤,,,
きちっと,きちっと,,没错，完美,,,
分担,ぶんたん,,分摊、分摊,,,
骨董品,こっとうひん,,古董,,,
しいんと,しいんと,,寂静（如坟墓），（死亡）寂静,,,
任命,にんめい,,任命、提名、任命、委任、指定,,,
割り当て,わりあて,,分配、分配、分配、配额、配给,,,
嵩張る,かさばる,,笨重，笨拙，体积庞大,,,
ノイローゼ,ノイローゼ,,（德：）（n） 神经症 （de： Neurose）,,,
休戦,きゅうせん,,休战，停战,,,
退く,しりぞく,,撤退，撤退，撤退,,,
教訓,きょうくん,,教训、戒律、道德教育,,,
衝撃,しょうげき,,冲击， 碰撞， 冲击， 弹道,,,
釣り,つり,,钓鱼， 垂钓,,,
細胞,さいぼう,,细胞（生物学）,,,
左程,ひだりほど,,（不是）非常，（不是）很多,,,
立ち寄る,たちよる,,停下来，顺便参观一下,,,
自我,じが,,自我，自我,,,
危害,きがい,,伤害，伤害，危险,,,
吃驚,びっくり,,惊讶，惊讶，害怕，惊讶,,,
守備,しゅび,,防御,,,
動力,どうりょく,,动力、动力、动力,,,
久しい,ひさしい,,长，长，老（故事）,,,
解剖,かいぼう,,解剖、尸检,,,
老衰,ろうすい,,衰老，老年衰变,,,
陶器,とうき,,陶器、陶瓷,,,
大方,おおかた,,也许，几乎所有，大多数,,,
アップ,アップ,,向上,,,
洒落,しゃれ,,坦率，心胸开阔,,,
文語,ぶんご,,书面语言、文学语言,,,
送金,そうきん,,汇款、汇款,,,
過ぎ,すぎ,,过去，之后,,,
対抗,たいこう,,反对，对抗,,,
丁々,ちょうちょう,,刀剑的碰撞，树木的砍伐，斧头的响声,,,
夜行,やこう,,夜间走动， 夜间火车， 夜间旅行,,,
準急,じゅんきゅう,,本地快车（火车比快车慢）,,,
エンジニア,エンジニア,,工程师,,,
旧事,きゅうこと,,过去的事件，过去的,,,
暴動,ぼうどう,,起义、叛乱、起义、暴动、起义,,,
惨め,みじめ,,悲惨,,,
馬鹿馬鹿しい,ばかばかしい,,笨,,,
責務,せきむ,,责任，义务,,,
その内,そのうち,,最终，迟早会，前面提到的,,,
並み,なみ,,平均、中等、普通、普通,,,
対辺,たいへん,,（几何）对面,,,
馬鹿らしい,ばからしい,,荒谬,,,
この頃,このころ,,最近,,,
確り,しっかり,,坚定、严密、可靠、冷静、稳重,,,
手際,てぎわ,,性能、技能、机智,,,
後悔,こうかい,,后悔、忏悔,,,
行き成り,いきなり,,突然,,,
くっ付く,くっつく,,要坚持，要贴近,,,
引き起こす,ひきおこす,,造成,,,
陰気,いんき,,忧郁，忧郁,,,
本場,ほんば,,家， 栖息地， 中心， 最好的地方， 正版,,,
染みる,しみる,,刺穿，渗透,,,
心情,しんじょう,,心态,,,
散蒔く,ちまく,,传播，散布，自由地捐钱,,,
反乱,はんらん,,起义、叛乱、叛乱、起义、起义,,,
甥,おい,,侄子,,,
究極,きゅうきょく,,终极版、最终版、最终版,,,
命中,めいちゅう,,一鸣惊人,,,
宛てる,あてる,,地址,,,
故,こ,,已故（已故）,,,
照合,しょうごう,,整理、比较,,,
聴講,ちょうこう,,讲座出勤、旁听,,,
学説,がくせつ,,理论,,,
呼び止める,よびとめる,,挑战，叫人停下来,,,
偽造,ぎぞう,,伪造、伪造、捏造、伪造,,,
強気,つよき,,太好了，太好了,,,
山岳,さんがく,,山,,,
済ます,すます,,完成，结束，解决，结束，偿还,,,
姉妹,しまい,,姐妹,,,
証人,しょうにん,,证人,,,
権,けん,,权威，权利（做某事）,,,
