word,kana,pos,meaning,example,example_trans,image_url
公共,こうきょう,,公共，社区，公共服务，社会，社区,,,
鐘,かね,,铃铛，钟声,,,
取り出す,とりだす,,拿出来，拿出来，拿出来,,,
年度,ねんど,,年、财政年度、学年、学期,,,
にこにこ,にこにこ,,--,,,
活躍,かつやく,,活动,,,
出合い,であい,,邂逅,,,
スケジュール,スケジュール,,附表,,,
やむをえない,やむをえない,,无济于事，难免,,,
文体,ぶんたい,,文体,,,
役目,やくめ,,职责，业务,,,
全般,ぜんぱん,,（the） 整体，普遍，全，一般,,,
北極,ほっきょく,,北极,,,
ピンク,ピンク,,粉红色,,,
体操,たいそう,,体操，体育锻炼，健美操,,,
上旬,じょうじゅん,,每月的前 10 天,,,
レンズ,レンズ,,镜头,,,
連合,れんごう,,联盟，联盟,,,
育児,いくじ,,育儿，护理，养育,,,
下駄,げた,,木屐（日本鞋类），木屐,,,
先端,せんたん,,尖头、尖端、细点,,,
教養,きょうよう,,文化、教育、精炼、培育,,,
稀,まれ,,稀有，很少,,,
早速,さっそく,,立即、立即、毫不拖延、迅速,,,
リポート,リポート,,报告，论文,,,
ブラシ,ブラシ,,刷子，刷子,,,
休養,きゅうよう,,休息，休息，娱乐,,,
含める,ふくめる,,包容，指导，使人理解,,,
あひら,あひら,,--,,,
巻く,まく,,缠绕，盘绕，滚动,,,
幼稚園,ようちえん,,幼儿园,,,
工芸,こうげい,,工业艺术,,,
言い付ける,いいつける,,告诉，告诉（某人），订购,,,
煮える,にえる,,煮，煮，煮,,,
追い掛ける,おいかける,,追逐或追赶某人，跑下，追逐,,,
休息,きゅうそく,,休息，缓解，放松,,,
直角,ちょっかく,,直角,,,
蚊,か,,蚊子,,,
蒸し暑い,むしあつい,,潮湿，闷热,,,
形容詞,けいようし,,真形容词,,,
畳む,たたむ,,折叠（衣服）,,,
案外,あんがい,,竟然,,,
用途,ようと,,用途、实用性,,,
方言,ほうげん,,方言,,,
応用,おうよう,,应用，投入实际使用,,,
人命,じんめい,,（人类）生活,,,
ばね,ばね,,弹簧（例如线圈、叶片）,,,
リボン,リボン,,丝带,,,
寮,りょう,,宿舍，宿舍,,,
淡水,たんすい,,淡水,,,
弱点,じゃくてん,,弱点，弱点,,,
怪しい,あやしい,,可疑，可疑，可疑,,,
いっていらっしゃい,いっていらっしゃい,,--,,,
継続,けいぞく,,延续,,,
略す,りゃくす,,缩写,,,
出勤,しゅっきん,,上班，上班,,,
敬語,けいご,,敬语，敬称,,,
爪,つめ,,指甲或脚趾甲，爪子，爪子，蹄子,,,
電力,でんりょく,,电力,,,
重ねる,かさねる,,堆积起来，把东西放在另一个上面，堆积起来，添加，重复,,,
太鼓,たいこ,,鼓，手鼓,,,
恨む,うらむ,,诅咒，感到苦涩,,,
随筆,ずいひつ,,散文，杂文,,,
中年,ちゅうねん,,中年的,,,
余る,あまる,,留下来，被遗弃，过剩，太多,,,
突き当たり,つきあたり,,End （例如街道）,,,
扇風機,せんぷうき,,电风扇,,,
性質,せいしつ,,性质，属性，处置,,,
嫌がる,いやがる,,讨厌，不喜欢,,,
南北,なんぼく,,南北,,,
綱,つな,,绳,,,
くしゃみ,くしゃみ,,打喷嚏,,,
詫びる,わびる,,道歉,,,
釘,くぎ,,指甲,,,
児童,じどう,,儿童，青少年,,,
住居,じゅうきょ,,住宅，房屋，住所，地址,,,
祭日,さいじつ,,国庆节、节日,,,
芸能,げいのう,,公共娱乐，成就，成就,,,
自然科学,しぜんかがく,,自然科学,,,
肌着,はだぎ,,内衣,,,
騒がしい,さわがしい,,吵,,,
あくび,あくび,,呵欠,,,
耕地,こうち,,耕地,,,
感想,かんそう,,印象，想法,,,
煎る,いる,,去羊皮，去油炸,,,
ひとりでに,ひとりでに,,本身，自动，自然,,,
分量,ぶんりょう,,数量，数量,,,
献立,こんだて,,菜单，程序，时间表,,,
一応,いちおう,,一次，试探性，在轮廓中，暂时,,,
耕す,たがやす,,耕种，犁地，耕种,,,
匙,さじ,,勺子,,,
追い越す,おいこす,,通过（例如汽车），超越，超越,,,
皮膚,ひふ,,皮肤,,,
失恋,しつれん,,失望的爱情，破碎的心，单相思，失恋,,,
インタビュー,インタビュー,,面试,,,
言葉遣い,ことばづかい,,言语，表情，措辞,,,
加速,かそく,,加速度,,,
伝染,でんせん,,传染,,,
観念,かんねん,,（1）观念，观念，概念，（2）感觉（例如责任）,,,
スマート,スマート,,智能，时尚，纤薄,,,
涼む,すずむ,,让自己凉爽，让自己凉爽，享受夜晚的凉爽,,,
ぶらさげる,ぶらさげる,,悬挂，悬挂，悬挂，摇摆,,,
空中,くうちゅう,,天空，空中,,,
売り切れる,うりきれる,,待售罄,,,
換気,かんき,,通风,,,
日日,ひび,,每一天，每天，一天又一天,,,
比較的,ひかくてき,,相对而言，相对而言,,,
すれちがう,すれちがう,,彼此擦肩而过，不同意,,,
スクール,スクール,,学校,,,
皮肉,ひにく,,愤世嫉俗，讽刺,,,
せめて,せめて,,进攻，攻击方法,,,
あらすじ,あらすじ,,大纲，概要,,,
集会,しゅうかい,,会议，集会,,,
宛名,あてな,,地址，方向,,,
あたりまえ,あたりまえ,,普通，普通，普通,,,
蓄える,たくわえる,,储存，库存,,,
超過,ちょうか,,过剩，大于,,,
崩れる,くずれる,,崩溃，崩溃,,,
演劇,えんげき,,戏剧（戏剧）,,,
寒帯,かんたい,,寒冷地带,,,
元々,もともと,,最初，从本质上讲，从一开始就,,,
作者,さくしゃ,,作者，女作者,,,
先祖,せんぞ,,祖先,,,
ごぞんじですか,ごぞんじですか,,--,,,
とっくに,とっくに,,很久以前，已经，很久以前,,,
刺さる,ささる,,要坚持，要被卡住,,,
サイレン,サイレン,,警笛,,,
突っ込む,つっこむ,,投身，深入,,,
縮小,しゅくしょう,,减少，削减,,,
友好,ゆうこう,,友谊,,,
上級,じょうきゅう,,高级，高级，高级,,,
父母,ちちはは,,父亲和母亲，父母,,,
係わる,かかわる,,关注自己，与自己有关，影响，影响，坚持（意见）,,,
速達,そくたつ,,快递，特快专递,,,
高等,こうとう,,高档，高档,,,
なんとなく,なんとなく,,不知何故，出于某种原因,,,
煙突,えんとつ,,烟囱,,,
雑音,ざつおん,,噪音（刺耳、光栅）,,,
捜す,さがす,,去寻找，去寻找，去寻找,,,
有無,うむ,,是或否，存在，标志指示器 （comp），存在或不存在标记,,,
パンツ,パンツ,,内裤,,,
出張,しゅっちょう,,公务团，商务旅行,,,
神話,しんわ,,神话，传说,,,
出迎え,でむかえ,,会议、招待会,,,
生存,せいぞん,,存在，存在，生存,,,
襖,ふすま,,滑动屏幕,,,
月末,げつまつ,,月底,,,
膨らます,ふくらます,,膨胀，膨胀，膨胀，膨胀,,,
針路,しんろ,,航向，方向，指南针方位,,,
おかず,おかず,,配菜，米饭配菜,,,
真っ白,まっしろ,,纯白,,,
石鹸,せっけん,,肥皂,,,
ビタミン,ビタミン,,维生素,,,
コンクリート,コンクリート,,混凝土,,,
実績,じっせき,,成效，实绩,,,
送料,そうりょう,,邮资，运费,,,
漁業,ぎょぎょう,,渔业（工业）,,,
御免,ごめん,,你的原谅，拒绝（某事），解雇，许可,,,
敷く,しく,,向外摊开，向外布局,,,
請う,こう,,去问，去问,,,
伝記,でんき,,生平，生平,,,
踏切,ふみきり,,铁路道口，平交道口，起跑线，划痕，交叉口,,,
為替,かわせ,,汇票，兑换,,,
佚,いつ,,迷失，和平，隐藏，错误，美丽，依次,,,
ローマじ,ローマじ,,罗马化，罗马字母,,,
映る,うつる,,要反映，要和谐，要走出来（图）,,,
以降,いこう,,上和之后，此后，此后,,,
伯父さん,おじさん,,中年绅士，叔叔,,,
火山,かざん,,火山,,,
只,ただ,,免费，仅，唯一，普通，普通,,,
学会,がっかい,,科学学会、学术会议,,,
点ける,てんける,,打开，打开，点亮,,,
吊す,つるす,,挂起,,,
碗,わん,,碗,,,
地下水,ちかすい,,地下水,,,
貸し出し,かしだし,,贷款，贷款,,,
温泉,おんせん,,温泉，温泉，温泉,,,
姿勢,しせい,,态度，姿势,,,
桁,けた,,柱，梁，数字,,,
憎らしい,にくらしい,,可憎，可恨,,,
けれど/けれども,けれどけれども,,但是，然而,,,
担ぐ,かつぐ,,肩扛，扛在肩上,,,
原理,げんり,,原则，理论，基本真理,,,
体制,たいせい,,订单，系统，结构，设置，组织,,,
国王,こくおう,,王,,,
おくさん,おくさん,,（尊敬的）妻子，您的妻子，女士,,,
電波,でんぱ,,电磁波,,,
仕上がる,しあがる,,待完成,,,
出来上がり,できあがり,,完成，准备，制作，剪裁,,,
へる,へる,,减少（大小或数量），减少，减少,,,
水蒸気,すいじょうき,,水蒸气，蒸汽,,,
シーツ,シーツ,,表,,,
乗車,じょうしゃ,,乘坐火车，夹带,,,
話中,はなしちゅう,,说话时，线路忙,,,
間接,かんせつ,,间接性，间接性,,,
蹴る,ける,,踢,,,
散らかる,ちらかる,,乱七八糟，四处乱窜,,,
銘々,めいめい,,每个，个人,,,
うんと,うんと,,很多，非常多,,,
外部,がいぶ,,外部，外部,,,
占う,うらなう,,预测，预测,,,
東西,とうざい,,东西方，全国,,,
開会,かいかい,,会议开幕,,,
原料,げんりょう,,原材料,,,
長男,ちょうなん,,长子,,,
免税,めんぜい,,免税、免税,,,
重体,じゅうたい,,重病，病情严重，危急状态,,,
増やす,ふやす,,增加，增加，增加,,,
蕎麦,そば,,荞麦面（荞麦面）,,,
流域,りゅういき,,（河流）流域,,,
実物,じつぶつ,,实品，原装,,,
しつこい,しつこい,,执着，固执,,,
おやつ,おやつ,,（1）餐间点心、下午茶点,,,
持参,じさん,,携带，带走，携带,,,
話し掛ける,はなしかける,,搭讪一个人，（与某人）交谈,,,
私鉄,してつ,,私人铁路,,,
時間割,じかんわり,,时刻表，时间表,,,
厚かましい,あつかましい,,无耻、无耻、厚颜无耻,,,
リットル,リットル,,升,,,
表紙,ひょうし,,前盖，装订,,,
扇ぐ,あおぐ,,扇形，襟翼,,,
酒場,さかば,,酒吧，酒吧,,,
往復,おうふく,,（col） 往返，来去，回程票,,,
閉会,へいかい,,关闭,,,
引分け,ひきわけけ,,平局（比赛中），平局,,,
凍える,こごえる,,冷冻，冷冻，冷冻,,,
もしかしたら,もしかしたら,,也许，也许，偶然,,,
気体,きたい,,蒸气，气体,,,
英文,えいぶん,,英文句子,,,
基準,きじゅん,,标准，基础，准则，规范,,,
飛び込む,とびこむ,,跳进去，跳进去，跳进去，跳进去，跳进去,,,
激増,げきぞう,,突然增加,,,
並行,へいこう,,（走）并排，并发，并排，并排，同时,,,
製作,せいさく,,制造，生产,,,
憧れる,あこがれる,,去向往，去向往，去欣赏,,,
交流,こうりゅう,,交流电，，（文化）交流，交融,,,
伝わる,つたわる,,传承，传承，传承,,,
王女,おうじょ,,公主,,,
鑑賞,かんしょう,,升值,,,
努める,つとめる,,（1）服务，填补职位，服务，工作（为）,,,
風船,ふうせん,,气球,,,
貯蔵,ちょぞう,,储存、保存,,,
蒔く,まく,,播种（种子）,,,
祝日,しゅくじつ,,假日,,,
真似る,まねる,,模仿，模仿,,,
更ける,ふける,,迟到，前进，穿,,,
こしらえる,こしらえる,,制造，制造,,,
尖る,とがる,,逐渐减少到一个点，变得尖锐，变得酸涩，看起来很不高兴,,,
繋がる,つながる,,被捆绑在一起，被连接，被关联,,,
乾電池,かんでんち,,干电池，电池,,,
破れる,われる,,被撕裂，磨损,,,
ずらす,ずらす,,拖延，拖延,,,
シリーズ,シリーズ,,系列,,,
休業,きゅうぎょう,,停业（如店铺）、停业、停业、节假日,,,
夕日,ゆうひ,,（在）傍晚的太阳，夕阳,,,
卸す,おろす,,批发销售，磨碎（蔬菜）,,,
方程式,ほうていしき,,方程,,,
だます,だます,,欺骗，欺骗，欺骗,,,
領事,りょうじ,,领事,,,
歯車,はぐるま,,齿轮，齿轮,,,
感ずる,かんずる,,去感受，去感知,,,
命ずる,めいずる,,命令，任命,,,
積む,つむ,,堆积起来，堆积起来,,,
天皇,てんのう,,日本天皇,,,
末っ子,すえっこ,,最小的孩子,,,
括弧,かっこ,,括号，括号,,,
洋品店,ようひんてん,,经营西式服装和配饰的商店,,,
釣り合う,つりあう,,平衡，和谐，适合,,,
おととい,おととい,,前天,,,
大小,だいしょう,,大小,,,
転々,てんてん,,--,,,
方角,ほうがく,,方向，方式，罗盘点,,,
糊,のり,,糊状物，淀粉,,,
思い付く,おもいつく,,去想，去打,,,
定価,ていか,,确定价格,,,
険しい,けわしい,,人迹罕至的地方，锐利的眼睛,,,
流石,さすが,,聪明，熟练，好，期望，正如人们所期望的那样,,,
麓,ふもと,,脚，底部，山脚（山）,,,
解答,かいとう,,答案，解决方案,,,
消毒,しょうどく,,消毒、灭菌,,,
先々週,さきざきしゅう,,--,,,
等分,とうぶん,,分成相等的部分,,,
粒,つぶ,,粮食,,,
催促,さいそく,,请求，要求，声明，催促（动作），按,,,
書籍,しょせき,,书籍，出版物,,,
炊く,たく,,煮沸，煮,,,
白髪,はくはつ,,白发或灰发，时尚头发漂白,,,
どっと,どっと,,突然,,,
瀬戸物,せともの,,陶器，陶器，中国,,,
整う,ととのう,,要有准备，要有序，要有序，要安排,,,
立ち止まる,たちどまる,,停下来，停下来，站着不动,,,
彫る,ほる,,雕刻，雕刻，雕刻，凿子,,,
蛍光灯,けいこうとう,,荧光灯，反应迟钝的人,,,
よこす,よこす,,（1）发送，转发，（2）移交（例如金钱）,,,
仲良し,なかよし,,亲密的朋友，知心伙伴，胖子,,,
唇,くちびる,,嘴唇,,,
索引,さくいん,,指数，指数,,,
通り掛かる,とおりかかる,,碰巧路过,,,
真っ黒,まっくろ,,漆黑,,,
逆様,さかさま,,反转，颠倒,,,
図表,ずひょう,,图表，示意图，图形,,,
慶ぶ,よろこぶ,,--,,,
縮める,ちぢめる,,缩短，减少，煮沸，收缩,,,
乱暴,らんぼう,,粗鲁、暴力、粗暴、无法无天、不讲道理、鲁莽,,,
オーバーコート,オーバーコート,,--,,,
通用,つうよう,,流行使用，流通,,,
目下,もっか,,目前，现在,,,
点々,てんてん,,这里和那里，一点一点,,,
捕る,とる,,去拿，去抓（鱼），去抓,,,
何々,なになに,,某某，什么？,,,
商社,しょうしゃ,,贸易公司，公司,,,
留守番,るすばん,,看护，看护，看家,,,
区分,くぶん,,分部，科，分类,,,
足跡,あしあと,,脚印,,,
昼寝,ひるね,,午睡（在家），午睡,,,
後輩,こうはい,,初级（在工作或学校）,,,
割と,わりと,,相对而言，相对而言,,,
直前,ちょくぜん,,就在之前,,,
定休日,ていきゅうび,,定期休息,,,
余所,よそ,,另一个地方，别的地方，奇怪的部分,,,
儲かる,もうかる,,盈利，产生利润,,,
社説,しゃせつ,,社论，主导文章,,,
俄,にわか,,突如其来的，突如其来的，出乎意料的，即兴的，不经意的,,,
足袋,たび,,tabi，日本袜子（带分趾）,,,
複数,ふくすう,,复数，多元,,,
中指,なかゆび,,中指,,,
合理,ごうり,,合理的,,,
揃う,そろう,,变得完整，平等，在场，聚集,,,
蝋燭,ろうそく,,蜡烛,,,
接する,せっする,,接触、联系、参加、接收,,,
相違,そうい,,差异，差异，变化,,,
憎む,にくむ,,憎恨，憎恶,,,
もったいない,もったいない,,太好了，多了一个，浪费，亵渎，不值得,,,
一斉,いっせい,,同时，一次,,,
来日,らいにち,,抵达日本，来日本，访问日本,,,
学力,がくりょく,,学识渊博，文学能力,,,
浮く,うく,,漂浮，变得快乐，变得松散,,,
記号,きごう,,符号，代码,,,
祭る,まつる,,神化，供奉,,,
格別,かくべつ,,特殊,,,
発電,はつでん,,发电（例如电力）,,,
名作,めいさく,,杰作,,,
原稿,げんこう,,手稿，复印件,,,
標識,ひょうしき,,标志，标记,,,
日用品,にちようひん,,日用品,,,
出迎える,でむかえる,,见面，打招呼,,,
退く,しりぞく,,（1）撤退，撤退，撤退,,,
国籍,こくせき,,国籍,,,
上下,じょうか,,高与低、上与下、卸货与装货、赞美与责备,,,
いよいよ,いよいよ,,越来越多，越来越多，越来越好，终于，无可置疑,,,
くるむ,くるむ,,被吞没，被包裹，包裹,,,
待ち合わせる,まちあわせる,,会合，在预先安排的地点和时间见面,,,
捕える,とらえる,,抓住，抓住，抓住，逮捕,,,
謙虚,けんきょ,,谦虚，谦逊,,,
敷地,しきち,,网站,,,
溶岩,ようがん,,熔岩,,,
だいいち,だいいち,,首先，最重要的是，#1,,,
衣食住,いしょくじゅう,,生活必需品（食物、衣服等）,,,
膨らむ,ふくらむ,,膨胀，膨胀（向外），变大，膨胀,,,
シャッター,シャッター,,快门,,,
すまない,すまない,,对不起（短语）,,,
名刺,めいし,,名片,,,
接近,せっきん,,越来越近，越来越近，越来越近,,,
着替え,きがえ,,换衣服，换衣服,,,
家主,やぬし,,房东,,,
茂る,しげる,,长厚，奢华，奢华,,,
器械,きかい,,仪器,,,
定期券,ていきけん,,月票，季票,,,
そうして,そうして,,而且，像那样,,,
まごまご,まごまご,,困惑,,,
吹雪,ふぶき,,暴风雪,,,
干す,ほす,,要晾干，要干燥，要沥干，要排水,,,
からかう,からかう,,嘲笑，取笑，开玩笑，取笑,,,
直径,ちょっけい,,直径,,,
クーラー,クーラー,,冷却器，空调,,,
赤道,せきどう,,赤道,,,
問答,もんどう,,问答，对话,,,
梯子,はしご,,梯子，楼梯,,,
強気,つよき,,坚固，坚固,,,
半径,はんけい,,半径,,,
出入り,でいり,,进出、进出、自由结社、收支、借贷,,,
くっつける,くっつける,,附加,,,
学科,がっか,,学习对象，学习课程,,,
売店,ばいてん,,店铺，展台,,,
半島,はんとう,,半岛,,,
まあまあ,まあまあ,,马马虎虎,,,
名字,みょうじ,,姓氏，姓氏,,,
くたびれる,くたびれる,,疲惫，疲惫,,,
モーター,モーター,,发动机,,,
ランニング,ランニング,,（1）跑步，（2）背心,,,
定規,じょうぎ,,（测量）标尺,,,
セメント,セメント,,水泥,,,
匂う,におう,,要香，要闻，要臭,,,
刻む,きざむ,,去剁碎，去雕刻，去雕刻,,,
標準,ひょうじゅん,,标准，级别,,,
うどん,うどん,,面条（日语）,,,
ダム,ダム,,哑,,,
おまちください,おまちください,,请稍等片刻,,,
作製,さくせい,,制造,,,
争う,あらそう,,争执，争辩，分歧，竞争,,,
錆,さび,,锈迹斑斑（颜色）,,,
預かる,あずかる,,保管，收取押金，负责,,,
御馳走,ごちそう,,盛宴，款待（某人）,,,
めまい,めまい,,头晕、头晕,,,
団地,だんち,,多单元公寓,,,
香水,こうすい,,香水,,,
文献,ぶんけん,,文献，书籍（参考）,,,
ネックレス,ネックレス,,项链,,,
こうして,こうして,,因此,,,
温帯,おんたい,,温带,,,
成立,せいりつ,,成立、安排、建立、完成,,,
何分,なにぶん,,几分钟？，多少分钟？,,,
花火,はなび,,烟火,,,
囁く,ささやく,,低语，喃喃自语,,,
再三,さいさん,,一次又一次，反复,,,
引算,ひきざん,,减法,,,
シーズン,シーズン,,赛季（运动）,,,
あいかわらず,あいかわらず,,一如既往，一如既往，一样,,,
拝見,はいけん,,（哼）（pol）看，看,,,
終了,しゅうりょう,,结束、关闭、终止,,,
引力,いんりょく,,重力,,,
面接,めんせつ,,面试,,,
ミシン,ミシン,,缝纫机,,,
仮名,かめい,,（n） 别名、笔名、笔名,,,
行列,ぎょうれつ,,（1）线，游行，（2）矩阵（数学）,,,
差し引き,さしひき,,演绎、减法、平衡、潮起潮落、涨跌幅,,,
電柱,でんちゅう,,电线杆，电报杆，灯杆,,,
四季,しき,,四季,,,
基礎,きそ,,基础，基础,,,
おやすみ,おやすみ,,（1）假期，缺席，休息，（2） （exp）晚安,,,
片寄る,かたよる,,片面，倾斜，片面,,,
広さ,ひろさ,,程度,,,
裂く,さく,,撕裂，分裂,,,
方面,ほうめん,,方向、地区、领域（例如，研究）,,,
ランチ,ランチ,,发布会，午餐,,,
お帰り,おかえり,,返回，欢迎,,,
子孫,しそん,,后代，后代，后代,,,
焦点,しょうてん,,焦点，点,,,
炭鉱,たんこう,,煤矿、煤坑,,,
見付ける,みつける,,熟悉，发现，检测,,,
転がす,ころがす,,滚动,,,
薬缶,やかん,,水壶,,,
膨大,ぼうだい,,巨大，笨重，巨大，广泛，膨胀，膨胀,,,
直後,ちょくご,,紧随其后,,,
謙遜,けんそん,,谦虚，谦逊，谦虚,,,
項目,こうもく,,项目,,,
紙屑,かみくず,,废纸,,,
埋める,うめる,,埋葬，填满，填满（一个座位，一个空缺的位置）,,,
杉,すぎ,,日本柳杉,,,
おととし,おととし,,前年,,,
絶えず,たえず,,不断,,,
政党,せいとう,,（成员） 政党,,,
近寄る,ちかよる,,接近，靠近,,,
当番,とうばん,,值班,,,
割引,わりびき,,折扣，折扣，回扣,,,
分かれる,わかれる,,分支，发散，分叉，分裂，分配，分散，分裂,,,
棄てる,すてる,,--,,,
却って,かえって,,相反，相反，更何况，相反,,,
インキ,インキ,,墨,,,
期限,きげん,,期限，期间,,,
一通り,り,,普通，通常，一般，简要,,,
地名,ちめい,,嵙,,,
洗剤,せんざい,,洗涤剂、洗涤剂,,,
売上,うりあげ,,销售金额，收益,,,
なぐる,なぐる,,打击，打击,,,
中味,なかみ,,内容物，内部，物质，填充物，（剑）刀片,,,
原産,げんさん,,原产地、栖息地,,,
両側,りょうがわ,,双方,,,
おしゃれ,おしゃれ,,衣着得体，衣着得体，时尚意识强,,,
公正,こうせい,,公正、公平、公正,,,
おかげさまで,おかげさまで,,感谢上帝，感谢你,,,
在る,ある,,活着，成为,,,
図形,づけい,,数字,,,
つまずく,つまずく,,绊倒，绊倒,,,
乗換,のりかえ,,（n） 换乘（火车、公共汽车等）,,,
溶く,とく,,溶解（油漆）,,,
こんばんは,こんばんは,,晚上好,,,
算数,さんすう,,算术,,,
特色,とくしょく,,特点，特点,,,
鈍い,にぶい,,沉闷（例如一把刀），厚脸皮，慢（与快相反），愚蠢,,,
外れる,はずれる,,断开连接，错位，关闭，离开（例如齿轮）,,,
必需品,ひつじゅひん,,必需品，必需品，必需品，必需品,,,
話合い,はなしあい,,讨论，会议,,,
調味料,ちょうみりょう,,调味品、调味料,,,
容器,ようき,,集装箱，船舶,,,
税関,ぜいかん,,海关大楼,,,
狙い,ねらい,,目的,,,
捻る,ひねる,,打开或关闭（开关），扭转，拼图,,,
防止,ぼうし,,预防，检查,,,
一昨日,おととい,,前天,,,
仮名遣い,かなづかい,,假名正字法，音节拼写,,,
看病,かんびょう,,护理（患者）,,,
五十音,ごじゅうおん,,日语音节,,,
親類,しんるい,,亲戚关系,,,
かゆい,かゆい,,瘙痒，瘙痒,,,
朗らか,ほがらか,,明亮、欢快、悠扬,,,
売買,ばいばい,,贸易，买卖,,,
看板,かんばん,,招牌，招牌，门牌，海报,,,
受け持つ,うけもつ,,负责（负责）,,,
養分,ようぶん,,营养，营养,,,
睨む,にらむ,,瞪着，皱着眉头，盯着,,,
身分,みぶん,,社会地位，社会地位,,,
へそ,へそ,,肚脐，肚脐,,,
木材,もくざい,,木材，木材，木材,,,
下町,したまち,,下町，下城,,,
あてはめる,あてはめる,,去应用，去适应,,,
破く,やぶく,,--,,,
坊さん,ぼうさん,,佛教僧侣，僧侣,,,
住まい,すまい,,住宅，房屋，住所，地址,,,
永い,ながい,,很长，很长,,,
郵送,ゆうそう,,邮件,,,
こちらこそ,こちらこそ,,我应该这么说,,,
言付ける,いいつける,,发送单词，发送消息,,,
コース,コース,,课程,,,
適確,てきかく,,精准，准确,,,
垂直,すいちょく,,垂直，垂直,,,
月日,つきひ,,时间，年，天,,,
中身,なかみ,,内容物，内部，物质，填充物，（剑）刀片,,,
アイデア/アイディア,アイデアアイディア,,想法,,,
ギャング,ギャング,,岗,,,
彫刻,ちょうこく,,雕刻，雕刻，雕塑,,,
しゃぶる,しゃぶる,,吮吸，咀嚼,,,
正味,しょうみ,,净重,,,
払い込む,はらいこむ,,存款，支付,,,
砕く,くだく,,打破，粉碎,,,
頼もしい,たのもしい,,可靠，值得信赖，充满希望，有前途,,,
坊や,ぼうや,,男孩,,,
助かる,たすかる,,得救，被救，生存，乐于助人,,,
組み立てる,くみたてる,,组装，设置，建造,,,
炊事,すいじ,,烹饪，烹饪艺术,,,
這う,はう,,爬行，爬行,,,
恵まれる,めぐまれる,,得福，得富,,,
ダイヤル,ダイヤル,,拨号,,,
思いっ切り,おもいっきり,,--,,,
注す,さす,,倒（饮料），服务（饮料）,,,
形容動詞,けいようどうし,,形容词名词，准形容词,,,
幾分,いくぶん,,有点,,,
洒落,しゃれ,,笑话，双关语，诙谐,,,
作成,さくせい,,框架，绘制，制作，制作,,,
羨む,うらやむ,,羡慕,,,
溜まる,たまる,,收集，收集，保存,,,
日陰,ひかげ,,影子,,,
箸,はし,,筷子,,,
相撲,すもう,,相扑,,,
かるた,かるた,,（n） 扑克牌 （pt： carta）,,,
三角,さんかく,,三角形，三角形,,,
生き生き,いきいき,,生动，活泼,,,
イコール,イコール,,平等,,,
普及,ふきゅう,,扩散，传播,,,
直通,ちょくつう,,直接沟通,,,
回り道,まわりみち,,弯路,,,
高級,こうきゅう,,高档，高档,,,
謎謎,なぞなぞ,,谜语，谜题，谜语,,,
建つ,たつ,,竖立，被竖立，待建造,,,
撫でる,なでる,,轻轻刷牙，轻抚,,,
規律,きりつ,,秩序，规则，法律,,,
割算,わりざん,,除法（数学）,,,
飽くまで,あくまで,,到底，到最后，固执地,,,
写生,しゃせい,,素描，从大自然中绘画,,,
引受る,ひきうける,,承担，承担，接管,,,
従姉妹,いとこ,,表妹（女）,,,
発射,はっしゃ,,射击，射击，发射，弹射器,,,
濃度,のうど,,浓度，亮度,,,
採る,とる,,（1）采纳（措施，建议），（2）采摘（水果）,,,
寝台,しんだい,,床，沙发,,,
髭,ひげ,,小胡子，胡须，胡须,,,
活力,かつりょく,,活力，能量,,,
矢印,やじるし,,定向箭头,,,
特定,とくてい,,具体，特殊，特殊,,,
鉱物,こうぶつ,,矿物,,,
日の入り,ひのいり,,日落,,,
腰掛ける,こしかける,,坐下（坐下）,,,
またぐ,またぐ,,跨骑,,,
暴れる,あばれる,,暴力，愤怒，挣扎，骚乱,,,
存ずる,ぞんずる,,--,,,
みじめ,みじめ,,（拱）悲伤，可怜，可怜,,,
怠る,おこたる,,忽视，措手不及，感觉更好,,,
みっともない,みっともない,,可耻，不雅,,,
交ぜる,まぜる,,要混合，要混合,,,
ウール,ウール,,羊毛,,,
有料,ゆうりょう,,入场费，通行费,,,
騒々しい,しいそうぞうしい,,嘈杂，喧闹,,,
発想,はっそう,,表达（音乐），概念化,,,
古典,こてん,,旧书，经典，经典,,,
打合せ,うちあわせ,,商务会议，事先安排，预约,,,
短期,たんき,,短期,,,
車掌,しゃしょう,,（火车）售票员,,,
日の出,ひので,,日出,,,
焦がす,こがす,,燃烧，烧焦，烧焦，烧焦,,,
苦情,くじょう,,投诉、烦恼、异议,,,
なんとも,なんとも,,nothing（带否定动词），quite，not a bit,,,
悔やむ,くやむ,,哀悼,,,
あきれる,あきれる,,惊讶，震惊,,,
不規則,ふきそく,,不规则、不稳定、无序,,,
カーブ,カーブ,,（1）曲线球，（2）曲线球（棒球）,,,
ロッカー,ロッカー,,柜子,,,
原始,げんし,,原产地，原始,,,
特売,とくばい,,特价出售,,,
重たい,おもたい,,沉重的，巨大的，严重的,,,
あぶる,あぶる,,烧焦,,,
増大,ぞうだい,,扩大,,,
回数券,かいすうけん,,门票簿,,,
性別,せいべつ,,按性别，性别，性别区分,,,
始終,しじゅう,,连续，从开始到结束,,,
屋外,おくがい,,户外,,,
摩擦,まさつ,,摩擦，摩擦，摩擦，擦伤,,,
通知,つうち,,通知，通知,,,
浮かべる,うかべる,,漂浮，表达，看（悲伤，高兴）,,,
いってらっしゃい,いってらっしゃい,,--,,,
三日月,みかづき,,新月，新月,,,
