word,phonetic,pos,meaning,example,example_trans,image_url
card index,,n.,n. 卡片目录（或索引）,,,
carpets,,n.,n. [纺] 地毯（carpet的复数）；v. 在…上铺地毯；铺盖（carpet的三单形式）,,,
cartoons,kɑːˈtuːnz,n.,n. 卡通动画；动漫图书（cartoon的复数）；v. 画漫画（cartoon的三单形式）,,,
case studies,,n.,n. 个案研究；专题,,,
cattle,ˈkæt(ə)l,n.,n. 牛；牲畜（骂人的话）；家畜；无价值的人,,,
cave,keɪv,n.,n. 洞穴，窑洞；vi. 凹陷，塌落；投降；vt. 使凹陷，使塌落；在…挖洞穴,,,
challenge,ˈtʃælɪndʒ,n.,n. 挑战；怀疑；vt. 向…挑战；对…质疑,,,
chairs,tʃeəz,n.,n. [家具] 椅子（chair的复数）；餐椅；安乐椅,,,
chairman,ˈtʃeəmən,n.,n. 主席，会长；董事长,,,
cheapest,tʃi:pɪst,adj.,adj. 最便宜的（cheap的最高级形式）,,,
check,tʃek,n.,n. <美>支票；制止，抑制；检验，核对；vi. 核实，查核；中止；打勾；[象棋]将一军；vt. 检查，核对；制止，抑制；在…上打勾,,,
checklist,ˈtʃeklɪst,n.,n. 清单；检查表；备忘录；目录册,,,
cheese,tʃiːz,n.,n. [食品] 奶酪；干酪；要人；adj. 叛变的；胆小的；vt. 停止,,,
cheque,tʃek,n.,n. 支票,,,
chocolate,ˈtʃɒklət,n.,n. 巧克力，巧克力糖；巧克力色；adj. 巧克力色的；巧克力口味的,,,
classical,ˈklæsɪk(ə)l,n.,n. 古典音乐；adj. 古典的；经典的；传统的；第一流的,,,
classical music,,na.,na. 古典音乐,,,
classical history,,,无,,,
classroom,ˈklɑːsruːm,n.,n. 教室,,,
classroom tour,,,无,,,
clay,kleɪ,n.,n. [土壤] 粘土；泥土；肉体；似黏土的东西；vt. 用黏土处理,,,
clear,klɪə(r),n.,n. 清除；空隙；adj. 清楚的；清澈的；晴朗的；无罪的；vt. 通过；清除；使干净；跳过；vi. 放晴；变清澈；adv. 清晰地；完全地,,,
clear voice,,,无,,,
cloud,klaʊd,n.,n. 云；阴云；云状物；一大群；黑斑；vt. 使混乱；以云遮敝；使忧郁；玷污；vi. 阴沉；乌云密布,,,
climbing,ˈklaɪmɪŋ,n.,n. 攀登；v. 爬（climb的ing形式）；adj. 上升的；攀缘而登的,,,
creativity,ˌkriːeɪˈtɪvəti,n.,n. 创造力；创造性,,,
creation,kriˈeɪʃ(ə)n,n.,n. 创造，创作；创作物，产物,,,
credit,ˈkredɪt,n.,n. 信用，信誉；[金融] 贷款；学分；信任；声望；vt. 相信，信任；把…归给，归功于；赞颂,,,
credit card,,n.,n. 【经】信用卡,,,
credit rating,ˈkredɪt reɪtɪŋ,n.,n. （银行等作出的）信用等级评定,,,
crime,kraɪm,n.,n. 罪行，犯罪；罪恶；犯罪活动；vt. 控告……违反纪律,,,
crowed,krəʊd,,公鸡啼鸣；报晓；欢呼（ crow的过去式和过去分词 ）,,,
coaches,ˈkəʊtʃɪz,n.,n. 教练；车厢（coach的复数形式）；v. 训练，指导（coach的单三形式）,,,
codes,kəʊdz,n.,n. [计] 编码，[计] 代码；规范；准则（code的复数）；v. [计] 编码（code的第三人称单数形式）,,,
coast,kəʊst,n.,n. 海岸；滑坡；vt. 沿…岸航行；vi. 滑行；沿岸航行,,,
collection,kəˈlekʃn,n.,n. 采集，聚集；[税收] 征收；收藏品；募捐,,,
collecting,kəˈlektɪŋ,,聚集；收集（collect的现在分词）,,,
collect money,,, 筹集资金；筹款；收钱,,,
colds,,n.,n. 冷( cold的名词复数 ); 寒冷; 伤风; 感冒,,,
college,ˈkɒlɪdʒ,n.,n. 大学；学院；学会,,,
coins,kɔɪnz,n.,n. 硬币（coin的复数）,,,
commercial,kəˈmɜːʃ(ə)l,n.,n. 商业广告；adj. 商业的；营利的；靠广告收入的,,,
comparison,kəmˈpærɪs(ə)n,n.,n. 比较；对照；比喻；比较关系,,,
comment card,,un.,un. 注解卡片,,,
concerts,ˈkɔnsəts,n.,n. 音乐会；演唱会；（音）协奏曲（concert的复数）；合奏（曲）,,,
concert room,,,演奏室,,,
concert hall,,na.,na. 音乐堂[厅],,,
concentrate,ˈkɒns(ə)ntreɪt,n.,n. 浓缩，精选；浓缩液；vi. 集中；浓缩；全神贯注；聚集；vt. 集中；浓缩,,,
concentration,ˌkɒns(ə)nˈtreɪʃ(ə)n,n.,n. 浓度；集中；浓缩；专心；集合,,,
conservation,ˌkɒnsəˈveɪʃ(ə)n,n.,n. 保存，保持；保护,,,
containers,kən'teinəs,n.,n. [包装] 容器；[交] 集装箱,,,
contract,ˈkɒntrækt; kənˈtrækt,n.,n. 合同；婚约；vt. 感染；订约；使缩短；vi. 收缩；感染；订约,,,
control,kənˈtrəʊl,n.,n. 控制；管理；抑制；操纵装置；vt. 控制；管理；抑制,,,
conversation,ˌkɒnvəˈseɪʃ(ə)n,n.,n. 交谈，会话；社交；交往，交际；会谈；（人与计算机的）人机对话,,,
cookery,ˈkʊkəri,n.,n. 烹调术；烹调业,,,
cooperate,kəʊˈɒpəreɪt,vi.,vi. 合作，配合；协力,,,
cooperative,kəʊˈɒpərətɪv,n.,n. 合作社；adj. 合作的；合作社的,,,
cooperation,kəʊˌɒpəˈreɪʃn,n.,n. 合作，协作；[劳经] 协力,,,
cooperation loan,,,无,,,
corn,kɔːn,n.,n. （美）玉米；（英）谷物；[皮肤] 鸡眼；vt. 腌；使成颗粒,,,
cost,kɒst,n.,n. 费用，代价，成本；损失；vt. 花费；使付出；使花许多钱；vi. 花费,,,
cost-effective,ˌkɒst ɪˈfektɪv,adj.,adj. 划算的；成本效益好的（等于cost-efficient）,,,
country,ˈkʌntri,n.,n. 国家，国土；国民；乡下，农村；乡村；故乡；adj. 祖国的，故乡的；地方的，乡村的；国家的；粗鲁的；乡村音乐的,,,
countryside living,,,无,,,
course,kɔːs,n.,n. 科目；课程；过程；进程；道路；路线，航向；一道菜；vt. 追赶；跑过；vi. 指引航线；快跑,,,
coursework,ˈkɔːswɜːk,n.,n. 作业，修习；指定功课，职业培训,,,
course outline,,,课程大纲,,,
customers,ˈkʌstəməz,n.,n. 客户；[贸易] 顾客（customer的复数）,,,
cycling,ˈsaɪklɪŋ,n.,n. 骑脚踏车消遣；骑脚踏车兜风,,,
danger,ˈdeɪndʒə(r),n.,n. 危险；危险物，威胁,,,
dangerous,ˈdeɪndʒərəs,adj.,adj. 危险的；危险地,,,
in danger,,na.,na. 在危险中,,,
dark,dɑːk,n.,n. 黑暗；夜；黄昏；模糊；adj. 黑暗的，深色的；模糊的；无知的；忧郁的,,,
dark coloured,,un.,un. 暗色的,,,
dark blue,,na.,na. 深蓝色,,,
darkroom,ˈdɑːkruːm; ˈdɑːkrʊm,n.,n. 暗房；[摄] 暗室,,,
date,deɪt,n.,n. 日期；约会；年代；枣椰子；vt. 确定…年代；和…约会；vi. 过时；注明日期；始于（某一历史时期）,,,
data analysis,,n.,n. 数据分析；资料分析,,,
day,deɪ,n.,n. 一天；时期；白昼；adj. 日间的；逐日的；adv. 每天；经常在白天地,,,
day off,,n.,n. 休假日；休息日,,,
daylight,ˈdeɪlaɪt,n.,n. 白天；日光；黎明；公开,,,
decline,dɪˈklaɪn,n.,n. 下降；衰退；斜面；vt. 谢绝；婉拒；vi. 下降；衰落；谢绝,,,
decorations,dekə'reiʃəns,n.,n. 装饰品（decoration的复数）；装修,,,
defense,dɪˈfens,n.,n. 防卫，防护；防御措施；防守；vt. 谋划抵御,,,
deposit,dɪˈpɒzɪt,n.,n. 存款；押金；订金；保证金；沉淀物；vt. 使沉积；存放；vi. 沉淀,,,
dentist,ˈdentɪst,n.,n. 牙科医生；牙医诊所,,,
description,dɪˈskrɪpʃn,n.,n. 描述，描写；类型；说明书,,,
design,dɪˈzaɪn,n.,n. 设计；图案；vt. 设计；计划；构思；vi. 设计,,,
designers,,n.,n. [建] 设计师，[建] 设计者；设计器（designer的复数形式）,,,
design research,,, 设计研究；设计研究学会；设计研究与创新,,,
department,dɪˈpɑːtmənt,n.,n. 部；部门；系；科；局,,,
department head,,n.,n. 系主任,,,
department store,,n.,n. 百货公司；大百货商店,,,
depth,depθ,n.,n. [海洋] 深度；深奥,,,
develop,dɪˈveləp,vi.,vi. 发育；生长；进化；显露；vt. 开发；进步；使成长；使显影,,,
developing country,dɪˈveləpɪŋ ˈkʌntri,n.,n. 发展中国家,,,
development,dɪˈveləpmənt,n.,n. 发展；开发；发育；住宅小区（专指由同一开发商开发的）；[摄] 显影,,,
diaries,,n.,n. 日记，日记簿；日志（diary的复数形式）,,,
diet,ˈdaɪət,n.,n. 饮食；食物；规定饮食；vt. [医] 照规定饮食；vi. 节食,,,
digital privacy,,,数字隐私,,,
digital system,,un.,un. 数字系统,,,
digital store,,,[物理] 数字存储器; 数字存储; 数 字 存 储 器,,,
dinner,ˈdɪnə(r),n.,n. 晚餐，晚宴；宴会；正餐,,,
dining room,,n.,n. 饭厅；餐厅,,,
direct,dəˈrekt,adj.,adj. 直接的；直系的；亲身的；恰好的；vt. 管理；指挥；导演；指向；adv. 直接地；正好；按直系关系；vi. 指导；指挥,,,
direction,dəˈrekʃn; daɪˈrekʃn,n.,n. 方向；指导；趋势；用法说明,,,
discount,ˈdɪskaʊnt,n.,n. 折扣；贴现率；vt. 打折扣；将…贴现；贬损；低估；忽视；vi. 贴现；打折扣出售商品,,,
diploma,dɪˈpləʊmə,n.,n. 毕业证书，学位证书；公文，文书；奖状；vt. 发给…毕业文凭,,,
diving,ˈdaɪvɪŋ,n.,n. 跳水，潜水；adj. 跳水的，潜水的；v. 跳水（dive的现在分词）；潜水,,,
diving mask,,un.,un. 潜水面罩,,,
drying,ˈdraɪɪŋ,n.,n. 干燥；v. 把…弄干（dry的ing形式）,,,
dried,draɪd,v.,v. 使干（原形是dry）；adj. 干燥的；弄干了的,,,
drama,ˈdrɑːmə,n.,n. 戏剧，戏剧艺术；剧本；戏剧性事件,,,
drums,drʌmz,n.,n. 鼓；鼓声（drum的复数）；v. 打鼓（drum的第三人称单数）,,,
documents,'dɒkjumənts,n.,n. [计] 文档（document的复数形式）；v. 记载（document的第三人称单数形式）,,,
documentation,ˌdɒkjumenˈteɪʃn,n.,"n. 文件, 证明文件, 史实, 文件编制",,,
documentary,ˌdɒkjuˈment(ə)ri,n.,n. 纪录片；adj. 记录的；文件的；记实的,,,
donations,,n.,n. [经] 捐赠（donation的复数）；捐款,,,
downhill,ˌdaʊnˈhɪl; ˈdaʊnhɪl,n.,n. 下坡；滑降；adj. 下坡的；容易的；adv. 下坡；向下；每况愈下,,,
door,dɔː(r),n.,n. 门；家，户；门口；通道,,,
door to door,,adj.,adj. 挨门逐户的；(货物由发货场)直送用户的；adv. 挨户；送货上门地,,,
eat,iːt,vt.,vt. 吃，喝；腐蚀；烦扰；vi. 进食；腐蚀，侵蚀,,,
eating patterns,,, 饮食习惯；饮食模式；进食模式,,,
early,ˈɜːli,adj.,adj. 早期的；早熟的；adv. 提早；在初期,,,
economy,ɪˈkɒnəmi,n.,n. 经济；节约；理财,,,
economics,ˌiːkəˈnɒmɪks,n.,n. 经济学；国家的经济状况,,,
economics history,,,无,,,
economical,ˌiːkəˈnɒmɪkl; ˌekəˈnɒmɪkl,adj.,adj. 经济的；节约的；合算的,,,
effort,ˈefət,n.,n. 努力；成就,,,
eggs,eɡz,n.,n. [禽] 蛋（egg的复数形式）；鸡蛋,,,
emergency,ɪˈmɜːdʒənsi,n.,n. 紧急情况；突发事件；非常时刻；adj. 紧急的；备用的,,,
embassy,ˈembəsi,n.,n. 大使馆；大使馆全体人员,,,
employee,ɪmˈplɔɪiː,n.,n. 雇员；从业员工,,,
employer,ɪmˈplɔɪə(r),n.,n. 雇主，老板,,,
emotion,ɪˈməʊʃn,n.,n. 情感；情绪,,,
emotional,ɪˈməʊʃən(ə)l,adj.,adj. 情绪的；易激动的；感动人的,,,
engine,ˈendʒɪn,n.,n. 引擎，发动机；机车，火车头；工具,,,
entertainment,ˌentəˈteɪnmənt,n.,n. 娱乐；消遣；款待,,,
entertainment industry,,un.,un. 娱乐业,,,
entry,ˈentri,n.,n. 进入；入口；条目；登记；报关手续；对土地的侵占,,,
entrance,ˈentrəns,n.,n. 入口；进入；vt. 使出神，使入迷,,,
equipment,ɪˈkwɪpmənt,n.,n. 设备，装备；器材,,,
escape,ɪˈskeɪp,n.,n. 逃跑；逃亡；逃走；逃跑工具或方法；野生种；泄漏；vi. 逃脱；避开；溜走；（气体，液体等）漏出；（未受伤或只受了一点伤害而）逃脱；声音（不自觉地）由…发出；vt. 逃避，避开，避免；被忘掉；被忽视,,,
essays,,n.,n. 随笔（essay的复数形式）；短文；试图；v. 作…尝试；企图（essay的第三人称单数）,,,
essay writing,,, 论说文写作；短文写作,,,
estimate,ˈestɪmət,n.,n. 估计，估价；判断，看法；vt. 估计，估量；判断，评价；vi. 估计，估价,,,
example,ɪɡˈzɑːmp(ə)l,n.,n. 例子；榜样；vt. 作为…的例子；为…做出榜样；vi. 举例,,,
expensive,ɪkˈspensɪv,adj.,adj. 昂贵的；花钱的,,,
evaluation,ɪˌvæljuˈeɪʃn,n.,n. 评价；[审计] 评估；估价；求值,,,
evenings,ˈiːvnɪŋz,adv.,adv. 在（任何）晚上；每晚,,,
evening meals,,,无,,,
evening news,,, 晚间新闻；晚报；新闻晚报,,,
extra,ˈekstrə,n.,n. 临时演员；号外；额外的事物；上等产品；adj. 额外的，另外收费的；特大的；adv. 特别地，非常；另外,,,
experience,ɪkˈspɪəriəns,n.,n. 经验；经历；体验；vt. 经验；经历；体验,,,
exhibition,ˌeksɪˈbɪʃ(ə)n,n.,n. 展览，显示；展览会；展览品,,,
exhibitor,ɪɡˈzɪbɪtə(r),n.,n. 展出者；显示者,,,
factories,'fæktriz,n.,n. 工厂，车厂（factory复数形式）,,,
fashion,ˈfæʃ(ə)n,n.,n. 时尚；时装；样式；时髦人物；vt. 使用；改变；做成…的形状,,,
fear,fɪə(r),n.,n. 害怕；恐惧；敬畏；担心；vt. 害怕；敬畏；为…担心；vi. 害怕；敬畏；为…担心,,,
fees,fiːz,n.,n. [会计] 费用（fee的复数）；规费,,,
fertilizers,,n.,n. [肥料] 肥料（fertilizer的复数形式）；化肥；底肥,,,
flight,flaɪt,n.,n. 飞行；班机；逃走；vt. 射击；使惊飞；vi. 迁徙,,,
floors,flɔːz,n.,n. [建] 地板；楼层；层数（floor的复数）；楼地面,,,
fields,'fiːldz,n.,n. 域，字段；场设置（field复数形式）；v. 使上场（field的单三形式）,,,
fieldwork,ˈfiːldwɜːk,n.,n. 野外工作；现场工作；野战工事,,,
first,fɜːst,num.,num. 第一；n. 第一；开始；冠军；adj. 第一的；基本的；最早的；adv. 第一；首先；优先；宁愿,,,
first draft,,un.,un. 〔文〕初稿；第一稿,,,
first-years students,,,无,,,
first-aid kit,,n.,n. 急救箱,,,
fitness,ˈfɪtnəs,n.,n. 健康；适当；适合性,,,
fitness level,,, 健康水平；体适能程度；体能状况,,,
fitness centre,,, 健身房,,,
fridge,frɪdʒ,n.,n. 电冰箱,,,
fruits,fruːts,n.,n. 水果；成果，收益（fruit的复数）；孽息；v. 结果实（fruit的第三人称单数）,,,
fruit juice,,na.,na. 果子汁,,,
fruit tree,,n.,n. 果树,,,
fruit cake,ˈfruːt keɪk,n.,n. 干果蛋糕；怪人；疯子,,,
frogs,,n.,n. 青蛙（frog的复数形式）,,,
freedom,ˈfriːdəm,n.,n. 自由，自主；直率,,,
formal garden,,un.,un. 规则式园林,,,
formal clothing,,,无,,,
formal meetings,,,无,,,
forms,fɔːmz,n.,n. 表格（form的复数形式）；表单；窗体；v. 形成（form的第三人称单数）；培养；制作,,,
feet,fiːt,n.,n. 脚（foot的复数形式）；尺；韵脚,,,
footbridges,ˈfʊtbrɪdʒ,n.,n. 人行桥( footbridge的名词复数 ),,,
footprints,fu:t'prints,n.,n. 足迹；脚印（footprint的复数）；足印,,,
full time,ˌfʊl ˈtaɪm,adj.,adj. 全部时间的；n. （体育运动的）全场比赛结束时间,,,
games,ɡeɪmz,n.,n. 游戏；比赛（game的复数形式）；游戏程序；v. 赌博（game的第三人称单数）,,,
game room,,na.,na. 娱乐室,,,
gas,ɡæs,n.,n. 气体；[矿业] 瓦斯；汽油；毒气；vt. 加油；毒（死）；vi. 加油；放出气体；空谈,,,
gas tanks,ɡæs tæŋk,un.,un. 汽车上的油箱；煤气罐；储气罐；气柜,,,
gaps,ɡæps,n.,n. 差异，缺口；缝隙（gap的复数形式）；v. 裂开；使豁裂（gap的第三人称单数形式）,,,
gene,dʒiːn,n.,n. [遗] 基因，遗传因子,,,
genetic,dʒəˈnetɪk,adj.,adj. 遗传的；基因的；起源的,,,
gender,ˈdʒendə(r),n.,n. 性；性别；性交；vt. 生（过去式gendered，过去分词gendered，现在分词gendering，第三人称单数genders，形容词genderless）,,,
general,ˈdʒen(ə)rəl,n.,n. 一般；将军，上将；常规；adj. 一般的，普通的；综合的；大体的,,,
general discussion,,n.,n. 泛论,,,
general tour,,,无,,,
gifts,ɡɪfts,n.,n. 礼品，[贸易] 赠品；礼物；天赋（gift的复数形式）；v. 赐予（gift的三单形式）；给与,,,
gold,ɡəʊld,n.,n. 金，黄金；金色；金币；adj. 金的，金制的；金色的,,,
golf,ɡɒlf,n.,n. 高尔夫球；高尔夫球运动；vi. 打高尔夫球,,,
golf court,,,无,,,
grade,ɡreɪd,n.,n. 年级；等级；成绩；级别；阶段；vt. 评分；把…分等级；vi. 分等级；逐渐变化,,,
gravity,ˈɡrævəti,n.,n. 重力，地心引力；严重性；庄严,,,
grain,ɡreɪn,n.,n. 粮食；颗粒；[作物] 谷物；纹理；vt. 使成谷粒；vi. 成谷粒,,,
green,ɡriːn,n.,n. 绿色；青春；adj. 绿色的；青春的；vt. 使…变绿色；vi. 变绿色,,,
green button,,,无,,,
green waste,,, 绿色垃圾；园林废弃物；园林垃圾,,,
green tax,,n.,n. 绿色税；生态税；环保税,,,
guest,ɡest,n.,n. 客人，宾客；顾客；adj. 客人的；特邀的，客座的；vt. 款待，招待；vi. 作客，寄宿,,,
gun,ɡʌn,n.,n. 枪支；枪状物；持枪歹徒；vt. 向…开枪；开大油门；vi. 用枪射击；加大油门快速前进,,,
hairs,heəz,n.,n. [解剖] 体毛（hair的复数）；几根头发；v. 除去…的毛发（hair的第三人称单数形式）,,,
hairdresser,ˈheədresə(r),n.,n. 美发师,,,
hard,hɑːd,adj.,adj. 努力的；硬的；困难的；辛苦的；确实的；严厉的；猛烈的；冷酷无情的；adv. 努力地；困难地；辛苦地；接近地；猛烈地；牢固地,,,
hard working,,adj.,adj. 勤劳的,,,
harm,hɑːm,n.,n. 伤害；损害；vt. 伤害；危害；损害,,,
harmful,ˈhɑːmf(ə)l,adj.,adj. 有害的；能造成损害的,,,
harvest,ˈhɑːvɪst,n.,n. 收获；产量；结果；vt. 收割；得到；vi. 收割庄稼,,,
habitat,ˈhæbɪtæt,n.,n. [生态] 栖息地，产地,,,
handle,ˈhænd(ə)l,n.,n. [建] 把手；柄；手感；口实；vt. 处理；操作；运用；买卖；触摸；vi. 搬运；易于操纵,,,
handouts,"'hænd,auts",n.,n. 讲义；宣传册子，宣传品（handout的复数形式）,,,
handbook,ˈhændbʊk,n.,n. 手册；指南,,,
head,hed,n.,n. 头；头痛；上端；最前的部分；理解力；adj. 头的；主要的；在顶端的；vt. 前进；用头顶；作为…的首领；站在…的前头；给…加标题；vi. 出发；成头状物；船驶往,,,
headache,ˈhedeɪk,n.,n. 头痛；麻烦；令人头痛之事,,,
head office,,n.,n. 总部；总公司,,,
headphones,ˈhedfəʊnz,n.,n. [电讯] 耳机；听筒；[电子] 头戴式受话器（headphone的复数形式）,,,
hearing,ˈhɪərɪŋ,n.,n. 听力；审讯，听讯；v. 听见（hear的ing形式）,,,
heavy,ˈhevi,n.,n. 重物；严肃角色；adj. 沉重的；繁重的，巨大的；拥挤的；阴沉的；adv. 大量地；笨重地,,,
heat,hiːt,n.,n. 高温；压力；热度；热烈；vt. 使激动；把…加热,,,
heater,ˈhiːtə(r),n.,n. 加热器；加热工,,,
helmet,ˈhelmɪt,n.,n. 钢盔，头盔,,,
high,haɪ,n.,n. 高水平；天空；由麻醉品引起的快感；高压地带；adj. 高的；高级的；崇高的；高音调的；adv. 高；奢侈地,,,
high temperature,,adj.,adj. 高温度的；n. 高温,,,
high car taxes,,,无,,,
high energy snack,,,无,,,
highway,ˈhaɪweɪ,n.,n. 公路，大路；捷径,,,
history,ˈhɪst(ə)ri,n.,n. 历史，历史学；历史记录；来历,,,
historical maps,,,无,,,
historical photograph,,,无,,,
holidays,'hɒlədeɪz,n.,n. 假日（holiday的复数形式）；v. 度假（holiday的单三形式）；adv. 每逢假日，在假日,,,
home,həʊm,n.,n. 家，住宅；产地；家乡；避难所；adj. 国内的，家庭的；有效的；vt. 归巢，回家；adv. 在家，回家；深入地,,,
home phone,,, 住宅电话；家庭电话；住家电话,,,
homework,ˈhəʊmwɜːk,n.,n. 家庭作业，课外作业,,,
hospitals,,n.,n. 医院( hospital的名词复数 ),,,
hotels,həʊˈtelz,n.,n. 酒店；旅馆（hotel的复数）；大饭店；v. 使…在饭店下榻；进行旅馆式办公（hotel的第三人称单数）,,,
hunting,ˈhʌntɪŋ,n.,n. 打猎；追逐；搜索；v. 狩猎；寻找（hunt的ing形式）；追捕；adj. 打猎的；振荡的,,,
humans,ˈhjuːmənz,n.,n. [人类] 人类（human的复数形式）,,,
ice,aɪs,n.,n. 冰；冰淇淋；矜持；（俚）钻石；adj. 冰的；vt. 冰镇；结冰；vi. 结冰,,,
ice pack,ˈaɪs pæk,n.,n. 冰袋（用于受伤等部位降温）,,,
ideas,,abbr.,abbr. 工业设计优秀奖,,,
identity,aɪˈdentəti,n.,n. 身份；同一性，一致；特性；恒等式,,,
identification,aɪˌdentɪfɪˈkeɪʃn,n.,n. 鉴定，识别；认同；身份证明,,,
images,ˈɪmɪdʒɪz,n.,"n. 图像,影像,肖像,想像",,,
improvement,ɪmˈpruːvmənt,n.,n. 改进，改善；提高,,,
impossible,ɪmˈpɒsəb(ə)l,n.,n. 不可能；不可能的事；adj. 不可能的；不可能存在的；难以忍受的；不真实的,,,
increase,ɪnˈkriːs,n.,n. 增加，增长；提高；vt. 增加，加大；vi. 增加，增大；繁殖,,,
industry,ˈɪndəstri,n.,n. 产业；工业；勤勉,,,
ink,ɪŋk,n.,n. 墨水，墨汁；油墨；vt. 签署；涂墨水于,,,
innovation,ˌɪnəˈveɪʃ(ə)n,n.,n. 创新，革新；新方法,,,
interest,ˈɪntrəst,n.,n. 兴趣，爱好；利息；趣味；同行；vt. 使……感兴趣；引起……的关心；使……参与,,,
interest rates,,adj.,adj. 利率的；n. 利息率；利率,,,
internal,ɪnˈtɜːn(ə)l,n.,n. 内脏；本质；adj. 内部的；里面的；体内的；（机构）内部的,,,
internal clock,,un.,un. 体内钟,,,
intermediate,ˌɪntəˈmiːdiət,n.,n. [化学] 中间物；媒介；adj. 中间的，中级的；vi. 起媒介作用,,,
items,ˈaɪtəmz,n.,n. 项目；名目；所有物品（item的复数形式）；v. 记下（item的第三人称单数形式）；逐条记载,,,
jacket,ˈdʒækɪt,n.,n. 羽绒滑雪衫；西装短外套；短上衣，夹克；土豆皮；书籍的护封；文件套，公文夹；vt. 给…穿夹克；给…装护套；给…包上护封；〈口〉打,,,
jeans,dʒiːnz,n.,n. 牛仔裤；工装裤,,,
joint,dʒɔɪnt,n.,n. 关节；接缝；接合处，接合点；（牛，羊等的腿）大块肉；adj. 共同的；连接的；联合的，合办的；vt. 连接，贴合；接合；使有接头；vi. 贴合；生节,,,
joining,ˈdʒɔɪnɪŋ,n.,n. 连接；接缝；连接物,,,
joining fees,,,无,,,
journals,,n.,n. 学术期刊（journal的复数）；日记；日记账,,,
key,kiː,n.,n. （打字机等的）键；关键；钥匙；vt. 键入；锁上；调节…的音调；提供线索；vi. 使用钥匙；adj. 关键的,,,
keyboard,ˈkiːbɔːd,n.,n. 键盘；vt. 键入；用键盘式排字机排字；vi. 用键盘进行操作；作键盘式排字机排字,,,
king,kɪŋ,n.,n. 国王；最有势力者；王棋；vi. 统治；做国王；vt. 立…为王；adj. 主要的，最重要的，最大的,,,
knowledge,ˈnɒlɪdʒ,n.,n. 知识，学问；知道，认识；学科,,,
knowledge sharing,,, 知识共享,,,
lab,læb,n.,n. 实验室，研究室,,,
laboratories,,n.,n. 实验室（laboratory的复数）,,,
laboratories report,,,无,,,
land,lænd,n.,n. 国土；陆地；地面；vt. 使…登陆；使…陷于；将…卸下；vi. 登陆；到达,,,
landlady,ˈlændleɪdi,n.,n. 女房东；女地主；女店主,,,
landmarks,,n.,n. 地标，[航] 陆标；标志（landmark复数形式）,,,
languages,,n.,n. 语系，语种；语言文字（language复数）,,,
large,lɑːdʒ,adj.,adj. 大的；多数的；广博的；adv. 大大地；夸大地；n. 大,,,
large office,,,无,,,
large scale,,adj.,adj. 大规模的；大面积的；巨型的；(地图等的)大比例的,,,
laundry,ˈlɔːndri,n.,n. 洗衣店，洗衣房；要洗的衣服；洗熨；洗好的衣服,,,
leader,ˈliːdə(r),n.,n. 领导者；首领；指挥者,,,
leadership,ˈliːdəʃɪp,n.,n. 领导能力；领导阶层,,,
leadership style,,, 领导风格；领导方式；领袖风格,,,
leaves,liːvz,n.,n. 树叶；花瓣（leaf的复数）；v. 离开（leave的第三人称单数）,,,
leaflet,ˈliːflət,n.,n. 小叶；传单,,,
learn,lɜːn,vt.,vt. 学习；得知；认识到；vi. 学习；获悉,,,
learning,ˈlɜːnɪŋ,n.,n. 学习；学问；v. 学习（learn的现在分词）,,,
learning difficulty,,,学习难度,,,
learning zone,,,无,,,
learning style,,,学习风格[方式],,,
learner,ˈlɜːnə(r),n.,n. 初学者，学习者,,,
lectures,ˈlektʃəz,n.,n. 演讲，讲演（lecture复数形式）；v. 向…讲演；训斥（lecture的第三人称单数）,,,
lecturer,ˈlektʃərə(r),n.,n. 讲师，演讲者,,,
levels,ˈlev(ə)lz,n.,n. 水平，标准（level复数形式）；色阶调整；控制色阶；v. 拉平，变平（level的第三人称单数形式）,,,
literature,ˈlɪtrətʃə(r),n.,n. 文学；文献；文艺；著作,,,
license,ˈlaɪsns,n.,n. 执照，许可证；特许；vt. 许可；特许；发许可证给,,,
life assurance,,n.,n. [保险] 人寿保险；（保险公司付给的）[保险] 人寿保险金；（被保险人缴纳的）[保险] 人寿保险费,,,
lifespan,ˈlaɪfspæn,n.,n. 寿命；预期生命期限；预期使用期限,,,
lifestyle,ˈlaɪfstaɪl,n.,n. 生活方式；保健的,,,
life cycle,ˈlaɪf saɪkl,n.,n. 生命周期；寿命（产品等从开发到使用完毕的一段时间）,,,
lifting,ˈlɪftɪŋ,adj.,adj. 举起的，起重的；n. 举起，起重；提高，上升；v. 举起，抬起（lift的ing形式）,,,
list,lɪst,n.,n. [计] 列表；清单；目录；vi. 列于表上；vt. 列出；记入名单内,,,
listening,ˈlɪsənɪŋ,adj.,adj. 收听的；助听的；n. 倾听；v. 听（listen的ing形式）,,,
line,laɪn,n.,n. 路线，航线；排；绳；vt. 排成一行；划线于；以线条标示；使…起皱纹；vi. 排队；站成一排,,,
living,ˈlɪvɪŋ,adj.,adj. 活的；现存的；活跃的；逼真的；n. 生活；生存；生计；v. 生活；居住（live的ing形式）；度过,,,
living expense,,, 生活费；生活费用；生活花费,,,
living room,'lɪvɪŋ ru:m,n.,n. 客厅；起居室,,,
location,ləʊˈkeɪʃn,n.,n. 位置（形容词locational）；地点；外景拍摄场地,,,
