word,phonetic,pos,meaning,example,example_trans,image_url
correction,kə'rekʃ(ə)n,n.,n. 改正,,,
correspond,ˌkɔːrə'spɑːnd,vi.,vi. 一致；与……相当；(与人)通信，有书信往来,,,
corrupt,kə'rʌpt,a.,a. / v. 贪污的，腐败的，使腐化，堕落,,,
cost,kɒst,v.,v.值（钱），花费 n. 价格,,,
cosy,'kəʊzɪ,a.,"a.暖和舒适的,亲密无间的",,,
cottage,'kɒtɪdʒ,n.,"n. (郊外)小屋,村舍,别墅",,,
cotton,'kɒt(ə)n,n.,n. 棉花 a. 棉花的,,,
cough,kɒf,n.,n.& vi. 咳嗽,,,
could modal,kʊdˈməʊd(ə)l,v.,v.（can的过去式）可以…；（表示许可或请求）可以…，行,,,
count,kaʊnt,vt.,vt. 数，点数,,,
counter,'kauntər,n.,n. 柜台，结账处,,,
country,'kʌntrɪ,n.,n. 国家；农村，乡下,,,
countryside,'kʌntrɪsaɪd,n.,n. 乡下，农村,,,
couple,'kʌp(ə)l,n.,n. 夫妇，一对,,,
courage,'kʌrɪdʒ,n.,n. 勇气； 胆略,,,
course,kɔːs,n.,n. 过程；经过；课程,,,
court,kɔːrt,n.,n. 法庭；法院,,,
courtyard,'kɔːtjɑːd,n.,n. 庭院，院子,,,
cousin,'kʌz(ə)n,n.,n. 堂（表）兄弟，堂（表）姐妹,,,
cover,'kʌvə,n.,n. 盖子；罩 v. 覆盖，遮盖；掩盖,,,
cow,kaʊ,n.,n. 母牛，奶牛,,,
cowboy,'kaʊbɒɪ,n.,n.（美国）牛仔;牧场骑士,,,
co-worker,ˈkəʊ ˈwɜːkə(r),n.,n. 合作者；同事【连字符】,,,
crash,kræʃ,v.,v. / n. 碰撞，撞击,,,
crayon,ˈkreɪən,,n 蜡笔；蜡笔画,,,
crazy,'kreɪzɪ,a.,a. 疯狂的,,,
cream,kriːm,n.,n. 奶油，乳脂,,,
create,kriː'eɪt,vt.,vt. 创造； 造成,,,
creature,'kriːtʃə,n.,n. 生物，动物,,,
credit,'kredɪt,n.,n. 信用；信赖；信誉,,,
crime,kraɪm,n.,n. （法律上的）罪，犯罪,,,
criminal,'krɪmɪn(ə)l,n.,n. 罪犯,,,
crew,kruː,n.,n. 全体船员,,,
criterion criteria,kraɪˈtɪərɪən,n.,n. 标准，准则，原则【单数 复数】,,,
crop,krɒp,n.,n. 庄稼；收成,,,
cross,krɒs,a.,a. 脾气不好的，易怒的 n. 十字形的东西 vt. 越过；穿过,,,
crossing,'krɔːsɪŋ,n.,n. 十字路口，人行横道,,,
crossroads,'krɒsrəʊdz,n.,n. 交叉路口,,,
crowd,kraʊd,n.,n. 人群 vt. 拥挤，群聚,,,
crowded,'kraʊdɪd,a.,a. 拥挤的,,,
cruel,krʊəl,a.,a. 残忍的，残酷的；无情的,,,
cry,kraɪ,n.,n. 叫喊；哭声 v. 喊叫；哭,,,
cube,kjuːb,n.,n. 立方体,,,
cubic,'kjuːbɪk,a.,a.立方体的，立方形的,,,
cuisine,kwɪ'ziːn,n.,n. 饭菜，佳肴,,,
culture,'kʌltʃə,n.,n. 文化,,,
cup,kʌp,n.,n. 茶杯,,,
cupboard,'kʌbəd,n.,n. 碗柜；橱柜,,,
cure,kjʊə; kjɔː,n.,n. & vt. 治疗；医好,,,
curious,'kjʊərɪəs,a.,a. 好奇的；奇异的,,,
currency,'kʌr(ə)nsɪ,n.,n. 货币；现金,,,
curriculum,kə'rɪkjələm,n.,n.（学校的）全部课程,,,
curtain,'kɜːt(ə)n,n.,n. 窗帘,,,
cushion,'kuʃn,n.,n. 垫子,,,
custom,'kʌstəm,n.,n. 习惯，习俗，风俗习惯,,,
customer,'kʌstəmə,n.,n. （商店）顾客，主顾,,,
customs,'kʌstəmz,n.,n. 海关，关税,,,
cut,kʌt,v.,"v. / n. 切，剪，削，割, 伤口",,,
cycle,'saɪk(ə)l,vi.,vi. 骑自行车,,,
cyclist,'saɪklɪst,n.,n. 骑自行车的人,,,
dad = daddy,dæd,n.,n.（口）爸爸，爹爹,,,
daily,'deɪlɪ,a.,a. 每日的；日常的 ad. 每天 n. 日报,,,
dam,dæm,n.,n. 水坝，堰堤,,,
damage,'dæmɪdʒ,n.,n.& vt. 毁坏，损害,,,
damp,dæmp,a.,a. & n. 潮湿（的）,,,
dance,dɑːns,n.,n.& vi. 跳舞,,,
danger,ˈdeɪndʒə(r),n.,n. 危险,,,
dangerous,ˈdeɪndʒərəs,a.,a. 危险的,,,
dare,deə,v.,v.& aux..（后接不带to的不定式；主要用于疑问，否定或条件句）敢，敢于,,,
dark,dɑːk,n.,n. 黑暗；暗处；日暮 a. 黑暗的；暗淡的；深色的,,,
darkness,ˈdɑːknɪs,n.,n. 黑暗，阴暗,,,
dash,dæʃ,v.,v. & n. 快跑，冲刺，短跑,,,
data,'deɪtə,n.,n. 资料，数据,,,
database,'deɪtəbeɪs,n.,n. 资料库，数据库,,,
date,deɪt,n.,n. 日期；约会 n.枣,,,
daughter,'dɔːtə,n.,n. 女儿,,,
dawn,dɔːn,n.,n. 黎明，拂晓,,,
day,deɪ,n.,n.（一）天，（一）日；白天,,,
daylight,'deɪlaɪt,n.,n. 日光，白昼； 黎明,,,
dead,ded,a.,a. 死的；无生命的,,,
deadline,'dedlaɪn,n.,n.最后期限，截止日期,,,
deaf,def,a.,a. 聋的,,,
deal,diːl,n.,n. 量，数额；交易,,,
dear,dɪə,int.,int.（表示惊愕）哎呀！唷！ a. 亲爱的；贵的,,,
death,deθ,n.,n. 死,,,
debate,dɪ'beɪt,n.,n. & v.讨论，辩论,,,
debt,det,n.,n. 债务；欠款,,,
decade,'dekeɪd,n.,n. 十年期,,,
December,dɪ'sembə,n.,n. 12月,,,
decide,dɪ'saɪd,v.,v. 决定；下决心,,,
decision,dɪ'sɪʒ(ə)n,n.,n. 决定；决心,,,
declare,dɪ'kler,vt.,vt. 声明；断言,,,
decline,dɪ'klaɪn,v.,"v. 减少,下降,衰退,谢绝",,,
decorate,'dekəreɪt,vt.,vt.装饰…，修饰…,,,
decoration,dekə'reɪʃ(ə)n,n.,n.装饰，修饰,,,
decrease,dɪ'kriːs,v.,v.减少，减小，降低,,,
deed,diːd,n.,n. 行为；事迹,,,
deep,diːp,a.,a. 深 ad. 深；深厚,,,
deeply,'diːplɪ,ad.,ad. 深深地,,,
deer,dɪə,n.,n. 鹿,,,
defeat,dɪ'fiːt,vt.,vt. 击败；战胜,,,
defence defences,diˈfens,n.,n. & v. 防御；防务【单数 复数】,,,
defend,dɪ'fend,vt.,vt. 防守；保卫,,,
degree,dɪ'griː,n.,n. 程度；度数；学位,,,
delay,dɪ'leɪ,v.,v.& n. 拖延，延误，延迟，延期；耽搁,,,
delete,dɪ'liːt,v.,v. 删去,,,
deliberately,dɪˈlɪbərətlɪ,ad.,"ad.故意,蓄意,存心",,,
delicate,'delɪkət,a.,a.易损的，易碎的,,,
delicious,dɪ'lɪʃəs,a.,a. 美味的，可口的,,,
delight,dɪ'laɪt,n.,n. 快乐；乐事,,,
delighted,dɪ'laɪtɪd,a.,a. 高兴的，快乐的,,,
deliver,dɪ'lɪvər,vt.,vt. 投递（信件，邮包等）,,,
demand,dɪ'mɑːnd,vt.,vt. 要求,,,
dentist,'dentɪst,n.,n. 牙科医生 ,,,
department,dɪ'pɑːtm(ə)nt,n.,n. 部门；（机关的）司，处；（大学的）系,,,
department-store,dɪˈpɑːtmənt-stɔː(r),n.,n. 百货商场【连字符】,,,
departure,dɪ'pɑːtʃə,n.,n. 离开，启程,,,
depend,dɪ'pend,vi.,vi. 依靠，依赖，指望；取决于,,,
deposit,dɪ'pɑːzɪt,v.,v. / n. 订金，押金，放下，放置，储存,,,
depth,depθ,n.,n. 深，深度,,,
describe,dɪ'skraɪb,vt.,vt. 描写，叙述,,,
description,dɪ'skrɪpʃ(ə)n,n.,n. 描述，描写,,,
desert,(for v.) dɪ'zɜːt; (for n.) 'dezət,n.,n. 沙漠 vt. 舍弃； 遗弃,,,
deserve,dɪ'zɜːrv,v.,v.（不用于进行时态）应得，应受,,,
design,dɪ'zaɪn,n.,n.& vt. n. 设计，策划 图案，图样，样式,,,
desire,dɪ'zaɪə,vt.,vt. & n. 要求；期望,,,
desk,desk,n.,n. 书桌，写字台,,,
desperate,'despərət,a.,a.（因绝望而）不惜冒险的，不顾一切的，拼命的,,,
dessert,dɪ'zɜːt,n.,n. 甜点,,,
destination,ˌdestɪ'neɪʃn,n.,n.目的地，终点,,,
destroy,dɪ'strɒɪ,vt.,vt. 破坏，毁坏,,,
detective,dɪ'tektɪv,n.,n. 侦探,,,
determination,"dɪ,tɜːmɪ'neɪʃ(ə)n",n.,n. 决心,,,
determine,dɪ'tɜːrmɪn,vt.,vt. 决定；决心,,,
develop,dɪ'veləp,v.,v. （使）发展；（使）发达；（使）发育；开发 vt. 冲洗（照片）,,,
development,dɪ'veləpm(ə)nt,n.,n. 发展，发达，发育，开发,,,
devote,dɪ'vout,vt.,"vt. 把…奉献, 把…专用（于）",,,
devotion,dɪ'vəʊʃ(ə)n,n.,n. 奉献，奉献精神,,,
diagram,'daɪəgræm,n.,n. 图表，图样,,,
dial,'daɪəl,vt.,vt. 拨（电话号码）,,,
dialogue,'daɪəlɒg,n.,n. 对话【英】,,,
dialog,'daɪəlɒɡ,n.,n. 对话【美】,,,
diamond,'daɪəmənd,n.,n. 钻石，金刚石；纸牌中的方块,,,
diary,'daɪərɪ,n.,n. 日记；日记簿,,,
dictation,dɪk'teɪʃ(ə)n,n.,n. 听写,,,
dictionary,'dɪkʃ(ə)n(ə)rɪ,n.,n. 词典，字典,,,
die,daɪ,v.,v. 死,,,
diet,'daɪət,n.,n. 饮食,,,
differ,'dɪfə,v.,v. 相异，有区别,,,
difference,'dɪf(ə)r(ə)ns,n.,n. 不同,,,
different,ˈdɪfrənt,a.,a. 不同的，有差异的,,,
difficult,ˈdɪfɪkəlt,a.,a.难；艰难；不易相处,,,
difficulty,'dɪfɪk(ə)ltɪ,n.,n. 困难，费力,,,
dig dug dug,dɪɡ,v.,"v. 挖（洞沟）,掘 【一般现在 过去式 过去分词】",,,
digest,daɪ'dʒest; dɪ-,v.,"v.消化, 领会",,,
digital,'dɪdʒɪt(ə)l,a.,a. .数字的，数码的,,,
dignity,'dɪgnəti,n.,n. 庄重，庄严，尊严。尊贵，高尚,,,
dilemma,dɪ'lemə,n.,n. （进退两难的）窘境，困境,,,
dimension,dɪ'menʃn,n.,n.量度，尺寸，面积，程度，范围,,,
dine,daɪn,v.,v. 吃饭；（指正式）进餐,,,
dining-room,ˈdainiŋ-rʊm,,食堂，饭厅【连字符】,,,
dinner,'dɪnə,n.,n. 正餐，宴会,,,
dinosaur,'daɪnəsɔːr,n.,n. 恐龙,,,
dioxide,daɪ'ɑːksaɪd,n.,n.二氧化物,,,
dip,dɪp,vt.,vt. 浸，蘸；把…放入又取出,,,
diploma,dɪ'pləʊmə,n.,n.毕业文凭；学位证书,,,
direct,dɪˈrekt ; daɪ-,a.,a. / vt. 直接的；直达的；直截了当的 指挥；指导；监督；管理；指挥（演奏）；导演（电影）,,,
direction,"dɪˈrekʃn, daɪ-;",n.,n. 方向；方位,,,
director,dɪ'rektə; daɪ-,n.,n. 所长，处长，主任；董事；导演,,,
directory,də'rektəri,n.,n. 姓名地址录,,,
dirt,dɜːt,n.,n. 污物；脏物,,,
dirty,'dɜːtɪ,a.,a. 脏的,,,
disability,dɪsə'bɪlɪtɪ,n.,n.. 残疾；无能,,,
disabled,dɪs'eɪbld,a.,a. 残废的，残疾的,,,
disadvantage,ˌdɪsəd'væntɪdʒ,n.,n. 不利条件；弱点,,,
disagree,dɪsə'griː,vi.,vi. 意见不一致，持不同意见,,,
disagreement,dɪsə'ɡriːmənt,n.,n. 意见不一致；相违；争论,,,
disappear,dɪsə'pɪə,vi.,vi. 消失,,,
disappoint,ˌdɪsə'pɔɪnt,vt.,vt. 使失望,,,
disappointment,dɪsə'pɒɪntm(ə)nt,n.,n. 失望；沮丧,,,
disaster,dɪ'zæstər,n.,n. 灾难；祸患,,,
discount,'dɪskaʊnt,n.,n. 折扣,,,
discourage,dɪs'kɜːrɪdʒ,vt.,vt. （使）气馁；打消（做…的念头）,,,
discover,dɪ'skʌvə,vt.,vt. 发现,,,
discovery,dɪ'skʌv(ə)rɪ,n.,n. 发现,,,
discrimination,"dɪ,skrɪmɪ'neɪʃ(ə)n",n.,n. 歧视,,,
discuss,dɪ'skʌs,vt.,vt. 讨论，议论,,,
discussion,dɪ'skʌʃ(ə)n,n.,n. 讨论，辩论,,,
disease,dɪ'ziːz,n.,n. 病，疾病,,,
disgusting,dɪs'gʌstɪŋ,a.,a.极糟的，令人不快的，令人厌恶的,,,
dish,dɪʃ,n.,n. 盘，碟；盘装菜；盘形物,,,
disk =disc,dɪsk,n.,n. 磁盘,,,
dislike,dɪs'laɪk,vt.,vt. 不喜爱；厌恶,,,
dismiss,dɪs'mɪs,vt.,vt. 让……离开；遣散；解散；解雇,,,
disobey,dɪsə'beɪ,vt.,vt. 不服从,,,
distance,'dɪst(ə)ns,n.,n. 距离,,,
distant,'dɪstənt,a.,a. 远的，遥远的,,,
distinction,dɪ'stɪŋ(k)ʃ(ə)n,n.,"n.差别,区别,优秀,卓越",,,
distinguish,dɪ'stɪŋgwɪʃ,v.,v. 区分，辨别，分清,,,
distribute,dɪ'strɪbjuːt,v.,v. 分发，分配,,,
district,'dɪstrɪkt,n.,n. 区；地区；区域,,,
disturb,dɪ'stɜːrb,vt.,vt. 扰乱；打扰,,,
disturbing,dɪ'stɜːbɪŋ,a.,a. 令人不安的，引起恐慌的,,,
dive,daɪv,vi.,vi. 跳水,,,
diverse,daɪ'vɜːrs,v.,v. 不同的，多种多样，形形色色的,,,
divide,dɪ'vaɪd,vt.,vt. 分，划分,,,
division,dɪ'vɪʒn,n.,n. （算术用语）除,,,
divorce,dɪ'vɔːrs,v.,v. 离婚,,,
dizzy,'dɪzɪ,a.,a. 头眩目晕的,,,
do,duː,v.,v. & aux. 做，干（用以构成疑问句及否定句。第三人称单数现在时用does） 不做，不干,,,
doctor,'dɒktə,n.,n. 医生，大夫；博士,,,
document,'dɒkjʊm(ə)nt,n.,n. 文件；文献,,,
does doesn't = does not,,v.,v. 动词do的第三人称单数现在式,,,
dog,dɒg,n.,n. 狗,,,
doll,dɒl,n.,n. 玩偶，玩具娃娃,,,
dollar,'dɒlə,n.,n. 元（美国、加拿大、澳大利亚等国货币单位）,,,
door,dɔː,n.,n. 门,,,
dormitory,'dɔːrmətɔːri,n.,n. 学生宿舍（缩写式dorm）,,,
dot,dɑːt,n.,n. 点，小点，圆点,,,
double,'dʌb(ə)l,a.,a. 两倍.双的 n. 两个.双,,,
doubt,daʊt,n.,n.& v. 怀疑，疑惑,,,
down,daʊn,prep.,prep. 沿着，沿…而下 ad. 向下,,,
download,daʊn'ləʊd,n.,n.& v. 下载,,,
downstairs,daʊn'steəz,ad.,ad. 在楼下；到楼下,,,
downtown,ˌdaun'taun,ad.,ad. 往或在城市的商业区（或中心区、闹市区） n. 城市的商业区，中心区，闹市区 a.城市的商业区的，中心区的，闹市区的,,,
downward,'daunwərd,ad.,ad. 向下,,,
dozen,'dʌzn,n.,n. 十二个；几十，许多,,,
draft,dræft,n.,n. / v. 草稿，草案，起草，草拟,,,
drag,dræg,v.,v. 拖；拽,,,
draw drew drawn,drɔː,v.,v. 绘画；绘制；拉，拖；提取（金钱） 【一般现在 过去式 过去分词】,,,
drawback,'drɔːbæk,n.,n.缺点，不利条件,,,
drawer,drɔ:(r),n.,n. 抽屉,,,
drawing,'drɔː(r)ɪŋ,n.,"n. 图画，素描,绘画",,,
dream,driːm,n.,n.& vt. 梦，梦想,,,
dress,dres,n.,n. 女服，连衣裙；(统指)服装；童装 v. 穿衣；穿着,,,
drier =dryer,ˈdraɪə(r),n.,n. 烘干机；吹风机,,,
drill,drɪl,n.,n. 钻头；（反复的）训练 vt. 钻(孔)， 在…上钻孔；重复训练,,,
drink,drɪŋk,n.,n. 饮料；喝酒 ,,,
drink drank drunk,drɪŋk,v.,v. 喝，饮 【一般现在 过去式 过去分词】,,,
drive drove driven,draɪv,v.,v. 驾驶，开（车）；驱赶 【一般现在 过去式 过去分词】,,,
driver,'draɪvə,n.,n. 司机，驾驶员,,,
drop,drɒp,n.,n.滴 v.掉下.落下.投递.放弃,,,
drown,draʊn,vi.,vi. 溺死；淹没,,,
drug,drʌg,n.,n. 药，药物；毒品,,,
drum,drʌm,n.,n. 鼓,,,
drunk,drʌŋk,a.,a. 醉的,,,
dry,draɪ,v.,v. 使…干；弄干；擦干 a. 干的；干燥的,,,
duck,dʌk,n.,n. 鸭子,,,
due,duː,a.,a. 预期的；约定的,,,
dull,dʌl,a.,a. 阴暗的；单调无味,,,
dumpling,'dʌmplɪŋ,n.,n. 饺子,,,
during,'djʊərɪŋ,prep.,prep. 在…期间；在…过程中,,,
dusk,dʌsk,n.,n. 黄昏,,,
dust,dʌst,n.,n. 灰尘，尘土,,,
dustbin,'dʌs(t)bɪn,n.,n. 垃圾箱,,,
dusty,'dʌstɪ,a.,a. 尘土般的，尘土多的,,,
duty,'djuːtɪ,n.,n. 责任，义务,,,
DVD,ˈdi:ˈvi:ˈdi:,,数码影碟(digital versatile disk),,,
Dynamic,daɪ'næmɪk,a.,"a.充满活力,精力充沛的",,,
Dynasty,'dɪnəstɪ,n.,n.王朝，朝代,,,
each,iːtʃ,a.,a.& pron.每人.每个.每件,,,
eager,'iːgər,a.,a. 渴望的，热切的,,,
eagle,'iːg(ə)l,n.,n. 鹰,,,
ear,ɪə,n.,n.耳朵.耳状物；听力，听觉,,,
early,'ɜːlɪ,a.,a. 早的 ad. 早地,,,
earn,ɜːn,vt.,vt. 挣得，赚得,,,
earth,ɜːθ,n.,n. 地球；土，泥；大地,,,
earthquake,'ɜːθkweɪk,n.,n. 地震,,,
ease,iːz,v.,v. 减轻；缓解（难度或严重程度）,,,
easily,'iːzɪlɪ,ad.,ad. 容易地,,,
east,iːst,a.,a. 东方；东部的；朝东的；从东方来 ad. 在东方；向东方；从东方 n. 东，东方；东部,,,
Easter,'iːstər,n.,n. 复活节,,,
eastern,'iːst(ə)n,a.,a. 东方的；东部的,,,
eastwards,'iːstwəd(z),ad.,ad. 向东,,,
easy,'iːzɪ,a.,a. 容易的，不费力的,,,
easygoing,"'i:zi,ɡəuiŋ",a.,a. 随和的,,,
eat ate eaten,iːt,v.,v. 吃 【一般现在 过去式 过去分词】,,,
ecology,i'kɑːlədʒi,n.,n. 生态，生态学,,,
edge,edʒ,n.,n. 边缘,,,
edition,ɪ'dɪʃ(ə)n,n.,n.（发行物的）版，版（本）,,,
editor,'edɪtə,n.,n. 编辑,,,
educate,'edjʊkeɪt,vt.,vt. 教育，培养,,,
educator,'edʒʊkeɪtə,n.,n. 教育家,,,
education,ˌedʒʊˈkeɪʃn,n.,n. 教育，培养,,,
effect,ɪ'fekt,n.,n. 效果；作用,,,
effort,'efət,n.,n. 努力，艰难的尝试,,,
egg,eg,n.,n. 蛋；卵,,,
eggplant,'egplɑːnt,n.,n. 茄子,,,
Egypt,ˈiːdʒɪpt,n.,n. 埃及,,,
Egyptian,ɪˈdʒɪpʃ(ə)n,a.,a. 埃及的；埃及人的；埃及语的 n. 埃及人,,,
eight,eɪt,num.,num. 八,,,
eighteen,eɪ'tiːn; 'eɪtiːn,num.,num. 十八,,,
eighth,eɪtθ,num.,num. 第八,,,
eighty,'eɪtɪ,num.,num. 八十,,,
either,'aɪðə; 'iː-,a.,a. 两方任一方的；二者之一 conj. 二者之一；要么……,,,
ad.,æd,,(用于否定句或短语后)也,,,
elder,'eldə,n.,n. 长者；前辈,,,
elect,ɪ'lekt,vt.,vt. （投票）选举,,,
electric,ɪ'lektrɪk,a.,a. 电的,,,
electrical,ɪ'lektrɪk(ə)l,a.,a. 电的；电器的,,,
electricity,",ɪlek'trɪsɪtɪ; ,el-; ,iːl-",n.,n. 电；电流,,,
electronic,ɪˌlekˈtrɒnɪk,a.,a. 电子的,,,
elegant,'elɪgənt,a.,"a.文雅的,漂亮的,精美的",,,
elephant,'elɪf(ə)nt,n.,n. 象,,,
eleven,ɪ'lev(ə)n,num.,num. 十一,,,
else,els,ad.,ad. 别的，其他的,,,
email,'iːmeɪl,n.,n. 电子邮件,,,
embarrass,ɪm'bærəs,v.,v.使窘迫，尴尬,,,
embassy,'embəsɪ,n.,n. 大使馆,,,
emergency,ɪ'mɜːdʒ(ə)nsɪ,n.,n.紧急情况或状态,,,
emperor,'emp(ə)rə,n.,n. 皇帝,,,
empire,'empaɪə,n.,n. 帝国,,,
employ,ɪm'plɔɪ,vt.,vt. 雇佣,,,
empty,ˈemptɪ,a.,a. 空的,,,
encourage,ɪn'kʌrɪdʒ; en-,vt.,vt. 鼓励,,,
encouragement,ɪn'kʌrɪdʒm(ə)nt,n.,n. 鼓励,,,
end,end,n.,n. 末尾；终点；结束 v. 结束，终止,,,
ending,'endɪŋ,n.,n. 结局；结尾，最后,,,
endless,'endləs,a.,a. 无止境的； 没完的,,,
enemy,'enəmɪ,n.,n. 敌人；敌军,,,
energetic,ˌenər'dʒetɪk,a.,a. 精力旺盛的,,,
energy,ˈenədʒɪ,,y n. 精力，能量,,,
engine,'endʒɪn,n.,n. 发动机，引擎,,,
engineer,endʒɪ'nɪə,n.,n. 工程师；技师,,,
England,ˈɪŋɡlənd,n.,n. 英格兰,,,
English,'ɪŋɡlɪʃ,a.,a. 英国的，英国人的，英语的 n. 英语,,,
English-speaking,ˈɪŋɡlɪʃ-spiːk,a.,a.说英语的【连字符】,,,
enjoy,ɪnˈdʒɔɪ,vt.,vt.欣赏；享受乐趣；喜欢,,,
enjoyable,ɪn'dʒɒɪəb(ə)l; en-,a.,a. 愉快的；有趣的,,,
enlarge,ɪn'lɑːdʒ; en-,vt.,vt. 扩大,,,
enough,ɪ'nʌf,n.,n. 足够；充足 a. 足够；充分的 ad. 足够地；充分地,,,
enquiry,ɪn'kwaɪrɪ,n.,n. 询问,,,
enter,'entə,vt.,vt. 进入,,,
enterprise,'entərpraɪz,n.,n.公司，企，事业单位,,,
entertainment,entə'teɪnm(ə)nt,n.,n. 娱乐,,,
enthusiastic,ɪnˌθuːzi'æstɪk,a.,a.热情的，热心的,,,
entire,ɪn'taɪə; en-,a.,a. 整个的，全部的,,,
entrance,'entr(ə)ns,n.,n. 入口；入场；进入的权利;入学许可,,,
entry,ˈentrɪ,n.,n. 进入,,,
envelope,ˈenvələʊp,n.,n. 信封,,,
environment,ɪnˈvaɪrənmənt,n.,n.环境,,,
envy,'envɪ,vt.,vt.& n. 忌妒； 羡慕,,,
equal,'iːkwəl,a.,a.平等的 vt.等于，使等于,,,
equality,ɪ'kwɒlɪtɪ; iː-,n.,n. 平等,,,
equip,ɪ'kwɪp,vt.,vt. 提供设备；装备；配备,,,
equipment,ɪ'kwɪpm(ə)nt,n.,n. 装备，设备,,,
eraser,ɪ'reɪzə,n.,n. 橡皮擦；黑板擦,,,
error,'erə,n.,n. 错误；差错,,,
erupt,ɪ'rʌpt,v.,v.（火山）爆发，喷发,,,
escape,ɪ'skeɪp; e-,n.,n.& vi. 逃跑；逃脱,,,
especially,ɪˈspeʃəlɪ,ad.,ad. 特别，尤其,,,
essay,'eseɪ,n.,n. 散文；文章；随笔,,,
Europe,'jʊrəp,n.,n. 欧洲,,,
European,ˌjʊərəˈpɪən,a.,a. 欧洲的，欧洲人的 n. 欧洲人,,,
evaluate,ɪ'væljueɪt,v.,v.估值，评价，评估,,,
even,'iːv(ə)n,ad.,ad. 甚至，连（…都）；更,,,
evening,'iːv(ə)nɪŋ,n.,n. 傍晚，晚上,,,
event,ɪ'vent,n.,n. 事件，大事,,,
eventually,ɪ'ventʃʊəlɪ,ad.,ad.最终地,,,
ever,'evə,ad.,ad. 曾经；无论何时,,,
every,'evrɪ,a.,a. 每一，每个的,,,
everybody,'evrɪbɒdɪ,pron.,pron.每人，人人,,,
everyday,'evrɪdeɪ; -'deɪ,a.,a. 每日的；日常的,,,
everyone,'evrɪwʌn,pron.,pron. 每人，人人,,,
everything,'evrɪθɪŋ,pron.,pron. 每件事，事事,,,
everywhere,'evrɪweə,ad.,ad. 到处,,,
evidence,'evɪdəns,n.,n. 证据，证明,,,
evident,'evɪd(ə)nt,a.,a.清楚的，显而易见的,,,
evolution,ˌiːvə'luːʃn,n.,n. 进化，演变,,,
exact,ɪg'zækt; eg-,a.,a. 精确的；确切的,,,
exactly,ɪg'zæk(t)lɪ,ad.,ad. 精确地；确切地,,,
exam = examination,ɪɡzæmɪˈneɪʃ(ə)n,n.,n. 考试，测试；检查；审查,,,
examine,ɪg'zæmɪn; eg-,vt.,vt. 检查；诊察,,,
example,ɪg'zɑːmp(ə)l; eg-,n.,n. 例子；榜样,,,
excellent,ˈeksələnt,a.,a. 极好的，优秀的,,,
except,ɪkˈsept,prep.,prep. 除……之外,,,
exchange,ɪks'tʃeɪndʒ,n.,n. 交换，掉换；交流,,,
excite,ɪk'saɪt; ek-,vt.,vt. 使兴奋，使激动,,,
excuse,ɪkˈskju:s; ɪkˈskju:z,n.,n.借口.辩解 vt.原谅.宽恕,,,
exercise,'eksəsaɪz,n.,n. 锻炼，做操；练习，习题 vi. 锻炼,,,
exhibition,ˌeksɪˈbɪʃn,n.,n. 展览；展览会,,,
exist,ɪg'zɪst; eg-,vi.,vi. 存在,,,
existence,ɪg'zɪstəns,n.,n.存在；生存；存在物,,,
exit,'eksɪt; 'egzɪt,n.,n. 出口，太平门,,,
expand,ɪk'spænd,v.,v.扩大，增加，扩展,,,
expect,ɪkˈspekt,vt.,vt. 预料；盼望；认为,,,
expectation,ekspek'teɪʃ(ə)n,n.,n. 预料；期望,,,
expense,ɪk'spens; ek-,n.,n. 消费； 支出,,,
expensive,ɪkˈspensɪv,a.,a. 昂贵的,,,
experience,ɪkˈspɪərɪəns,n.,n. 经验；经历,,,
experiment,ɪk'sperɪm(ə)nt; ek-,n.,n. 实验,,,
expert,'ekspɜːt,n.,n. 专家，能手,,,
explain,ɪk'spleɪn,vt.,vt. 解释，说明,,,
explanation,eksplə'neɪʃ(ə)n,n.,n. 解释，说明,,,
explicit,ɪk'splɪsɪt,a.,"a.清楚明白,易于理解的",,,
explode,ɪk'sploud,v.,v. （使）爆炸,,,
exploit,ˈeksplɔɪt;ɪkˈsplɔɪt,vt.,vt.开采.开发.利用.剥削,,,
explore,ɪk'splɔːr,v.,v. 探险,,,
explorer,ek'splɔːrə(r),n.,n. 探险者,,,
export,ˈekspɔːt；ɪkˈ-,n.,n. / v.出口，输出,,,
expose,ɪk'spouz,vt.,vt. 揭露,,,
express,ɪk'spres; ek-,vt.,vt. 表达；表示；表情 n. 快车，特快专递,,,
expression,ɪkˈspreʃn,n.,n. 表达；词句；表示，说法；表情,,,
extension,ɪk'stenʃn,n.,n.扩大，延伸,,,
extra,'ekstrə,a.,a. 额外的，外加的,,,
extraordinary,ɪk'strɔːrdəneri,a.,a. 离奇的；使人惊奇的,,,
extreme,ɪk'striːm,a.,a. 极其的，非常的,,,
extremely,ɪk'striːmlɪ; ek-,ad.,ad. 极其，非常,,,
eye,aɪ,n.,n. 眼睛,,,
eyesight,'aɪsaɪt,n.,n. 视力；视觉,,,
eyewitness,'aɪwɪtnɪs,n.,n. 目击证人,,,
female,'fiːmeɪl,n.,n. 女(的)；雌(的)； 英尺,,,
face,feɪs,n.,n. 脸 vt. 面向；面对,,,
facial,'feɪʃl,a.,a. 面部用的,,,
fact,fækt,n.,n. 事实，现实,,,
factory,'fækt(ə)rɪ,n.,n. 工厂,,,
fade,feɪd,vi.,vi. 褪色，（颜色）消退,,,
fail,feɪl,v.,v. 失败；不及格；衰退,,,
